YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 01 01 17  40 11.1 13.3  3.60  8.33  6.88 999  996.3  -1.4   3.1  -7.0 99.0 99.00
2003 01 01 18  47 11.4 14.3  3.29  9.09  6.68 999  996.7  -2.8   3.0  -5.8 99.0 99.00
2003 01 01 19  35 12.2 15.2  3.39  9.09  6.54 999  997.1  -1.5   3.0  -7.1 99.0 99.00
2003 01 01 20  52 11.3 13.3  3.70  9.09  7.02 999  997.3  -1.5   3.0  -6.2 99.0 99.00
2003 01 01 21  29 10.5 13.0  3.32 10.00  6.70 999  997.8  -1.8   3.0  -6.3 99.0 99.00
2003 01 01 22  36 10.1 11.9  3.25 10.00  6.84 999  998.1  -1.8   3.0  -6.5 99.0 99.00
2003 01 01 23  43 11.5 13.3  3.37  9.09  6.85 999  998.4  -1.2   3.0  -7.4 99.0 99.00
2003 01 02 00  10 10.6 13.6  3.04  9.09  6.57 999  998.2  -1.7   3.0  -5.5 99.0 99.00
2003 01 02 01  22 12.5 16.4  3.45 10.00  6.90 999  998.3  -2.3   3.0  -5.4 99.0 99.00
2003 01 02 02  21 12.0 14.3  3.36  9.09  6.68 999  998.3  -1.6   3.0  -7.4 99.0 99.00
2003 01 02 03  20  9.9 13.1  3.41  9.09  6.69 999  998.5  -2.0   3.0 -10.4 99.0 99.00
2003 01 02 04  13  9.9 12.5  3.15 10.00  6.45 999  998.5  -2.1   3.0  -9.4 99.0 99.00
2003 01 02 05  18 10.2 13.1  3.34  9.09  6.59 999  998.7  -2.7   3.0  -7.9 99.0 99.00
2003 01 02 06  24 11.2 15.0  3.67  9.09  6.77 999  998.6  -3.1   3.0  -8.0 99.0 99.00
2003 01 02 07  16 11.1 13.8  3.30 10.00  6.81 999  998.7  -2.8   3.0  -9.2 99.0 99.00
2003 01 02 08 346  7.7  9.6  3.30  9.09  6.80 999  999.1  -3.5   3.0  -6.3 99.0 99.00
2003 01 02 09  17  8.9 10.8  3.39 10.00  7.07 999  998.7  -2.7   3.0 -10.0 99.0 99.00
2003 01 02 10  20  9.4 11.2  3.08  9.09  6.78 999  998.7  -2.8   3.0  -9.0 99.0 99.00
2003 01 02 11  17 10.0 12.3  2.90  9.09  6.62 999  998.7  -2.9   3.0 -10.6 99.0 99.00
2003 01 02 12  16  8.1  9.9  2.81  8.33  6.84 999  998.6  -4.0   2.9  -8.8 99.0 99.00
2003 01 02 13  19  9.5 11.1  2.74  8.33  6.75 999  998.2  -3.6   2.9  -9.2 99.0 99.00
2003 01 02 14  11 10.1 13.0  2.60  8.33  6.70 999  997.9  -3.4   2.9  -8.7 99.0 99.00
2003 01 02 15   1 10.0 13.1  2.83 10.00  6.52 999  997.3  -3.3   2.9 -10.6 99.0 99.00
2003 01 02 16   5 11.3 14.3  2.75 10.00  6.35 999  997.1  -3.9   2.9 -11.1 99.0 99.00
2003 01 02 17 352  6.6  8.3  3.07  9.09  6.51 999  996.4  -3.9   3.0 -12.6 99.0 99.00
2003 01 02 18 351  8.4 10.2  2.71 10.00  6.50 999  996.3  -4.0   2.9  -9.3 99.0 99.00
2003 01 02 19 352  4.5  9.6  2.61  9.09  6.36 999  996.1  -4.9   2.9  -7.3 99.0 99.00
2003 01 02 20 345  9.4 11.6  2.50  9.09  6.13 999  996.2  -4.1   2.9  -8.8 99.0 99.00
2003 01 02 21  18  7.2  8.9  2.50  9.09  6.17 999  996.0  -4.4   2.9  -8.7 99.0 99.00
2003 01 02 22 353  8.6 10.5  2.57  9.09  6.21 999  996.1  -4.0   2.9 -11.1 99.0 99.00
2003 01 02 23  10  7.1  8.6  2.50  9.09  6.18 999  995.9  -4.2   2.9  -9.0 99.0 99.00
2003 01 03 00   5 10.9 13.4  2.22  9.09  6.04 999  995.6  -4.0   2.9 -10.6 99.0 99.00
2003 01 03 01  17 11.8 14.4  2.33  9.09  6.30 999  995.1  -4.8   2.9  -7.6 99.0 99.00
2003 01 03 02  14 10.5 13.7  2.25  9.09  6.21 999  995.0  -4.8   2.9  -7.7 99.0 99.00
2003 01 03 03   9 12.0 14.8  2.00  7.14  5.94 999  994.7  -3.7   2.8  -9.1 99.0 99.00
2003 01 03 04  16 10.1 13.1  2.50  7.14  5.93 999  994.9  -4.4   2.9  -8.5 99.0 99.00
2003 01 03 05 352 11.7 14.0  2.52  7.14  5.79 999  994.8  -4.2   2.9 -11.0 99.0 99.00
2003 01 03 06   6 10.5 13.7  2.61  7.14  5.94 999  995.1  -5.9   2.9  -9.4 99.0 99.00
2003 01 03 07 354 10.8 14.9  2.57  7.14  5.99 999  995.1  -5.1   2.9 -10.4 99.0 99.00
2003 01 03 08 337  8.4 12.8  2.48  7.69  5.79 999  994.8  -5.1   2.9  -9.2 99.0 99.00
2003 01 03 09  11  9.0 10.7  2.24  7.69  5.80 999  994.2  -4.5   2.9 -12.6 99.0 99.00
2003 01 03 10 355  6.9 12.8  2.17  7.69  5.66 999  994.2  -4.9   2.9  -9.9 99.0 99.00
2003 01 03 11 353  7.3  8.7  2.22  7.69  5.88 999  994.1  -4.2   2.8 -12.2 99.0 99.00
2003 01 03 12 345  7.9 12.5  2.07  7.69  5.82 999  993.8  -4.2   2.8 -10.9 99.0 99.00
2003 01 03 13  30  7.6 10.2  2.18  7.69  6.08 999  993.8  -4.8   2.8  -8.0 99.0 99.00
2003 01 03 14  31  9.9 12.3  2.12  7.14  5.92 999  994.0  -5.0   2.8  -7.1 99.0 99.00
2003 01 03 15  36 11.9 13.9  2.24  7.69  6.12 999  994.3  -4.7   2.8  -9.1 99.0 99.00
2003 01 03 16  32 12.5 15.3  2.40  8.33  6.03 999  994.2  -4.4   2.8 -11.3 99.0 99.00
2003 01 03 17  34 12.5 14.9  2.71  8.33  6.23 999  994.5  -4.5   2.8 -10.2 99.0 99.00
2003 01 03 18  42 13.5 15.7  2.70  7.69  6.08 999  994.7  -4.4   2.8  -9.8 99.0 99.00
2003 01 03 19  34 14.1 16.8  2.91  7.69  6.25 999  995.2  -5.1   2.8  -9.3 99.0 99.00
2003 01 03 20  33 13.2 15.9  2.99  8.33  6.18 999  995.8  -5.3   2.8 -12.3 99.0 99.00
2003 01 03 21  29 12.2 14.6  3.11  8.33  6.39 999  996.3  -5.5   2.8 -12.7 99.0 99.00
2003 01 03 22  38 12.2 14.7  3.34  9.09  6.64 999  996.6  -5.6   2.8 -12.7 99.0 99.00
2003 01 03 23  30 10.5 13.1  3.64 10.00  7.10 999  996.7  -6.0   2.8 -14.3 99.0 99.00
2003 01 04 00  20 11.3 13.9  3.57  9.09  7.25 999  996.6  -5.8   2.8 -14.0 99.0 99.00
2003 01 04 01  23  9.6 12.8  3.24  9.09  6.91 999  996.4  -5.9   2.8 -14.6 99.0 99.00
2003 01 04 02  37 10.6 12.9  3.03 10.00  6.97 999  996.4  -6.2   2.8 -11.6 99.0 99.00
2003 01 04 03  15  7.0  9.9  3.29  9.09  7.34 999  996.4  -6.6   2.8 -10.2 99.0 99.00
2003 01 04 04  19 11.0 13.9  2.93  9.09  6.96 999  996.6  -5.9   2.8 -12.6 99.0 99.00
2003 01 04 05  24  8.9 11.2  3.18  9.09  7.03 999  996.7  -6.5   2.8 -13.2 99.0 99.00
2003 01 04 06   3  6.8 10.2  3.48 10.00  7.51 999  996.7  -6.2   2.8 -14.1 99.0 99.00
2003 01 04 07  15  7.7 10.0  3.00 10.00  7.27 999  996.9  -6.6   2.8 -12.3 99.0 99.00
2003 01 04 08  23  6.9  8.5  2.69 10.00  6.87 999  997.0  -6.7   2.7 -13.0 99.0 99.00
2003 01 04 09  31  8.2 10.8  2.94  9.09  7.15 999  997.2  -6.9   2.7 -12.7 99.0 99.00
2003 01 04 10  24 11.9 14.2  2.61 10.00  6.60 999  997.8  -7.5   2.8 -11.1 99.0 99.00
2003 01 04 11  10  9.8 12.3  3.03  9.09  6.81 999  997.7  -7.4   2.8 -12.4 99.0 99.00
2003 01 04 12   6  8.3 10.2  2.78  9.09  6.52 999  997.7  -7.4   2.8 -14.1 99.0 99.00
2003 01 04 13   2  9.6 14.3  3.00  9.09  6.82 999  997.9  -7.6   2.7 -13.1 99.0 99.00
2003 01 04 14   0 11.9 14.8  2.81 10.00  6.66 999  998.1  -7.8   2.7 -12.3 99.0 99.00
2003 01 04 15 357 11.8 14.7  2.75 10.00  6.43 999  998.3  -8.2   2.7 -11.6 99.0 99.00
2003 01 04 16 345 15.0 18.4  3.16  9.09  6.67 999  998.5  -8.2   2.7 -12.1 99.0 99.00
2003 01 04 17 348 10.5 15.6  3.22  9.09  6.56 999  998.0  -8.3   2.7 -13.7 99.0 99.00
2003 01 04 18 343 12.3 14.8  2.95  9.09  6.56 999  998.2  -8.6   2.6 -13.9 99.0 99.00
2003 01 04 19 349  9.6 12.4  3.18  8.33  6.57 999  998.4  -9.3   2.6 -12.7 99.0 99.00
2003 01 04 20 346 11.5 15.4  3.18 10.00  6.39 999  999.0  -8.9   2.6 999.0 99.0 99.00
2003 01 04 21 357 10.0 13.3  3.10 10.00  6.48 999  999.2  -8.9   2.6 999.0 99.0 99.00
2003 01 04 22 343 11.5 15.1  3.07 10.00  6.40 999  999.6  -8.6   2.6 999.0 99.0 99.00
2003 01 04 23   1 13.0 14.6  3.38 10.00  6.73 999  999.9  -9.2   2.6 -13.6 99.0 99.00
2003 01 05 00 347 11.0 15.5  3.26 10.00  6.74 999 1000.0  -8.8   2.6 -14.1 99.0 99.00
2003 01 05 01 358 12.5 15.0  3.65 10.00  7.17 999  999.9  -8.7   2.6 -13.4 99.0 99.00
2003 01 05 02 347 12.7 17.7  3.40 10.00  6.59 999 1000.4  -8.9   2.6 -14.1 99.0 99.00
2003 01 05 03 355 14.4 17.7  3.55 10.00  6.80 999 1000.8  -8.6   2.6 -12.4 99.0 99.00
2003 01 05 04 346 13.7 17.8  3.57 10.81  6.61 999 1001.4  -8.2   2.6 -15.3 99.0 99.00
2003 01 05 05 347 12.0 14.9  3.35 10.00  6.85 999 1001.9  -7.9   2.6 -14.2 99.0 99.00
2003 01 05 06   2 11.5 15.4  3.41 10.00  6.73 999 1002.5  -7.6   2.6 -13.7 99.0 99.00
2003 01 05 07   1 12.6 15.8  3.71 10.00  6.91 999 1003.2  -7.4   2.6 -15.2 99.0 99.00
2003 01 05 08   4 11.0 14.3  3.64  8.33  7.00 999 1003.7  -7.3   2.6 -13.9 99.0 99.00
2003 01 05 09 353 10.8 14.8  3.56 10.00  7.05 999 1003.9  -6.9   2.5 -16.7 99.0 99.00
2003 01 05 10 356  9.5 11.9  3.38 10.81  6.92 999 1004.7  -7.3   2.5 -14.9 99.0 99.00
2003 01 05 11 359  8.8 11.5  3.44 10.81  6.95 999 1005.2  -7.4   2.5 -12.1 99.0 99.00
2003 01 05 12 356 10.8 13.8  3.42 10.81  7.22 999 1005.5  -6.7   2.5 -14.0 99.0 99.00
2003 01 05 13 357  8.8 11.9  3.78 11.43  7.50 999 1005.9  -7.9   2.5 -11.8 99.0 99.00
2003 01 05 14 351 10.2 14.8  3.78 11.43  7.52 999 1006.3  -6.7   2.5 -13.1 99.0 99.00
2003 01 05 15 344 10.0 13.1  3.44 11.43  7.29 999 1006.7  -7.2   2.5 -12.9 99.0 99.00
2003 01 05 16 353  9.1 11.1  3.59 10.81  7.55 999 1006.5  -6.6   2.5 -13.5 99.0 99.00
2003 01 05 17 332  7.2  9.4  3.23 10.81  7.11 999 1006.3  -6.6   2.5 -14.0 99.0 99.00
2003 01 05 18 331  8.9 11.4  3.07 10.81  7.01 999 1006.4  -6.6   2.5 -13.2 99.0 99.00
2003 01 05 19 318  9.2 11.6  2.98 10.81  7.19 999 1006.5  -6.4   2.5 -12.6 99.0 99.00
2003 01 05 20 323  7.4  9.5  3.07 10.81  7.17 999 1006.2  -6.5   2.5 -13.5 99.0 99.00
2003 01 05 21 351  4.3  6.8  2.77 10.00  6.79 999 1006.1  -6.2   2.5 -14.0 99.0 99.00
2003 01 05 22 324  5.5  7.8  2.72 10.00  6.93 999 1006.0  -5.9   2.5 -15.5 99.0 99.00
2003 01 05 23 328  4.2  6.1  2.96 10.00  7.52 999 1005.6  -6.0   2.5 -15.0 99.0 99.00
2003 01 06 00 311  5.9  7.6  2.59 10.00  7.25 999 1005.2  -5.8   2.5 -13.1 99.0 99.00
2003 01 06 01 303  5.1  6.6  2.43  9.09  7.02 999 1004.8  -5.6   2.5 -15.5 99.0 99.00
2003 01 06 02 334  5.7  8.6  2.31 10.00  7.04 999 1004.3  -5.7   2.5 -12.9 99.0 99.00
2003 01 06 03 351  3.8  5.6  2.20 10.00  6.94 999 1004.3  -6.0   2.5 -13.5 99.0 99.00
2003 01 06 04  38  5.0  6.2  2.12  8.33  6.75 999 1004.2  -6.3   2.5 -10.6 99.0 99.00
2003 01 06 05  18  4.6  6.1  2.20  8.33  6.85 999 1003.6  -6.4   2.5 -11.1 99.0 99.00
2003 01 06 06  64  4.0  5.8  2.02  9.09  6.65 999 1003.0  -6.2   2.5 -10.9 99.0 99.00
2003 01 06 07 132  4.3  6.2  1.94  8.33  6.55 999 1003.0  -7.2   2.5  -9.9 99.0 99.00
2003 01 06 08  26  1.5  2.2  1.83  9.09  6.55 999 1002.0  -6.9   2.5 -10.3 99.0 99.00
2003 01 06 09  91  1.7  3.2  1.82  9.09  6.54 999 1001.9  -5.8   2.5 -12.5 99.0 99.00
2003 01 06 10  74  5.4  6.9  1.88  8.33  6.71 999 1001.5  -5.7   2.5 -11.3 99.0 99.00
2003 01 06 11  74  5.7  6.9  1.81  8.33  6.67 999 1000.9  -5.8   2.5 -10.3 99.0 99.00
2003 01 06 12 107  6.6  8.2  1.45  9.09  6.44 999 1000.3  -5.3   2.5 -11.1 99.0 99.00
2003 01 06 13 118  5.6  7.5  1.58  8.33  6.60 999  999.7  -5.3   2.4 -14.0 99.0 99.00
2003 01 06 14  95  6.9  9.1  1.54  8.33  6.34 999  999.2  -6.1   2.5  -9.4 99.0 99.00
2003 01 06 15 100 10.6 12.5  1.52  8.33  6.47 999  998.5  -6.0   2.5  -8.5 99.0 99.00
2003 01 06 16  78  8.1 10.3  1.45  8.33  5.36 999  997.5  -4.8   2.5  -9.1 99.0 99.00
2003 01 06 17  95 10.1 12.0  1.64  8.33  5.31 999  996.8  -4.2   2.5  -9.8 99.0 99.00
2003 01 06 18  86 11.0 13.0  1.68  7.69  5.11 999  996.5  -5.2   2.4  -7.7 99.0 99.00
2003 01 06 19  90 12.9 16.8  1.81  5.00  5.11 999  996.0  -4.0   2.4  -9.7 99.0 99.00
2003 01 06 20  87 14.8 17.7  1.88  5.56  5.01 999  995.7  -3.7   2.4  -8.4 99.0 99.00
2003 01 06 21  89 15.1 18.7  1.97  5.88  5.04 999  995.3  -3.3   2.5  -8.3 99.0 99.00
2003 01 06 22  86 15.7 18.6  2.22  6.25  5.21 999  994.7  -3.4   2.5  -6.4 99.0 99.00
2003 01 06 23  86 15.5 18.7  2.45  6.67  5.44 999  993.7  -2.7   2.5  -8.0 99.0 99.00
2003 01 07 00  85 15.9 19.8  2.74  6.67  5.57 999  992.7  -3.4   2.5  -5.3 99.0 99.00
2003 01 07 01  85 18.6 22.4  3.35  7.14  6.02 999  991.9  -2.5   2.5  -6.1 99.0 99.00
2003 01 07 02  76 18.1 22.7  3.36  7.14  6.09 999  991.0  -2.2   2.5  -5.3 99.0 99.00
2003 01 07 03  78 17.6 21.8  3.77  8.33  6.50 999  990.6  -2.9   2.5  -4.9 99.0 99.00
2003 01 07 04  70 18.9 23.5  4.66  9.09  6.71 999  990.0  -1.8   2.5  -4.8 99.0 99.00
2003 01 07 05  61 16.7 20.5  4.48  9.09  6.78 999  989.2  -1.8   2.5  -4.0 99.0 99.00
2003 01 07 06  96 19.8 24.7  4.86  9.09  7.08 999  988.7  -1.0   2.5  -4.8 99.0 99.00
2003 01 07 07  93 21.4 25.8  4.96  9.09  6.90 999  988.8  -1.5   2.5  -4.9 99.0 99.00
2003 01 07 08  86 21.1 25.7  5.68 10.00  7.59 999  988.5  -1.7   2.5  -5.4 99.0 99.00
2003 01 07 09  87 21.8 27.2  6.56 10.81  8.33 999  988.9  -1.9   2.5  -6.4 99.0 99.00
2003 01 07 10  86 22.0 26.3  7.43 10.81  8.69 999  988.5  -2.2   2.5  -6.4 99.0 99.00
2003 01 07 11  78 21.7 27.7  7.79 12.12  9.12 999  988.3  -2.3   2.5  -5.8 99.0 99.00
2003 01 07 12  74 22.3 27.5  8.00 12.12  9.24 999  987.8  -3.0 999.0  -5.6 99.0 99.00
2003 01 07 13  69 22.5 28.1  7.76 12.90  9.08 999  987.9  -2.7   2.5  -6.1 99.0 99.00
2003 01 07 14  68 23.6 28.5  9.02 12.12  9.44 999  987.4  -2.8   2.5  -5.4 99.0 99.00
2003 01 07 15  67 21.7 26.1  8.34 12.90  9.37 999  986.2  -2.3   2.5  -4.0 99.0 99.00
2003 01 07 16  67 22.7 28.1 99.00 99.00 99.00 999  985.1  -1.7   2.5  -3.9 99.0 99.00
2003 01 07 17  71 22.8 28.4  8.47 12.12  9.56 999  985.4  -1.5   2.5  -3.5 99.0 99.00
2003 01 07 18  72 21.7 28.6  8.46 11.43  9.39 999  984.4  -1.4   2.5  -3.3 99.0 99.00
2003 01 07 19  71 22.7 28.8  8.78 13.79  9.62 999  985.2  -1.2   2.5  -3.0 99.0 99.00
2003 01 07 20  75 22.6 27.3  8.60 12.90  9.58 999  985.4  -1.0   2.4  -2.6 99.0 99.00
2003 01 07 21  79 22.9 28.4  8.97 13.79  9.64 999  986.1  -0.7   2.4  -2.6 99.0 99.00
2003 01 07 22  76 21.7 27.2  9.23 13.79  9.97 999  986.9  -0.3   2.4  -2.5 99.0 99.00
2003 01 07 23  79 19.9 24.4  8.51 13.79  9.63 999  986.3   0.0   2.5  -2.4 99.0 99.00
2003 01 08 00  79 19.5 25.1  7.94 12.90  9.44 999  986.5   0.2   2.5  -2.7 99.0 99.00
2003 01 08 01  75 19.3 22.8  8.18 12.12  9.46 999  987.0   0.2   2.5  -2.8 99.0 99.00
2003 01 08 02  74 19.6 23.0  7.29 12.90  9.18 999  987.3   0.1   2.5  -3.4 99.0 99.00
2003 01 08 03  71 19.2 23.4  7.22 12.90  9.33 999  987.6  -0.7   2.5  -3.3 99.0 99.00
2003 01 08 04  65 18.1 21.7  6.50 12.90  8.83 999  987.8  -1.2   2.5  -3.8 99.0 99.00
2003 01 08 05  60 17.8 22.0  7.11 12.90  9.14 999  987.4  -1.3   2.5  -4.4 99.0 99.00
2003 01 08 06  57 18.5 21.8  6.28 12.12  8.51 999  987.8  -1.8   2.5  -5.3 99.0 99.00
2003 01 08 07  51 18.2 22.0  6.79 12.90  8.70 999  987.0  -2.3   2.5  -5.1 99.0 99.00
2003 01 08 08  46 17.9 21.6  5.91 12.12  8.24 999  986.2  -2.1   2.5  -4.2 99.0 99.00
2003 01 08 09  42 17.9 21.2  6.42 12.90  8.54 999  985.5  -1.6   2.5  -4.0 99.0 99.00
2003 01 08 10  41 18.7 22.5  6.30 12.90  8.28 999  984.7  -1.7   2.5  -4.1 99.0 99.00
2003 01 08 11  35 18.1 22.9  6.46 12.90  8.38 999  983.7  -1.5   2.5  -4.0 99.0 99.00
2003 01 08 12  37 19.8 23.0  6.11 12.12  8.55 999  983.1  -1.6   2.5  -4.1 99.0 99.00
2003 01 08 13  34 20.1 24.0  6.89 12.90  9.02 999  982.5  -1.6   2.5  -4.5 99.0 99.00
2003 01 08 14  34 18.2 22.7  6.80 12.90  8.78 999  982.0  -1.4   2.5  -4.1 99.0 99.00
2003 01 08 15  33 19.0 22.9  6.86 12.12  8.93 999  981.2  -1.3   2.5  -4.6 99.0 99.00
2003 01 08 16  32 19.1 22.8  7.19 12.90  9.24 999  980.9  -1.2   2.5  -4.8 99.0 99.00
2003 01 08 17  27 16.5 20.6  7.12 12.90  9.36 999  979.7  -1.2   2.5  -4.1 99.0 99.00
2003 01 08 18  28 17.2 20.7  6.82 12.90  8.98 999  979.2  -1.3   2.5  -3.5 99.0 99.00
2003 01 08 19  20 16.8 20.2  7.23 12.90  9.63 999  978.7  -1.0   2.5  -4.3 99.0 99.00
2003 01 08 20  18 14.5 17.6  6.98 12.90  9.58 999  978.5  -1.1   2.5  -3.9 99.0 99.00
2003 01 08 21  13 13.6 16.4  7.15 12.90  9.43 999  978.7  -1.1   2.5  -3.7 99.0 99.00
2003 01 08 22   8 14.3 17.4  6.67 12.12  9.20 999  978.5  -1.1   2.4  -3.5 99.0 99.00
2003 01 08 23  10 13.2 15.5  7.00 12.90  9.37 999  978.3  -1.2   2.4  -3.1 99.0 99.00
2003 01 09 00 353 11.1 12.8 99.00 99.00 99.00 999  978.2  -1.1   2.4  -3.2 99.0 99.00
2003 01 09 01 346 10.7 12.2  6.96 12.12  9.75 999  978.2  -0.9   2.4  -3.6 99.0 99.00
2003 01 09 02 345  8.0  9.5  6.25 12.12  9.43 999  978.7  -0.7   2.4  -4.0 99.0 99.00
2003 01 09 03 332  6.5  8.4  6.14 12.12  9.46 999  979.2  -0.7   2.4  -4.4 99.0 99.00
2003 01 09 04 322  5.2  6.5  6.07 12.12  9.65 999  980.0  -0.7   2.4  -4.2 99.0 99.00
2003 01 09 05 315  6.2  7.8  5.22 12.90  8.99 999  980.7  -0.9   2.4  -3.5 99.0 99.00
2003 01 09 06 325  4.3  5.7  4.97 12.12  9.16 999  981.3  -0.7   2.4  -3.1 99.0 99.00
2003 01 09 07 297  3.8  5.2  5.33 11.43  9.33 999  982.1  -0.7   2.4  -3.7 99.0 99.00
2003 01 09 08 293  2.6  4.1  5.21 12.12  9.14 999  982.8  -0.5   2.4  -4.0 99.0 99.00
2003 01 09 09 276  2.4  4.0  5.14 12.12  9.62 999  983.3  -0.5   2.4  -4.1 99.0 99.00
2003 01 09 10 267  2.3  3.9  5.22 12.12  9.68 999  984.0  -0.4   2.4  -4.0 99.0 99.00
2003 01 09 11 267  3.8  5.4  4.51 11.43  9.00 999  984.5  -0.6   2.4  -3.3 99.0 99.00
2003 01 09 12 280  2.6  4.1  4.58 11.43  8.99 999  984.9  -0.9   2.4  -3.4 99.0 99.00
2003 01 09 13 281  2.9  4.5  4.10 11.43  8.63 999  985.3  -0.6   2.4  -3.0 99.0 99.00
2003 01 09 14 275  3.6  4.7  3.88 11.43  8.55 999  985.8  -1.0   2.4  -2.7 99.0 99.00
2003 01 09 15 299  3.9  4.9  3.41 11.43  8.14 999  986.3  -1.0   2.4  -2.5 99.0 99.00
2003 01 09 16 337  7.1  8.8  3.26 10.81  8.24 999  987.0  -1.0   2.4  -2.1 99.0 99.00
2003 01 09 17 324  9.7 11.0  3.21 10.00  7.92 999  988.1  -1.1   2.4  -3.3 99.0 99.00
2003 01 09 18 326  8.2  9.9  3.01 10.81  7.13 999  988.8  -1.2   2.4  -3.2 99.0 99.00
2003 01 09 19 313  8.8 10.2  3.09 10.00  7.27 999  989.7  -1.3   2.4  -3.8 99.0 99.00
2003 01 09 20 316  7.3  8.7  2.93 10.00  7.48 999  990.5  -1.5   2.4  -3.7 99.0 99.00
2003 01 09 21 311 10.1 11.8  2.97 10.00  7.43 999  991.7  -1.8   2.4  -3.2 99.0 99.00
2003 01 09 22 315 10.2 11.6  2.78 10.81  7.08 999  992.6  -1.6   2.4  -4.4 99.0 99.00
2003 01 09 23 317  9.9 11.4  2.69 10.00  6.89 999  993.0  -1.0   2.4  -5.4 99.0 99.00
2003 01 10 00 312 10.0 11.5  2.61  9.09  6.74 999  993.7  -1.2   2.4  -5.4 99.0 99.00
2003 01 10 01 320 10.1 11.8  2.64  8.33  6.62 999  994.4  -1.3   2.4  -5.6 99.0 99.00
2003 01 10 02 313  9.9 11.9  2.44  9.09  6.50 999  995.5  -1.3   2.4  -6.3 99.0 99.00
2003 01 10 03 307  9.7 11.5  2.42  7.69  6.31 999  996.6  -1.1   2.4  -6.5 99.0 99.00
2003 01 10 04 302  9.0 12.1  2.48  8.33  6.45 999  997.6  -1.1   2.4  -7.5 99.0 99.00
2003 01 10 05 314 10.0 12.5  2.48  7.69  6.40 999  998.7  -1.2   2.4  -7.7 99.0 99.00
2003 01 10 06 308  8.2  9.9  2.28  8.33  6.38 999  999.4  -1.1   2.4  -8.1 99.0 99.00
2003 01 10 07 322  8.6 10.7  2.45 10.00  6.58 999 1000.1  -0.6   2.4  -8.4 99.0 99.00
2003 01 10 08 318  9.6 12.0  2.35  9.09  6.47 999 1000.7   0.0   2.4  -7.6 99.0 99.00
2003 01 10 09 318 10.0 11.7  2.37 10.00  6.53 999 1001.6   0.0   2.4  -7.0 99.0 99.00
2003 01 10 10 321  8.9 10.9  2.45  8.33  6.55 999 1002.1   0.0   2.4  -7.8 99.0 99.00
2003 01 10 11 331  8.0  9.5  2.38  9.09  6.74 999 1002.8   0.1   2.4  -7.8 99.0 99.00
2003 01 10 12 324  8.2  9.8  2.45  7.14  6.61 999 1003.6   0.2   2.4  -8.1 99.0 99.00
2003 01 10 13 306  7.8 10.0  2.53 10.00  6.87 999 1004.0   0.2   2.4  -8.7 99.0 99.00
2003 01 10 14 303  8.3 10.4  2.43 10.00  6.75 999 1004.6   0.4   2.4  -7.7 99.0 99.00
2003 01 10 15 292  9.0 10.9  2.47 10.00  6.73 999 1005.2   0.4   2.4  -7.3 99.0 99.00
2003 01 10 16 275  7.5  9.7  2.21  9.09  6.37 999 1005.8   0.3   2.4  -6.8 99.0 99.00
2003 01 10 17 286  8.1  9.8  2.60  9.09  6.98 999 1006.4  -0.3   2.4  -4.4 99.0 99.00
