#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 03 16 12 50 100 12.3 14.4  4.95 12.12  8.35 999  996.8   1.9   1.1 999.0 99.0 99.00
2010 03 16 13 50  87 11.4 13.7 99.00 99.00 99.00 999  996.9   1.9   1.1 999.0 99.0 99.00
2010 03 16 14 50 101  9.3 11.2  5.04 10.00  8.23 999  997.2   1.5   1.2 999.0 99.0 99.00
2010 03 16 15 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   0.0 999.0 99.0 99.00
2010 03 16 16 50 271 13.1 16.0 99.00 99.00 99.00 999  999.3   0.4   1.2 999.0 99.0 99.00
2010 03 16 17 50 258 11.6 14.2 99.00 10.00  8.42 999 1001.3   0.4   1.2 999.0 99.0 99.00
2010 03 16 18 50 253  9.0 11.7  4.31 13.79  8.40 999 1002.8   0.8   1.2 999.0 99.0 99.00
2010 03 16 19 50 244 10.1 12.3 99.00 99.00 99.00 999 1005.0   0.9   1.1 999.0 99.0 99.00
2010 03 16 20 50 229  8.7 11.3 99.00 99.00 99.00 999 1007.0   0.6   1.1 999.0 99.0 99.00
2010 03 16 21 50 217  7.9  9.5  3.78 13.79  8.50 999 1008.4   0.8   1.1 999.0 99.0 99.00
2010 03 16 22 50 211  8.9 10.8  3.72 10.00  8.44 999 1009.6   0.8   1.2 999.0 99.0 99.00
2010 03 16 23 50 201  9.1 10.7  3.62 13.79  8.36 999 1010.4   0.9   1.2 999.0 99.0 99.00
2010 03 17 00 50 193  8.9 10.5  3.72 13.79  8.31 999 1011.0   0.9   1.2 999.0 99.0 99.00
2010 03 17 01 50 198  8.1  9.3  3.50 13.79  8.01 999 1011.8   1.1   1.2 999.0 99.0 99.00
2010 03 17 02 50 182  7.0  8.5  3.51 12.90  8.42 999 1011.9   0.9   1.2 999.0 99.0 99.00
2010 03 17 03 50 191  7.5  9.1  3.60 10.00  8.54 999 1012.3   1.1   1.2 999.0 99.0 99.00
2010 03 17 04 50 184  8.6 99.0 99.00 99.00 99.00 999 9999.0 999.0   0.0 999.0 99.0 99.00
2010 03 17 05 50 158  8.5  9.8 99.00  9.09  9.09 999 1012.0   0.6   1.1 999.0 99.0 99.00
2010 03 17 06 50 142 10.4 12.1  3.27 12.90  7.75 999 1011.8   0.8   1.1 999.0 99.0 99.00
2010 03 17 07 50 139 12.1 14.7  3.62  9.09  7.92 999 1011.8   1.1   1.2 999.0 99.0 99.00
2010 03 17 08 50 137 12.7 16.3  3.68 12.12  7.74 999 1011.1   1.0   1.2 999.0 99.0 99.00
2010 03 17 09 50 138 13.9 15.9 99.00 99.00 99.00 999 1010.7   1.0   1.2 999.0 99.0 99.00
2010 03 17 11 50 129 15.1 99.0 99.00 99.00 99.00 999 9999.0   1.1 999.0 999.0 99.0 99.00
2010 03 17 12 50 131 15.7 19.5  3.90 10.81  6.99 999 1007.4   1.2   1.2 999.0 99.0 99.00
2010 03 17 13 50 133 16.0 18.6 99.00 99.00 99.00 999 1006.5   1.3   1.2 999.0 99.0 99.00
2010 03 17 14 50 135 16.7 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2010 03 17 15 50 141 18.2 22.2  3.96  7.14  6.70 999 1003.7   1.5   1.2 999.0 99.0 99.00
2010 03 17 16 50 140 18.5 22.7 99.00 12.90  6.52 999 1002.5   1.5   1.2 999.0 99.0 99.00
2010 03 17 17 50 136 18.8 22.0  4.10  8.33  6.74 999 1001.7   0.7   1.2 999.0 99.0 99.00
2010 03 17 18 50 133 19.5 23.9 99.00  9.09  5.92 999 1000.0   0.8   1.2 999.0 99.0 99.00
2010 03 17 19 50 134 20.6 24.9 99.00 99.00 99.00 999  998.8   1.1   1.2 999.0 99.0 99.00
2010 03 17 20 50 139 20.4 25.3 99.00 99.00 99.00 999  998.2   0.9   1.3 999.0 99.0 99.00
2010 03 17 21 50 140 19.6 23.5 99.00 99.00 99.00 999  997.4   0.8   1.3 999.0 99.0 99.00
2010 03 17 22 50 144 18.7 23.3  6.22 10.81  8.00 999  996.6   1.0   1.3 999.0 99.0 99.00
2010 03 17 23 50 154 18.4 99.0 99.00 99.00 99.00 999 9999.0   1.0 999.0 999.0 99.0 99.00
2010 03 18 00 50 164 16.2 19.3  5.91 10.81  8.00 999  996.5   0.9   1.3 999.0 99.0 99.00
2010 03 18 01 50 175  9.7 11.6  5.68 11.43  8.27 999  996.8   1.3   1.3 999.0 99.0 99.00
2010 03 18 02 50 170 10.3 11.9  5.48 11.43  8.19 999  997.2   1.7   1.3 999.0 99.0 99.00
2010 03 18 03 50 180 10.1 12.0  5.24 10.81  8.21 999  998.0   1.7   1.3 999.0 99.0 99.00
2010 03 18 04 50 180  9.7 11.8  4.68 10.00  8.01 999  998.5   1.8   1.2 999.0 99.0 99.00
2010 03 18 05 50 195  9.6 12.1  4.49 12.12  7.99 999  999.1   1.8   1.3 999.0 99.0 99.00
2010 03 18 06 50 185  9.9 11.9 99.00 99.00 99.00 999  999.8   1.6   1.2 999.0 99.0 99.00
2010 03 18 07 50 169  7.9  9.4  4.62 10.81  8.20 999 1000.3   1.5   1.2 999.0 99.0 99.00
2010 03 18 09 50 175  8.2  9.6  4.24 10.81  8.14 999 1000.6   1.1   1.2 999.0 99.0 99.00
2010 03 18 10 50 186  7.1  9.9  4.25 10.00  8.06 999 1000.8   0.6   1.2 999.0 99.0 99.00
2010 03 18 11 50 189  9.7 11.7 99.00 99.00 99.00 999 1001.1   0.8   1.2 999.0 99.0 99.00
2010 03 18 12 50 185  8.9 10.6  5.73 17.39  9.90 999 1001.0   0.9   1.2 999.0 99.0 99.00
2010 03 18 13 50 181  9.3 12.6  7.00 16.00 11.01 999 1001.2   1.0   1.2 999.0 99.0 99.00
2010 03 18 14 50 197  7.5  9.8 99.00 99.00 99.00 999 1001.1   0.6   1.2 999.0 99.0 99.00
2010 03 18 15 50 185  7.1  8.7  6.41 16.00 10.51 999 1001.2   0.6   1.2 999.0 99.0 99.00
2010 03 18 17 50 185  8.0  9.6 99.00 99.00 99.00 999 1001.1   0.7   1.2 999.0 99.0 99.00
2010 03 18 18 50 190  7.7  9.6  6.49 17.39 10.79 999 1001.3   0.5   1.2 999.0 99.0 99.00
2010 03 18 19 50 199  5.5  7.2  6.33 16.00 10.94 999 1001.4  -0.3   1.2 999.0 99.0 99.00
2010 03 18 20 50 195  7.7  9.7 99.00 99.00 99.00 999 1001.5   0.6   1.2 999.0 99.0 99.00
2010 03 18 21 50 182  7.4  9.0  5.52 16.00 10.49 999 1001.5   0.5   1.2 999.0 99.0 99.00
2010 03 18 22 50 212  7.6 10.1  5.75 16.00 10.15 999 1001.7   0.9   1.2 999.0 99.0 99.00
2010 03 18 23 50 198  5.9  8.4  5.77 16.00 10.91 999 1001.8   0.5   1.2 999.0 99.0 99.00
2010 03 19 00 50 202  7.3  9.3  5.80 16.00 10.68 999 1001.9   0.8   1.2 999.0 99.0 99.00
2010 03 19 01 50 203  6.5  8.1 99.00 99.00 99.00 999 1002.1   0.1   1.2 999.0 99.0 99.00
2010 03 19 02 50 194  6.9  8.7  6.17 16.00 10.91 999 1002.1   0.5   1.2 999.0 99.0 99.00
2010 03 19 03 50 178  5.8  7.8  6.16 14.81 10.77 999 1002.3   0.4   1.2 999.0 99.0 99.00
2010 03 19 04 50 208  7.7 12.4 99.00  6.25  5.62 999 1002.6   0.5   1.2 999.0 99.0 99.00
2010 03 19 05 50 228  8.6 10.9  5.36 16.00 10.01 999 1003.3  -1.5   1.2 999.0 99.0 99.00
2010 03 19 06 50 212  7.2  9.6  5.15 16.00 10.23 999 1003.7  -0.4   1.2 999.0 99.0 99.00
2010 03 19 07 50 215  9.7 12.0 99.00 99.00 99.00 999 1004.5  -0.3   1.2 999.0 99.0 99.00
2010 03 19 08 50 209 10.4 13.8  4.46 16.00  9.38 999 1005.2  -1.0   1.2 999.0 99.0 99.00
2010 03 19 09 50 231  8.9 13.4  4.75 16.00  9.60 999 1005.6  -1.0   1.2 999.0 99.0 99.00
2010 03 19 10 50 216 11.1 13.5  4.30 14.81  9.61 999 1006.1  -0.7   1.2 999.0 99.0 99.00
2010 03 19 11 50 206  9.6 13.2  3.90 12.90  8.64 999 1006.8  -1.5   1.2 999.0 99.0 99.00
2010 03 19 12 50 220 10.1 12.9  4.26 14.81  9.16 999 1007.2  -0.6   1.2 999.0 99.0 99.00
2010 03 19 13 50 219 10.9 13.1  4.56 14.81  9.00 999 1007.7  -0.1   1.2 999.0 99.0 99.00
2010 03 19 14 50 212 14.9 18.9  5.01 13.79  9.13 999 1008.3  -0.9   1.2 999.0 99.0 99.00
2010 03 19 15 50 212 12.7 17.8  4.57 13.79  8.60 999 1008.5  -0.9   1.2 999.0 99.0 99.00
2010 03 19 16 50 213 11.9 14.1  4.53 12.90  8.51 999 1008.5  -0.3   1.2 999.0 99.0 99.00
2010 03 19 17 50 215 10.6 13.0  4.60 13.79  8.59 999 1009.4   0.1   1.2 999.0 99.0 99.00
2010 03 19 18 50 206  9.2 11.0  4.92 13.79  9.14 999 1009.8   0.2   1.2 999.0 99.0 99.00
2010 03 19 19 50 198  8.3 10.1  4.78 13.79  8.57 999 1010.4   0.7   1.2 999.0 99.0 99.00
2010 03 19 20 50 193 10.1 11.9 99.00 99.00 99.00 999 1011.0   0.6   1.2 999.0 99.0 99.00
2010 03 19 21 50 999 99.0 99.0 99.00 99.00 99.00 999 1011.3   0.8 999.0 999.0 99.0 99.00
2010 03 19 22 50 185 13.0 15.9  4.41 14.81  8.41 999 1011.5   0.8   1.2 999.0 99.0 99.00
2010 03 19 23 50 182 14.0 16.4  4.59 13.79  8.15 999 1011.5   0.9   1.2 999.0 99.0 99.00
2010 03 20 00 50 174 14.6 17.0  4.27 13.79  7.82 999 1011.7   0.9   1.2 999.0 99.0 99.00
2010 03 20 01 50 170 14.4 18.0  4.05 13.79  7.65 999 1011.5   0.9   1.2 999.0 99.0 99.00
2010 03 20 03 50 164 14.4 16.8  3.95 12.90  7.14 999 1011.6   1.0   1.2 999.0 99.0 99.00
2010 03 20 04 50 163 13.2 16.3  4.50 12.90  7.86 999 1011.6   1.0   1.2 999.0 99.0 99.00
2010 03 20 05 50 159 14.0 16.2  3.93 12.90  7.31 999 1011.8   1.0   1.2 999.0 99.0 99.00
2010 03 20 06 50 155 13.6 16.4  3.88 12.90  7.10 999 1012.1   0.9   1.2 999.0 99.0 99.00
2010 03 20 08 50 140 11.9 99.0 99.00 99.00 99.00 999 1012.0   0.9 999.0 999.0 99.0 99.00
2010 03 20 09 50 141 12.0 99.0 99.00 99.00 99.00 999 9999.0   0.9 999.0 999.0 99.0 99.00
2010 03 20 10 50 148 11.7 13.6 99.00 99.00 99.00 999 1012.0   0.9   1.2 999.0 99.0 99.00
2010 03 20 12 50 130 12.0 99.0 99.00 99.00 99.00 999 1011.7   1.0 999.0 999.0 99.0 99.00
2010 03 20 13 50 128 11.6 99.0 99.00 99.00 99.00 999 9999.0  -0.2 999.0 999.0 99.0 99.00
2010 03 20 17 50 128 13.9 16.3  3.05 10.00  6.44 999 1011.8   0.8   1.2 999.0 99.0 99.00
2010 03 20 18 50 110 12.8 14.8  3.31 10.81  6.47 999 1011.7   0.9   1.2 999.0 99.0 99.00
2010 03 20 19 50 114 12.4 14.8  3.14  6.25  6.35 999 1012.0   1.3   1.2 999.0 99.0 99.00
2010 03 20 20 50 120 12.6 14.7  2.98  6.67  6.35 999 1012.5   1.3   1.2 999.0 99.0 99.00
2010 03 20 21 50 113 13.1 15.6  3.14  8.33  6.38 999 1012.6   1.3   1.2 999.0 99.0 99.00
2010 03 20 22 50 125 10.4 12.2  3.22  6.67  6.30 999 1012.8   0.9   1.2 999.0 99.0 99.00
2010 03 20 23 50 116 12.1 14.2  3.10  6.67  6.20 999 1013.1   1.5   1.3 999.0 99.0 99.00
2010 03 21 00 50 101 10.9 13.1  3.02  7.14  6.39 999 1013.2   1.2   1.3 999.0 99.0 99.00
2010 03 21 01 50 111 11.3 14.4  2.79  7.14  6.29 999 1013.6   1.4   1.3 999.0 99.0 99.00
2010 03 21 02 50 115 10.5 12.4  2.85  7.14  6.31 999 1013.9   0.9   1.3 999.0 99.0 99.00
2010 03 21 03 50 111 10.1 12.4  2.80  7.69  6.45 999 1014.2   1.2   1.3 999.0 99.0 99.00
2010 03 21 04 50  99  9.5 11.4  2.79  7.69  6.48 999 1014.4   1.5   1.3 999.0 99.0 99.00
2010 03 21 05 50 105 10.6 12.8  2.99  7.69  6.57 999 1015.2   1.3   1.3 999.0 99.0 99.00
2010 03 21 06 50  96  9.0 11.3  2.74  7.14  6.15 999 1015.8   1.3   1.3 999.0 99.0 99.00
2010 03 21 07 50 101  9.9 11.6  2.52  8.33  6.14 999 1016.2   1.2   1.3 999.0 99.0 99.00
2010 03 21 08 50  97  9.4 11.1  2.62  7.69  6.06 999 1016.6   1.3   1.2 999.0 99.0 99.00
2010 03 21 09 50 103 10.3 12.0  2.62  8.33  6.21 999 1016.9   1.3   1.2 999.0 99.0 99.00
2010 03 21 10 50 113  9.9 11.8  2.75  7.69  6.23 999 1017.5   1.0   1.2 999.0 99.0 99.00
2010 03 21 11 50 106  8.8 10.6  2.57  7.69  6.28 999 1017.6   1.2   1.2 999.0 99.0 99.00
2010 03 21 12 50 104  9.0 10.5  2.72  7.69  6.50 999 1018.1   0.9   1.2 999.0 99.0 99.00
2010 03 21 13 50 104  8.1  9.4  2.37  8.33  6.29 999 1018.3   0.4   1.2 999.0 99.0 99.00
2010 03 21 14 50 110  7.9  9.3  2.66  8.33  6.57 999 1018.7   0.8   1.2 999.0 99.0 99.00
2010 03 21 15 50 115  7.5 99.0 99.00 99.00 99.00 999 1019.1   0.7   1.2 999.0 99.0 99.00
2010 03 21 16 50 121  7.3  8.3  2.35  8.33  6.58 999 1019.3   0.7   1.2 999.0 99.0 99.00
2010 03 21 17 50 124  7.1  8.4 99.00 99.00 99.00 999 1019.3   0.6   1.2 999.0 99.0 99.00
2010 03 21 18 50 127  5.6  6.6 99.00 99.00 99.00 999 1019.5   0.6   1.2 999.0 99.0 99.00
2010 03 21 19 50 124  5.1 99.0 99.00 99.00 99.00 999 9999.0   0.7 999.0 999.0 99.0 99.00
2010 03 21 20 50 128  4.7  5.3  2.31 10.81  6.82 999 1020.4   0.8   1.2 999.0 99.0 99.00
2010 03 21 21 50 134  4.4  5.1  2.18  9.09  6.74 999 1020.6   1.1   1.2 999.0 99.0 99.00
2010 03 21 22 50 137  4.2  4.9  2.26  9.09  6.68 999 1020.8   1.3   1.3 999.0 99.0 99.00
2010 03 21 23 50 129  4.4  5.2  2.12  9.09  6.50 999 1020.6   1.0   1.3 999.0 99.0 99.00
2010 03 22 00 50 136  3.6  4.2  2.08  8.33  6.70 999 1021.0   1.1   1.4 999.0 99.0 99.00
2010 03 22 01 50 128  3.5  3.9  1.98 10.00  6.71 999 1020.8   1.1   1.4 999.0 99.0 99.00
2010 03 22 02 50 142  3.6  4.5  1.73  8.33  6.74 999 1020.5   1.1   1.4 999.0 99.0 99.00
2010 03 22 03 50 152  4.4  5.7  1.93  7.69  6.90 999 1020.8   1.4   1.4 999.0 99.0 99.00
2010 03 22 04 50 125  4.0  5.2  1.95  8.33  7.07 999 1020.7   1.1   1.4 999.0 99.0 99.00
2010 03 22 05 50 132  4.1  5.0 99.00 99.00 99.00 999 1021.0   0.8   1.4 999.0 99.0 99.00
2010 03 22 06 50 137  4.4  5.5  1.98  7.14  7.10 999 1021.4   0.7   1.4 999.0 99.0 99.00
2010 03 22 07 50 130  5.0  5.7  1.99 10.00  7.09 999 1021.5   0.6   1.3 999.0 99.0 99.00
2010 03 22 08 50 120  6.4  7.4  1.99  7.69  7.00 999 1021.4   0.7   1.3 999.0 99.0 99.00
2010 03 22 09 50 120  5.8  7.2  1.72 10.00  6.92 999 1021.7   0.7   1.3 999.0 99.0 99.00
2010 03 22 10 50 131  6.1 99.0 99.00 99.00 99.00 999 1021.8   0.7 999.0 999.0 99.0 99.00
2010 03 22 11 50 145  6.0  8.0  1.93  9.09  7.09 999 1021.5   0.7   1.3 999.0 99.0 99.00
2010 03 22 12 50 137  6.4  8.2  1.94  9.09  7.19 999 1021.5   0.6   1.3 999.0 99.0 99.00
2010 03 22 13 50 130  6.0 99.0 99.00 99.00 99.00 999 1021.4   0.5 999.0 999.0 99.0 99.00
2010 03 22 14 50 127  6.4  8.4  1.84 12.12  7.06 999 1021.5   0.4   1.3 999.0 99.0 99.00
2010 03 22 15 50 122  7.2  8.6  1.78 12.90  6.87 999 1021.3   0.3   1.3 999.0 99.0 99.00
2010 03 22 16 50 105  6.9  8.3 99.00 99.00 99.00 999 1021.3   0.1   1.3 999.0 99.0 99.00
2010 03 22 17 50 113  8.6  9.8 99.00 99.00 99.00 999 1021.1   0.0   1.2 999.0 99.0 99.00
2010 03 22 18 50 116  9.0 99.0 99.00 99.00 99.00 999 1021.2   0.0   1.2 999.0 99.0 99.00
2010 03 22 19 50 121  9.3 10.8  1.62 12.12  5.92 999 1021.0  -0.1   1.2 999.0 99.0 99.00
2010 03 22 20 50 115  9.1 10.7  1.64 12.12  5.93 999 1020.6   0.0   1.2 999.0 99.0 99.00
2010 03 22 21 50 117  9.7 11.1  1.54 10.81  5.32 999 1020.6  -0.1   1.2 999.0 99.0 99.00
2010 03 22 22 50 118  9.7 12.0  1.58 12.90  5.40 999 1020.2  -0.1   1.3 999.0 99.0 99.00
2010 03 22 23 50 114 10.5 12.1  1.69 12.12  5.41 999 1019.7  -0.2   1.3 999.0 99.0 99.00
2010 03 23 00 50 113 10.5 12.2  1.76 10.00  5.17 999 1018.7  -0.1   1.3 999.0 99.0 99.00
2010 03 23 01 50 114 10.4 11.9 99.00 99.00 99.00 999 1018.5  -0.1   1.3 999.0 99.0 99.00
2010 03 23 02 50 107 10.4 12.4 99.00 99.00 99.00 999 1018.0  -0.2   1.3 999.0 99.0 99.00
2010 03 23 03 50 102 12.0 14.0  1.64  4.76  5.13 999 1017.0  -0.4   1.3 999.0 99.0 99.00
2010 03 23 04 50 101 11.1 13.1 99.00 99.00 99.00 999 1016.2  -0.2   1.3 999.0 99.0 99.00
2010 03 23 05 50 107 11.4 13.2  1.82  5.26  5.03 999 1015.7  -0.2   1.3 999.0 99.0 99.00
2010 03 23 06 50 107 11.9 13.9  1.80  5.56  5.17 999 1015.1  -0.1   1.3 999.0 99.0 99.00
2010 03 23 07 50 108 11.5 14.1  2.13  5.88  5.42 999 1014.8   0.0   1.3 999.0 99.0 99.00
2010 03 23 08 50 111 12.2 15.9  2.02  5.56  5.26 999 1014.3   0.1   1.3 999.0 99.0 99.00
2010 03 23 09 50 108 10.8 13.4  2.30 10.81  5.58 999 1013.2   0.2   1.2 999.0 99.0 99.00
2010 03 23 10 50  93 11.7 13.3  2.26  7.14  5.49 999 1012.1   0.2   1.2 999.0 99.0 99.00
2010 03 23 11 50  99 11.7 14.6  2.39  6.67  5.71 999 1011.3   0.2   1.2 999.0 99.0 99.00
2010 03 23 14 50 999 11.8 99.0 99.00 99.00 99.00 999 9999.0   0.0 999.0 999.0 99.0 99.00
2010 03 23 15 50  84 11.2 14.0  2.61 10.00  5.87 999 1006.8  -0.2   1.2 999.0 99.0 99.00
2010 03 23 16 50  94 11.5 13.8  2.43  7.14  5.85 999 1006.1  -0.2   1.2 999.0 99.0 99.00
2010 03 23 17 50  83 10.5 13.0  2.81  7.14  6.21 999 1005.2  -0.2   1.2 999.0 99.0 99.00
2010 03 23 18 50  71 10.9 99.0 99.00 99.00 99.00 999 1004.3  -0.3 999.0 999.0 99.0 99.00
2010 03 23 19 50  67 12.1 13.9  2.81 10.81  6.22 999 1003.3  -0.5   1.2 999.0 99.0 99.00
2010 03 23 21 50  59 12.3 14.6  2.48 10.00  5.84 999 1001.6  -0.6   1.2 999.0 99.0 99.00
2010 03 23 22 50  58 11.8 14.1  2.54 10.81  5.92 999 1000.8  -0.6   1.2 999.0 99.0 99.00
2010 03 23 23 50  55 10.9 13.5  2.69 10.81  6.16 999  999.8  -0.8   1.2 999.0 99.0 99.00
2010 03 24 00 50  59 10.4 13.4  2.61 10.00  6.20 999  998.8  -1.0   1.2 999.0 99.0 99.00
2010 03 24 01 50  63 10.5 13.1  2.76 11.43  6.28 999  998.0  -1.1   1.2 999.0 99.0 99.00
2010 03 24 02 50  51 10.2 12.6  2.93 12.12  6.45 999  997.2  -1.5   1.2 999.0 99.0 99.00
2010 03 24 04 50  46 10.3 12.6 99.00 99.00 99.00 999  996.0  -1.6   1.2 999.0 99.0 99.00
2010 03 24 05 50  38 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2010 03 24 06 50  39 10.5 12.9 99.00 16.00  6.93 999  995.4  -2.1   1.2 999.0 99.0 99.00
2010 03 24 07 50  38 10.4 12.6  3.46 14.81  7.77 999  995.0  -2.3   1.2 999.0 99.0 99.00
2010 03 24 08 50  34 10.4 13.4  3.61 13.79  8.17 999  994.6  -2.6   1.2 999.0 99.0 99.00
2010 03 24 09 50  31 10.4 13.7 99.00 99.00 99.00 999  994.1  -3.2   1.2 999.0 99.0 99.00
2010 03 24 10 50  26 10.6 12.7 99.00 10.00  8.07 999  993.8  -3.3   1.2 999.0 99.0 99.00
2010 03 24 11 50  27 10.9 13.1  3.06 13.79  7.20 999  993.3  -3.5   1.2 999.0 99.0 99.00
2010 03 24 12 50  29 10.8 13.4  3.20 14.81  7.48 999  992.7  -3.3   1.2 999.0 99.0 99.00
2010 03 24 13 50  29  9.6 12.3  3.03 14.81  7.30 999  992.2  -3.2   1.2 999.0 99.0 99.00
2010 03 24 14 50  42  9.4 12.0  3.18 14.81  7.95 999  991.6  -2.9   1.2 999.0 99.0 99.00
2010 03 24 15 50  39  8.9 10.9  2.92 12.90  7.60 999  991.4  -3.0   1.2 999.0 99.0 99.00
2010 03 24 17 50  43  8.0 11.4  2.89 13.79  7.55 999  991.3  -2.6   1.2 999.0 99.0 99.00
2010 03 24 18 50  37  9.6 11.8  2.95 13.79  7.44 999  991.3  -3.0   1.2 999.0 99.0 99.00
2010 03 24 19 50  47 10.6 12.5  2.87 13.79  7.10 999  991.2  -3.2   1.2 999.0 99.0 99.00
2010 03 24 20 50  43 11.4 14.0  2.86 13.79  7.12 999  991.4  -3.1   1.2 999.0 99.0 99.00
2010 03 24 21 50  43 11.5 13.5  2.82 13.79  6.93 999  991.3  -3.4   1.2 999.0 99.0 99.00
2010 03 24 22 50  46 11.5 13.4 99.00 99.00 99.00 999  991.3  -3.3   1.2 999.0 99.0 99.00
2010 03 24 23 50  46 11.1 13.0 99.00 99.00 99.00 999  991.3  -3.2   1.2 999.0 99.0 99.00
2010 03 25 00 50  40 11.5 13.4  2.66 13.79  6.65 999  991.1  -3.3   1.2 999.0 99.0 99.00
2010 03 25 02 50  37 11.3 13.1  2.87 12.90  6.75 999  991.0  -2.7   1.2 999.0 99.0 99.00
2010 03 25 03 50  34 11.9 14.1  2.67 13.79  6.66 999  990.8  -2.5   1.2 999.0 99.0 99.00
2010 03 25 04 50  35 12.8 15.1  2.66 12.90  6.38 999  991.0  -2.2   1.2 999.0 99.0 99.00
2010 03 25 05 50  33 12.9 15.4 99.00 99.00 99.00 999  991.2  -1.6   1.2 999.0 99.0 99.00
2010 03 25 06 50  40 12.7 14.9 99.00 99.00 99.00 999  991.6  -1.0   1.2 999.0 99.0 99.00
2010 03 25 07 50  39 14.0 16.8  2.81 13.79  6.38 999  992.0  -1.2   1.2 999.0 99.0 99.00
2010 03 25 08 50  64 13.8 99.0 99.00 99.00 99.00 999 9999.0  -0.9 999.0 999.0 99.0 99.00
2010 03 25 09 50  79 12.5 14.8  3.01 12.90  6.24 999  992.3  -0.5   1.2 999.0 99.0 99.00
2010 03 25 10 50  59 13.1 15.2  2.96 12.90  6.29 999  993.4  -0.6   1.2 999.0 99.0 99.00
2010 03 25 11 50  53 12.3 14.7  2.74  7.14  6.19 999  994.2  -0.8   1.2 999.0 99.0 99.00
2010 03 25 12 50  50 12.5 14.6  2.87 12.90  6.15 999  995.0  -1.3   1.1 999.0 99.0 99.00
2010 03 25 13 50  44 11.6 13.5 99.00 99.00 99.00 999  995.7  -1.6   1.1 999.0 99.0 99.00
2010 03 25 14 50  32 11.4 13.0 99.00 99.00 99.00 999  996.5  -2.1   1.1 999.0 99.0 99.00
2010 03 25 15 50  31 10.9 12.9 99.00 99.00 99.00 999  997.2  -2.0   1.0 999.0 99.0 99.00
2010 03 25 16 50  28 11.3 13.0  2.54 12.90  6.63 999  998.0  -2.4   1.0 999.0 99.0 99.00
2010 03 25 17 50  21  9.5 11.3  2.34 11.43  6.20 999  998.8  -2.6   1.0 999.0 99.0 99.00
2010 03 25 18 50  25  9.5 11.8  2.32 12.90  6.66 999  999.7  -2.8   1.0 999.0 99.0 99.00
2010 03 25 19 50  19  8.7 10.7  2.28 12.90  6.45 999 1000.5  -3.0   1.0 999.0 99.0 99.00
2010 03 25 20 50  14  8.8 11.5  2.20 12.90  6.26 999 1001.3  -3.0   1.0 999.0 99.0 99.00
2010 03 25 21 50   9  8.3 10.3 99.00 99.00 99.00 999 1002.1  -3.0   1.0 999.0 99.0 99.00
2010 03 25 22 50   6  8.3 99.0 99.00 99.00 99.00 999 1002.5  -3.1   1.1 999.0 99.0 99.00
2010 03 25 23 50   3  7.9 10.8  1.95 12.12  6.10 999 1003.0  -3.2   1.1 999.0 99.0 99.00
2010 03 26 00 50 355  7.7 10.0  1.96 12.12  6.01 999 1003.3  -3.2   1.1 999.0 99.0 99.00
2010 03 26 01 50 355  6.8  9.2 99.00 99.00 99.00 999 1003.7  -3.0   1.1 999.0 99.0 99.00
2010 03 26 02 50 358  8.0 10.2  1.81 12.12  6.23 999 1004.0  -3.1   1.1 999.0 99.0 99.00
2010 03 26 03 50 348  8.0 11.4  1.71 11.43  6.23 999 1004.4  -2.8   1.1 999.0 99.0 99.00
2010 03 26 04 50 349  7.6 10.1  2.03 12.12  6.73 999 1004.8  -2.8   1.1 999.0 99.0 99.00
2010 03 26 06 50 340  7.6 10.4 99.00 99.00 99.00 999 1005.9  -3.5   1.1 999.0 99.0 99.00
2010 03 26 07 50 339  6.8  9.2  0.00 99.00  0.00 999 1006.1  -3.5   1.1 999.0 99.0 99.00
2010 03 26 08 50 338  7.0 10.1  1.67 11.43  5.82 999 1006.3  -3.4   1.1 999.0 99.0 99.00
2010 03 26 09 50 340  6.8  8.1 99.00 99.00 99.00 999 1005.9  -3.1   1.1 999.0 99.0 99.00
2010 03 26 10 50 339  7.4 10.5  1.81 11.43  6.24 999 1005.4  -2.8   1.1 999.0 99.0 99.00
2010 03 26 11 50 341  5.4  7.1  1.75 11.43  6.20 999 1005.1  -2.7   1.1 999.0 99.0 99.00
2010 03 26 12 50 353  6.6  8.1  1.70 10.81  6.03 999 1004.7  -2.6   1.1 999.0 99.0 99.00
2010 03 26 13 50 331  6.6  8.3  1.71 10.81  6.18 999 1004.5  -2.6   1.1 999.0 99.0 99.00
2010 03 26 14 50 355  6.5  8.6  1.83 11.43  6.26 999 1003.8  -2.7   1.1 999.0 99.0 99.00
2010 03 26 15 50 351  7.0  9.8  1.67 10.81  6.06 999 1003.2  -2.4   1.1 999.0 99.0 99.00
2010 03 26 16 50   1  7.2  9.3 99.00 10.81  5.62 999 1002.4  -2.3   1.1 999.0 99.0 99.00
2010 03 26 17 50   9  5.9  9.2 99.00 99.00 99.00 999 1001.5  -2.3   1.1 999.0 99.0 99.00
