YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 03 29 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 30 00  90 17.2 22.1  6.73 11.11  8.52 999  996.0  -1.8   1.2 999.0 99.0
1999 03 30 01  91 18.5 22.4  5.92 11.11  8.17 999  994.2  -1.6   1.2 999.0 99.0
1999 03 30 02  98 15.9 19.0  6.36 11.11  8.33 999  993.7   -.8   1.2 999.0 99.0
1999 03 30 03 103 13.5 17.0  5.73 11.11  8.12 999  992.8   -.4   1.2 999.0 99.0
1999 03 30 04 259 11.7 15.9  5.83 11.11  8.71 999  992.8    .0   1.2 999.0 99.0
1999 03 30 05 257 14.4 17.7  5.01 11.11  7.97 999  992.7    .5   1.2 999.0 99.0
1999 03 30 06 254 14.3 18.6  4.70 11.11  8.15 999  993.4    .8   1.2 999.0 99.0
1999 03 30 07 253 14.0 18.4  4.47 11.11  7.88 999  994.3    .8   1.2 999.0 99.0
1999 03 30 08 254 13.7 17.2  4.48 11.11  7.94 999  994.7    .5   1.2 999.0 99.0
1999 03 30 09 246 13.1 16.9  4.36 11.11  7.65 999  994.9    .5   1.2 999.0 99.0
1999 03 30 10 251 14.4 18.7  4.36 11.11  7.85 999  995.4    .4   1.2 999.0 99.0
1999 03 30 11 262 17.3 23.9  4.05 10.00  7.48 999  996.2    .7   1.2 999.0 99.0
1999 03 30 12 263 14.6 18.5  3.84 10.00  7.34 999  997.3    .4   1.2 999.0 99.0
1999 03 30 13 269 14.5 19.3  3.89  8.33  7.32 999  998.0    .5   1.2 999.0 99.0
1999 03 30 14 270 13.7 16.3  3.66  8.33  7.09 999  998.4    .5   1.2 999.0 99.0
1999 03 30 15 270 13.8 16.8  3.88  8.33  7.34 999  998.7    .5   1.2 999.0 99.0
1999 03 30 16 273 12.1 15.3  4.24  9.09  7.30 999  999.1    .4   1.2 999.0 99.0
1999 03 30 17 271 11.3 13.9  3.53  9.09  7.03 999  999.8    .4   1.2 999.0 99.0
1999 03 30 18 275 11.7 14.4 99.00 99.00 99.00 999 1000.4    .1   1.2 999.0 99.0
1999 03 30 19 279 10.9 13.2 99.00 99.00 99.00 999 1000.5    .3   1.2 999.0 99.0
1999 03 30 20 278 10.9 12.9  3.34 10.00  6.95 999 1001.0    .1   1.2 999.0 99.0
1999 03 30 21 280  9.3 10.9  3.32  9.09  7.05 999 1001.4    .1   1.2 999.0 99.0
1999 03 30 22 290  8.8 10.6  3.13 10.00  7.09 999 1001.7    .1   1.2 999.0 99.0
1999 03 30 23 292  8.6 99.0 99.00 99.00 99.00 999 9999.0    .1 999.0 999.0 99.0
1999 03 31 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 01 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 02 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 08 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 11 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 13 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 22 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 23 360  7.2  9.3  1.85 10.00  6.17 999  999.8  -5.4   1.2 999.0 99.0
1999 04 01 00 357  8.0  9.6  1.85 10.00  6.11 999  999.7  -5.3   1.2 999.0 99.0
1999 04 01 01 348  8.2  9.6  1.74 10.00  5.94 999  999.7  -5.4   1.2 999.0 99.0
1999 04 01 02 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 01 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 01 04 346  7.5  9.2  1.87 10.00  5.94 999  999.7  -5.7   1.2 999.0 99.0
1999 04 01 05 344  7.4  9.5  1.77 10.00  5.86 999  999.8  -5.7   1.2 999.0 99.0
1999 04 01 06 347  6.7  9.2  1.98 10.00  6.11 999  999.9  -5.7   1.2 999.0 99.0
1999 04 01 07 356  6.6  8.7  2.01  6.67  6.14 999 1000.5  -5.8   1.2 999.0 99.0
1999 04 01 08 358  6.7  8.6  1.99 10.00  6.27 999 1000.8  -5.7   1.2 999.0 99.0
1999 04 01 09 356  4.4  7.2  1.82 10.00  6.26 999 1001.1  -5.8   1.2 999.0 99.0
1999 04 01 10 353  4.0  5.3  1.93  6.67  6.47 999 1001.2  -5.5   1.2 999.0 99.0
1999 04 01 11 346  2.8  4.4  1.79  7.14  6.45 999 1001.3  -5.7   1.2 999.0 99.0
1999 04 01 12  21  3.1  4.6  1.74 10.00  6.43 999 1001.4  -5.7   1.2 999.0 99.0
1999 04 01 13  13  1.7  2.7  1.67 10.00  6.43 999 1001.9  -5.9   1.2 999.0 99.0
1999 04 01 14  30  2.7  3.7  1.76  6.67  6.50 999 1001.7  -6.2   1.2 999.0 99.0
1999 04 01 15  50  3.3  4.5  1.76 12.50  6.65 999 1001.4  -6.1   1.2 999.0 99.0
1999 04 01 16  72  3.5  5.2 99.00 99.00 99.00 999 1001.4  -5.8   1.2 999.0 99.0
1999 04 01 17 999  3.6  5.1  1.69 11.11  6.98 999 1001.4  -5.5   1.2 999.0 99.0
1999 04 01 18  71  3.7  5.2  1.96 12.50  7.80 999 1001.6  -5.4   1.2 999.0 99.0
1999 04 01 19  57  4.7  6.0  1.81 11.11  7.48 999 1001.8  -5.1   1.2 999.0 99.0
1999 04 01 20  69  4.9  6.5  1.70 11.11  7.47 999 1001.7  -4.8   1.2 999.0 99.0
1999 04 01 21  62  5.7  7.6  1.83 11.11  8.00 999 1001.9  -4.5   1.2 999.0 99.0
1999 04 01 22  68  6.7  8.2  1.73 11.11  7.69 999 1001.9  -4.2   1.2 999.0 99.0
1999 04 01 23  67  6.6  8.4  1.72 12.50  8.00 999 1001.9  -3.7   1.2 999.0 99.0
1999 04 02 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 02 01  59  6.0  7.4  1.58 11.11  7.66 999 1001.9  -3.0   1.2 999.0 99.0
1999 04 02 02  62  6.1  7.2  1.59 11.11  7.73 999 1001.8  -3.1   1.2 999.0 99.0
1999 04 02 03  65  6.7  8.3  1.43 12.50  7.42 999 1001.7  -3.0   1.2 999.0 99.0
1999 04 02 04  60  7.5  8.9  1.62 11.11  7.51 999 1001.8  -3.0   1.2 999.0 99.0
1999 04 02 05  53  7.7  9.4  1.51 11.11  6.94 999 1002.1  -3.0   1.2 999.0 99.0
1999 04 02 06  44  8.5 10.2  1.41 12.50  6.00 999 1002.2  -3.1   1.2 999.0 99.0
1999 04 02 07  51  8.5  9.8  1.45 11.11  6.18 999 1002.8  -3.6   1.2 999.0 99.0
1999 04 02 08  50  8.2  9.6  1.46 11.11  6.23 999 1003.4  -3.6   1.2 999.0 99.0
1999 04 02 09  52  7.9  9.4  1.42 11.11  5.88 999 1003.7  -3.6   1.2 999.0 99.0
1999 04 02 10  55  8.3 10.0  1.54 11.11  6.13 999 1004.2  -3.8   1.2 999.0 99.0
1999 04 02 11  60  8.8 10.5  1.70 11.11  6.24 999 1004.2  -4.0   1.2 999.0 99.0
1999 04 02 12  69  8.2  9.8  1.60 11.11  6.22 999 1004.6  -3.5   1.2 999.0 99.0
1999 04 02 13  56  7.5  8.8  1.80 11.11  6.52 999 1004.7  -3.1   1.2 999.0 99.0
1999 04 02 14  62  7.3  8.9  1.90 10.00  6.35 999 1004.9  -2.6   1.2 999.0 99.0
1999 04 02 15  47  9.7 11.3  1.91 10.00  6.20 999 1005.0  -2.7   1.2 999.0 99.0
1999 04 02 16  48 10.7 12.9  2.06 11.11  5.71 999 1004.9  -2.7   1.2 999.0 99.0
1999 04 02 17  53 11.6 13.3  2.02  9.09  5.69 999 1005.0  -3.0   1.2 999.0 99.0
1999 04 02 18  61 11.6 13.5  1.93 10.00  5.44 999 1005.3  -2.8   1.2 999.0 99.0
1999 04 02 19  57 12.1 14.2  1.95 11.11  5.52 999 1005.6  -3.1   1.2 999.0 99.0
1999 04 02 20  59 11.8 13.9  2.08  5.56  5.49 999 1005.8  -2.7   1.2 999.0 99.0
1999 04 02 21  62 12.0 14.0  2.18  5.88  5.85 999 1005.9  -2.3   1.2 999.0 99.0
1999 04 02 22  69 10.8 12.8  2.08  5.88  5.71 999 1005.9  -2.2   1.2 999.0 99.0
1999 04 02 23  73 11.6 13.7  2.41  5.88  5.82 999 1005.9  -1.9   1.2 999.0 99.0
1999 04 03 00  74 11.4 13.3  2.32  5.88  5.69 999 1005.7  -1.5   1.2 999.0 99.0
1999 04 03 01 999 11.6 14.0 99.00 99.00 99.00 999 1005.4  -1.1   1.2 999.0 99.0
1999 04 03 02  85  9.6 12.6  2.20  9.09  5.73 999 1005.6   -.8   1.2 999.0 99.0
1999 04 03 03  78 10.0 11.7  2.46  9.09  5.89 999 1005.4  -1.1   1.2 999.0 99.0
1999 04 03 04  73 11.6 14.1  2.37  5.88  5.80 999 1005.5  -1.2   1.2 999.0 99.0
1999 04 03 05  68 11.6 14.2  2.38  9.09  5.71 999 1005.5  -1.2   1.2 999.0 99.0
1999 04 03 06  75 11.4 14.3  2.50 10.00  6.05 999 1005.7  -1.5   1.2 999.0 99.0
1999 04 03 07  88 13.0 16.8  2.59  6.67  5.86 999 1005.9  -1.9   1.2 999.0 99.0
1999 04 03 08  86 13.0 15.4  2.66  7.69  5.93 999 1006.5  -2.2   1.2 999.0 99.0
1999 04 03 09  76 13.2 15.7  2.76  7.14  5.78 999 1006.8  -2.5   1.2 999.0 99.0
1999 04 03 10  73 12.5 14.4  2.72  6.25  5.70 999 1007.0  -2.7   1.2 999.0 99.0
1999 04 03 11  78 11.5 13.7  2.30  6.67  5.73 999 1007.5  -3.0   1.2 999.0 99.0
1999 04 03 12  84 10.5 12.8  2.39  6.67  5.82 999 1007.6  -2.6   1.2 999.0 99.0
1999 04 03 13  88 10.5 12.4  2.33  6.67  5.83 999 1007.6  -2.3   1.2 999.0 99.0
1999 04 03 14  86  9.4 10.7  2.27  6.67  5.82 999 1007.6  -2.3   1.2 999.0 99.0
1999 04 03 15  86 10.4 12.2  2.05  6.67  5.84 999 1006.8  -2.2   1.2 999.0 99.0
1999 04 03 16  78 10.5 12.2  1.99  6.25  5.44 999 1006.3  -2.0   1.2 999.0 99.0
1999 04 03 17  86  9.9 11.2  2.04  9.09  5.47 999 1006.2  -1.9   1.2 999.0 99.0
1999 04 03 18  86 10.2 12.6  1.97  6.25  5.42 999 1006.0  -1.6   1.2 999.0 99.0
1999 04 03 19  90 11.5 13.7  2.03  6.25  5.25 999 1005.6  -1.5   1.2 999.0 99.0
1999 04 03 20  94 11.6 13.5  1.89  5.88  5.02 999 1005.9  -1.3   1.2 999.0 99.0
1999 04 03 21 103 12.0 14.5  2.01  5.88  5.24 999 1005.4  -1.0   1.2 999.0 99.0
1999 04 03 22 105 12.0 13.7  1.88  5.88  5.30 999 1005.2  -1.0   1.2 999.0 99.0
1999 04 03 23 113  9.5 11.2  2.02  5.88  5.27 999 1003.9    .0   1.2 999.0 99.0
1999 04 04 00 115 10.8 13.0  1.87  5.56  5.35 999 1002.7    .1   1.2 999.0 99.0
1999 04 04 01 119 11.3 13.5  1.77  5.88  5.32 999 1001.5    .4   1.2 999.0 99.0
1999 04 04 02 113 11.3 13.3  1.89  5.88  5.22 999 1000.5    .1   1.2 999.0 99.0
1999 04 04 03 109 13.3 15.3  2.10  5.88  5.24 999  998.5    .3   1.2 999.0 99.0
1999 04 04 04 109 14.2 16.4  2.25  5.88  5.37 999  996.6    .4   1.2 999.0 99.0
1999 04 04 05 115 17.1 21.7  2.60  6.67  5.52 999  994.5    .2   1.2 999.0 99.0
1999 04 04 06 102 17.6 21.1  3.14  7.14  5.74 999  991.9  -1.6   1.2 999.0 99.0
1999 04 04 07  92 19.1 23.3  3.33  7.14  5.95 999  988.4  -1.4   1.2 999.0 99.0
1999 04 04 08  92 19.1 24.6  4.15  8.33  6.48 999  985.9   -.8   1.2 999.0 99.0
1999 04 04 09  93 20.0 24.9  5.04  8.33  7.15 999  983.1   -.6   1.2 999.0 99.0
1999 04 04 10 105 16.0 19.9  5.15  9.09  7.36 999  981.1    .0   1.2 999.0 99.0
1999 04 04 11 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 04 12 238 13.7 17.4 99.00 99.00 99.00 999  982.5   1.0   1.2 999.0 99.0
1999 04 04 13 999 14.1 99.0 99.00 99.00 99.00 999  983.5   1.2   1.2 999.0 99.0
1999 04 04 14 232 15.1 19.1  4.11 10.00  6.99 999  984.3    .1   1.2 999.0 99.0
1999 04 04 15 228 15.7 19.2  4.36  8.33  6.97 999  985.2   -.1   1.2 999.0 99.0
1999 04 04 16 221 15.2 20.0  4.53  9.09  7.11 999  985.5    .5   1.2 999.0 99.0
1999 04 04 17 211 13.8 17.7 99.00 99.00 99.00 999  985.5    .4   1.2 999.0 99.0
1999 04 04 18 197 12.2 14.2  3.95  9.09  7.12 999  985.0   -.9   1.2 999.0 99.0
1999 04 04 19 200 11.6 14.9  4.07  9.09  7.51 999  983.8   -.1   1.2 999.0 99.0
1999 04 04 20 190 13.0 99.0 99.00 99.00 99.00 999  982.9    .5   1.2 999.0 99.0
1999 04 04 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 04 22 194  9.7 11.7  4.56 11.11  7.94 999  982.6    .9   1.3 999.0 99.0
1999 04 04 23 182  8.3 10.2  4.96 10.00  8.27 999  982.0   -.7   1.3 999.0 99.0
1999 04 05 00 194  7.2  9.5  5.90 11.11  9.03 999  981.6   -.2   1.3 999.0 99.0
1999 04 05 01 236  5.4  6.8  5.78 12.50  9.18 999  981.6    .0   1.3 999.0 99.0
1999 04 05 02 253  7.9 10.1  5.91 12.50  9.71 999  982.4    .5   1.3 999.0 99.0
1999 04 05 03 288  8.2 11.2  4.95 12.50  9.02 999  983.8   -.3   1.3 999.0 99.0
1999 04 05 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 05 05 276 10.5 12.5  5.95 12.50  9.73 999  987.4  -1.0   1.3 999.0 99.0
1999 04 05 06 268 11.7 13.9  5.79 14.29  9.51 999  988.6  -1.2   1.3 999.0 99.0
1999 04 05 07 277  9.5 12.1  6.42 14.29 10.21 999  990.2  -1.5   1.2 999.0 99.0
1999 04 05 08 289  7.1  9.1  6.11 12.50  9.91 999  991.8  -1.5   1.2 999.0 99.0
1999 04 05 09 301  6.9  9.5  6.18 14.29 10.48 999  993.2  -1.2   1.2 999.0 99.0
1999 04 05 10 999 13.1 16.2 99.00 99.00 99.00 999  995.3  -1.8   1.2 999.0 99.0
1999 04 05 11 342 12.8 16.3  5.90 16.67  9.48 999  997.9  -2.7   1.2 999.0 99.0
1999 04 05 12 334 13.6 16.9  5.93 16.67  9.41 999 1000.6  -3.5   1.2 999.0 99.0
1999 04 05 13 334 13.1 16.3  5.52 16.67  9.37 999 1003.1  -3.5   1.2 999.0 99.0
1999 04 05 14 329 12.9 15.9  5.55 16.67  9.19 999 1005.3  -3.8   1.2 999.0 99.0
1999 04 05 15 335 13.1 16.3  4.85 14.29  8.63 999 1007.2  -3.9   1.2 999.0 99.0
1999 04 05 16 320 11.9 14.5  5.08 14.29  8.94 999 1009.1  -3.8   1.2 999.0 99.0
1999 04 05 17 323 11.4 14.7  5.16 14.29  9.17 999 1010.9  -3.9   1.2 999.0 99.0
1999 04 05 18 327 10.7 13.2  4.75 14.29  9.02 999 1012.3  -3.9   1.2 999.0 99.0
1999 04 05 19 307  9.5 11.6  5.02 14.29  8.97 999 1013.5  -3.9   1.2 999.0 99.0
1999 04 05 20 299  5.8  7.7  4.60 14.29  8.57 999 1014.5  -3.0   1.2 999.0 99.0
1999 04 05 21 269  8.9 13.0  4.19 14.29  8.65 999 1015.3  -3.6   1.2 999.0 99.0
1999 04 05 22 278 10.3 12.8  3.99 14.29  8.37 999 1015.7  -2.5   1.2 999.0 99.0
1999 04 05 23 277  9.6 11.6  3.95 14.29  8.25 999 1016.5  -2.3   1.2 999.0 99.0
1999 04 06 00 256  9.5 12.4  3.66 14.29  8.01 999 1017.0  -1.9   1.2 999.0 99.0
1999 04 06 01 247 13.1 16.2  3.57 14.29  8.19 999 1017.1  -1.6   1.2 999.0 99.0
1999 04 06 02 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 06 03 276 14.9 17.9  3.65 12.50  7.57 999 1018.2  -1.5   1.2 999.0 99.0
1999 04 06 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 06 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 06 06 282 15.3 19.8  4.06  7.69  7.19 999 1020.4  -1.6   1.2 999.0 99.0
1999 04 06 07 288 14.3 17.8  3.93 12.50  7.52 999 1021.4  -1.6   1.2 999.0 99.0
1999 04 06 08 278 15.7 19.0 99.00 99.00 99.00 999 1022.3  -1.5   1.2 999.0 99.0
1999 04 06 09 263 13.9 18.0  3.79  7.69  6.77 999 1023.3  -1.8   1.2 999.0 99.0
1999 04 06 10 273 14.4 17.2  3.82  9.09  7.11 999 1023.9  -1.2   1.2 999.0 99.0
1999 04 06 11 270 12.2 14.3  4.00 10.00  7.03 999 1024.8  -1.6   1.2 999.0 99.0
1999 04 06 12 266 10.9 13.8  3.76 10.00  7.11 999 1025.3   -.7   1.2 999.0 99.0
1999 04 06 13 257 12.2 14.5  3.79  9.09  7.19 999 1025.5   -.6   1.2 999.0 99.0
1999 04 06 14 243 10.1 12.3  3.58  9.09  7.13 999 1025.7   -.4   1.2 999.0 99.0
1999 04 06 15 231 10.9 12.9  3.37 10.00  7.29 999 1025.3    .0   1.2 999.0 99.0
1999 04 06 16 244 13.6 17.4  3.06 10.00  7.13 999 1025.4   -.7   1.2 999.0 99.0
1999 04 06 17 237 10.8 13.1  2.93 10.00  6.93 999 1025.3   -.1   1.2 999.0 99.0
1999 04 06 18 236 11.1 14.2  3.09  9.09  7.08 999 1025.3   -.1   1.2 999.0 99.0
1999 04 06 19 250 11.8 14.6  3.04 10.00  6.99 999 1025.4   -.2   1.2 999.0 99.0
1999 04 06 20 231  9.4 11.6  2.85  9.09  6.80 999 1025.3   -.4   1.2 999.0 99.0
1999 04 06 21 236 10.1 12.5  2.88 10.00  6.89 999 1024.9   -.6   1.2 999.0 99.0
1999 04 06 22 206  8.4 11.1  2.60  9.09  6.30 999 1024.8    .0   1.2 999.0 99.0
1999 04 06 23 204 11.4 14.3  2.68  8.33  6.31 999 1023.8    .1   1.2 999.0 99.0
1999 04 07 00 198 10.6 12.5  2.79  8.33  6.21 999 1023.3    .4   1.2 999.0 99.0
1999 04 07 01 196 11.2 13.2  2.72  6.67  6.27 999 1022.4    .4   1.2 999.0 99.0
1999 04 07 02 195 12.6 15.5  2.71  7.69  6.59 999 1021.7   1.0   1.2 999.0 99.0
1999 04 07 03 197 12.5 14.8  2.83 10.00  6.34 999 1020.8   1.2   1.2 999.0 99.0
1999 04 07 04 197 11.9 14.3  2.97  7.69  6.56 999 1020.0   1.2   1.2 999.0 99.0
1999 04 07 05 197 12.3 14.7  3.22  7.14  6.66 999 1019.1   1.5   1.2 999.0 99.0
1999 04 07 06 999 12.6 99.0 99.00 99.00 99.00 999 1018.6   1.4   1.2 999.0 99.0
1999 04 07 07 196 12.3 14.6  3.24  8.33  6.89 999 1018.0   1.6   1.2 999.0 99.0
1999 04 07 08 194 13.3 15.5  3.75 10.00  7.05 999 1017.4   1.6   1.2 999.0 99.0
1999 04 07 09 188 11.8 13.7  3.44  9.09  6.93 999 1016.8   1.6   1.2 999.0 99.0
1999 04 07 10 183 11.7 13.7  3.67 10.00  6.95 999 1016.0   1.6   1.2 999.0 99.0
1999 04 07 11 186 12.3 14.6  3.89 10.00  7.09 999 1015.2   1.6   1.2 999.0 99.0
1999 04 07 12 185 10.7 12.8  3.56 10.00  6.93 999 1014.1   1.6   1.2 999.0 99.0
1999 04 07 13 176 11.5 13.9  3.77 11.11  7.40 999 1012.9   1.5   1.2 999.0 99.0
1999 04 07 14 173 11.6 13.6  3.96 11.11  7.91 999 1011.7   1.3   1.2 999.0 99.0
1999 04 07 15 167 10.7 13.2  3.84 11.11  7.76 999 1010.3   1.3   1.2 999.0 99.0
1999 04 07 16 158  9.0 10.7  3.98 11.11  8.04 999 1008.3   1.3   1.2 999.0 99.0
1999 04 07 17 146 10.0 12.6  3.91 11.11  7.99 999 1006.3   1.2   1.2 999.0 99.0
1999 04 07 18 131  9.9 12.0  4.28 11.11  8.51 999 1004.0    .6   1.2 999.0 99.0
1999 04 07 19 123 10.8 13.1  3.90 11.11  8.29 999 1001.9    .4   1.2 999.0 99.0
1999 04 07 20 120 12.2 14.7  4.17 11.11  8.27 999  999.4    .9   1.2 999.0 99.0
1999 04 07 21 119 12.5 16.1  3.84 11.11  7.56 999  997.5   1.3   1.2 999.0 99.0
1999 04 07 22 103 11.0 13.3  3.67 10.00  7.26 999  995.4    .1   1.2 999.0 99.0
1999 04 07 23 100 11.3 13.9  3.71 12.50  7.15 999  993.0    .4   1.2 999.0 99.0
1999 04 08 00 106 11.0 12.8  3.65 12.50  7.21 999  990.8    .4   1.2 999.0 99.0
1999 04 08 01 103  9.5 12.3  3.77 12.50  7.56 999  988.9    .4   1.2 999.0 99.0
1999 04 08 02 107  9.0 10.8  3.80 12.50  7.75 999  986.9    .4   1.2 999.0 99.0
1999 04 08 03 111  5.7  7.3  3.52  8.33  7.41 999  985.8    .4   1.2 999.0 99.0
1999 04 08 04 999  3.1  4.4 99.00 99.00 99.00 999  984.8    .4   1.2 999.0 99.0
1999 04 08 05 283  1.7  2.7  3.82  9.09  7.84 999  984.4    .4   1.2 999.0 99.0
1999 04 08 06 283  6.0  7.7  3.62 10.00  8.15 999  984.1    .4   1.2 999.0 99.0
1999 04 08 07 289  9.6 11.8  4.09 10.00  8.37 999  984.1    .5   1.2 999.0 99.0
1999 04 08 08 999 11.2 14.0 99.00 99.00 99.00 999  984.5 999.0   1.2 999.0 99.0
1999 04 08 09 295 12.6 15.2  3.43 10.00  7.75 999  985.2    .8   1.2 999.0 99.0
1999 04 08 10 297 13.3 16.8  3.50 10.00  7.46 999  986.0    .9   1.2 999.0 99.0
1999 04 08 11 293 13.6 17.2  3.58 10.00  7.44 999  987.1    .8   1.2 999.0 99.0
1999 04 08 12 295 15.8 18.7  3.43 11.11  7.07 999  988.3 999.0   1.2 999.0 99.0
1999 04 08 13 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 08 14 293 19.7 23.8  4.55 10.00  7.66 999  991.0   -.2   1.2 999.0 99.0
1999 04 08 15 290 19.6 25.2 99.00 99.00 99.00 999  992.6   -.4   1.2 999.0 99.0
1999 04 08 16 293 18.1 22.9  5.64 10.00  8.10 999  994.1   -.7   1.2 999.0 99.0
1999 04 08 17 290 19.2 25.3  5.37 11.11  7.80 999  995.2  -1.1   1.2 999.0 99.0
1999 04 08 18 288 18.5 22.1  6.09 11.11  8.15 999  996.4  -1.2   1.2 999.0 99.0
1999 04 08 19 286 19.1 23.4  6.01 11.11  8.10 999  998.0  -1.5   1.2 999.0 99.0
1999 04 08 20 286 17.7 22.5  5.89 11.11  8.24 999  999.5  -1.6   1.2 999.0 99.0
1999 04 08 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 08 22 283 16.0 20.6  6.10 11.11  8.46 999 1001.0  -1.8   1.2 999.0 99.0
1999 04 08 23 283 15.3 18.5  5.02 11.11  7.97 999 1001.7  -1.5   1.2 999.0 99.0
1999 04 09 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 04 09 01 999 14.0 17.3 99.00 99.00 99.00 999 1002.6  -1.4   1.2 999.0 99.0
1999 04 09 02 273 14.2 16.6  4.55 11.11  7.78 999 1003.0  -1.5   1.2 999.0 99.0
1999 04 09 03 276 13.0 16.8  4.46 10.00  7.85 999 1003.0  -1.5   1.2 999.0 99.0
1999 04 09 04 275 11.9 14.4  4.15 10.00  7.83 999 1002.6  -1.5   1.2 999.0 99.0
1999 04 09 05 280 10.6 12.8  3.81 10.00  7.36 999 1002.3  -2.0   1.2 999.0 99.0
1999 04 09 06 271  9.2 11.7  3.93 10.00  7.19 999 1002.7  -2.0   1.2 999.0 99.0
1999 04 09 07 270  9.4 12.7  3.59 10.00  7.25 999 1002.6  -2.0   1.2 999.0 99.0
1999 04 09 08 266 10.3 13.7  3.18 10.00  6.98 999 1002.5  -1.9   1.2 999.0 99.0
1999 04 09 09 252  9.5 11.1  3.24 10.00  7.08 999 1002.2  -1.8   1.2 999.0 99.0
1999 04 09 10 245  8.8 11.3  3.18  9.09  7.13 999 1001.7  -1.9   1.2 999.0 99.0
1999 04 09 11 272  7.1  9.5  2.87  9.09  6.96 999 1001.3  -2.3   1.2 999.0 99.0
1999 04 09 12 251  6.1  8.3  2.88  9.09  6.95 999 1001.3  -2.2   1.2 999.0 99.0
1999 04 09 13 264  5.6  7.9  2.81  9.09  7.11 999 1000.8  -2.4   1.2 999.0 99.0
1999 04 09 14 271  5.1  7.2  2.68  9.09  7.06 999  999.8  -2.6   1.2 999.0 99.0
1999 04 09 15 271  4.6  6.6  2.42 10.00  7.13 999  999.3  -3.0   1.2 999.0 99.0
1999 04 09 16 273  5.0  6.1  2.37  9.09  7.09 999  998.9  -2.7   1.2 999.0 99.0
