#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 01 02 03 50  56  8.6 10.9  2.57 10.00  6.44 999 1008.2 999.0 999.0 999.0 99.0 99.00
2012 01 02 04 50  55  9.2 12.2  2.47 10.00  6.49 999 1008.5 999.0 999.0 999.0 99.0 99.00
2012 01 02 05 50  67  9.3 12.1  2.28  7.69  6.02 999 1008.7 999.0 999.0 999.0 99.0 99.00
2012 01 02 08 50  82  7.7  9.8  2.21  9.09  6.33 999 1009.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 09 50  86  9.1 11.4  2.16 10.00  6.61 999 1009.1 999.0 999.0 999.0 99.0 99.00
2012 01 02 10 50  90  9.7 11.4  1.97 10.00  6.08 999 1009.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 11 50  93  7.8  9.3  1.70  9.09  5.89 999 1009.2 999.0 999.0 999.0 99.0 99.00
2012 01 02 12 50  97  8.1 10.1  1.63  9.09  5.85 999 1009.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 13 50  97  8.3 11.0  1.65  9.09  5.67 999 1009.1 999.0 999.0 999.0 99.0 99.00
2012 01 02 14 50  97  6.9  9.0  1.81  9.09  5.90 999 1009.1 999.0 999.0 999.0 99.0 99.00
2012 01 02 15 50  85  8.8 12.2  1.78  9.09  5.62 999 1009.1 999.0 999.0 999.0 99.0 99.00
2012 01 02 16 50  83 10.6 13.6  1.87  8.33  5.44 999 1009.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 17 50  80  9.8 14.6  1.89  8.33  5.13 999 1008.7 999.0 999.0 999.0 99.0 99.00
2012 01 02 18 50  59 13.4 15.9  2.05  5.56  4.94 999 1008.8 999.0 999.0 999.0 99.0 99.00
2012 01 02 19 50  61 15.6 18.1  2.40  5.26  4.85 999 1008.9 999.0 999.0 999.0 99.0 99.00
2012 01 02 20 50  70 15.3 19.5  2.28  5.56  4.85 999 1009.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 21 50  68 14.7 17.8  2.33  5.88  4.91 999 1009.0 999.0 999.0 999.0 99.0 99.00
2012 01 02 22 50  67 15.8 19.0  2.51  5.88  4.99 999 1008.3 999.0 999.0 999.0 99.0 99.00
2012 01 02 23 50  77 17.4 21.1  2.61  6.25  5.20 999 1007.3 999.0 999.0 999.0 99.0 99.00
2012 01 03 00 50  73 16.9 21.0  3.12  6.67  5.52 999 1006.3 999.0 999.0 999.0 99.0 99.00
2012 01 03 01 50  67 19.4 23.7  3.69  6.25  5.87 999 1006.1 999.0 999.0 999.0 99.0 99.00
2012 01 03 02 50  67 19.1 23.2  3.76  7.14  5.87 999 1004.5 999.0 999.0 999.0 99.0 99.00
2012 01 03 03 50  63 19.0 22.2  3.69  7.14  5.82 999 1004.8 999.0 999.0 999.0 99.0 99.00
2012 01 03 04 50  53 17.6 21.0  3.43  6.67  5.69 999 1004.8 999.0 999.0 999.0 99.0 99.00
2012 01 03 05 50  52 18.4 21.5  3.68  7.14  5.80 999 1004.9 999.0 999.0 999.0 99.0 99.00
2012 01 03 06 50  39 18.5 23.2  3.43  7.14  5.63 999 1004.8 999.0 999.0 999.0 99.0 99.00
2012 01 03 07 50  45 18.0 21.7  3.69  7.14  5.71 999 1005.0 999.0 999.0 999.0 99.0 99.00
2012 01 03 08 50  38 17.5 20.9  3.87  7.69  6.01 999 1005.4 999.0 999.0 999.0 99.0 99.00
2012 01 03 09 50  41 16.5 20.5  3.25  7.69  5.62 999 1005.7 999.0 999.0 999.0 99.0 99.00
2012 01 03 10 50  35 16.0 18.4  3.57  7.69  5.90 999 1005.6 999.0 999.0 999.0 99.0 99.00
2012 01 03 11 50  26 16.7 20.1  3.39  7.69  5.88 999 1006.2 999.0 999.0 999.0 99.0 99.00
2012 01 03 12 50  21 14.9 17.9  3.51  7.69  5.98 999 1006.6 999.0 999.0 999.0 99.0 99.00
2012 01 03 13 50  21 14.0 16.7  3.20  7.69  5.90 999 1007.1 999.0 999.0 999.0 99.0 99.00
2012 01 03 14 50  21 14.1 17.2  3.10  7.14  5.68 999 1007.3 999.0 999.0 999.0 99.0 99.00
2012 01 03 15 50  24 13.2 16.7  2.76  7.69  5.55 999 1007.5 999.0 999.0 999.0 99.0 99.00
2012 01 03 16 50  18 12.8 15.2  2.85  7.14  5.64 999 1007.7 999.0 999.0 999.0 99.0 99.00
2012 01 03 17 50  12 12.8 16.2  2.76  7.69  5.63 999 1007.7 999.0 999.0 999.0 99.0 99.00
2012 01 03 18 50 358 12.1 14.8  2.48  7.14  5.50 999 1008.1 999.0 999.0 999.0 99.0 99.00
2012 01 03 19 50 346 11.2 13.1  2.55  7.69  5.49 999 1008.4 999.0 999.0 999.0 99.0 99.00
2012 01 03 20 50 359 11.5 15.5  2.47  6.67  5.35 999 1008.5 999.0 999.0 999.0 99.0 99.00
2012 01 03 21 50 349 10.8 13.3  2.37  7.14  5.30 999 1008.3 999.0 999.0 999.0 99.0 99.00
2012 01 03 22 50 359 10.8 13.2  2.31  6.25  5.11 999 1008.1 999.0 999.0 999.0 99.0 99.00
2012 01 04 00 50   6  8.8 10.9  2.21  7.14  5.50 999 1007.7 999.0 999.0 999.0 99.0 99.00
2012 01 04 01 50   2  9.7 12.5  2.22  6.25  5.48 999 1007.5 999.0 999.0 999.0 99.0 99.00
2012 01 04 02 50   8  9.1 11.7  2.26  6.67  5.51 999 1007.6 999.0 999.0 999.0 99.0 99.00
2012 01 04 03 50 349  9.4 12.8  2.04  6.67  5.40 999 1007.6 999.0 999.0 999.0 99.0 99.00
2012 01 04 04 50  10  8.5 11.7  2.03  6.25  5.23 999 1007.5 999.0 999.0 999.0 99.0 99.00
2012 01 04 05 50 353  9.6 14.0  2.00  6.25  5.27 999 1007.2 999.0 999.0 999.0 99.0 99.00
2012 01 04 06 50 354 10.8 13.9  1.95  6.25  5.13 999 1006.9 999.0 999.0 999.0 99.0 99.00
2012 01 04 07 50 344  9.1 13.4  1.91  6.67  5.17 999 1006.9 999.0 999.0 999.0 99.0 99.00
2012 01 04 08 50 344  8.4 11.0  2.08  6.67  5.29 999 1006.9 999.0 999.0 999.0 99.0 99.00
2012 01 04 09 50 338  8.5 10.9  2.26  7.69  5.53 999 1006.6 999.0 999.0 999.0 99.0 99.00
2012 01 04 10 50 342  9.0 13.4  2.34  8.33  5.80 999 1006.3 999.0 999.0 999.0 99.0 99.00
2012 01 04 11 50 340  8.3 12.3  2.20  7.69  5.68 999 1005.9 999.0 999.0 999.0 99.0 99.00
2012 01 04 12 50 329  8.0 10.9  2.38  9.09  6.02 999 1005.6 999.0 999.0 999.0 99.0 99.00
2012 01 04 13 50 332  9.2 11.6  2.19  9.09  5.79 999 1005.4 999.0 999.0 999.0 99.0 99.00
2012 01 04 14 50 335  8.7 11.0  2.19 10.00  6.09 999 1005.0 999.0 999.0 999.0 99.0 99.00
2012 01 04 15 50 351  8.9 12.1  2.21 10.00  6.04 999 1004.9 999.0 999.0 999.0 99.0 99.00
2012 01 04 16 50 353  7.5  9.3  2.25  9.09  5.97 999 1004.6 999.0 999.0 999.0 99.0 99.00
2012 01 04 17 50 348  8.6 11.1  2.16  9.09  6.24 999 1004.6 999.0 999.0 999.0 99.0 99.00
2012 01 04 18 50 339  8.6 11.3  2.10 10.00  5.88 999 1004.5 999.0 999.0 999.0 99.0 99.00
2012 01 04 19 50 339  8.8 10.7  2.15  9.09  6.08 999 1004.7 999.0 999.0 999.0 99.0 99.00
2012 01 04 20 50 346  5.8 12.3  2.02  9.09  5.86 999 1004.7 999.0 999.0 999.0 99.0 99.00
2012 01 04 21 50 341  9.7 12.0  1.85  5.88  5.61 999 1004.7 999.0 999.0 999.0 99.0 99.00
2012 01 04 22 50   5  8.0 10.7  1.92  9.09  5.73 999 1004.4 999.0 999.0 999.0 99.0 99.00
2012 01 04 23 50 327  6.4  7.8  1.94  9.09  5.54 999 1004.5 999.0 999.0 999.0 99.0 99.00
2012 01 05 00 50 304  7.6  9.6  1.88  8.33  5.50 999 1004.4 999.0 999.0 999.0 99.0 99.00
2012 01 05 01 50 329  9.5 11.4  1.89  6.25  5.32 999 1004.2 999.0 999.0 999.0 99.0 99.00
2012 01 05 02 50 323  9.3 14.1  1.83  6.25  5.37 999 1004.2 999.0 999.0 999.0 99.0 99.00
2012 01 05 03 50 319 10.1 14.0  1.87  6.25  5.49 999 1004.4 999.0 999.0 999.0 99.0 99.00
2012 01 05 04 50 318 10.9 13.1  1.91  6.67  5.37 999 1004.6 999.0 999.0 999.0 99.0 99.00
2012 01 05 05 50 325  9.2 11.7  1.89  6.67  5.35 999 1004.9 999.0 999.0 999.0 99.0 99.00
2012 01 05 06 50 325  9.2 13.0  1.88  7.14  5.30 999 1005.2 999.0 999.0 999.0 99.0 99.00
2012 01 05 07 50 332  8.2 11.1  1.88  7.14  5.62 999 1005.6 999.0 999.0 999.0 99.0 99.00
2012 01 05 08 50 315  5.4  7.7  2.05  7.14  5.71 999 1006.0 999.0 999.0 999.0 99.0 99.00
2012 01 05 09 50 355  5.8  8.5  1.97  6.67  5.75 999 1006.2 999.0 999.0 999.0 99.0 99.00
2012 01 05 10 50 317  5.5  7.8  2.01  7.14  5.89 999 1006.4 999.0 999.0 999.0 99.0 99.00
2012 01 05 11 50 343  6.6  8.5  1.86  7.14  5.76 999 1006.3 999.0 999.0 999.0 99.0 99.00
2012 01 05 12 50 334  6.1  8.3  1.76  7.14  5.73 999 1006.5 999.0 999.0 999.0 99.0 99.00
2012 01 05 13 50 331  5.7  7.7  1.92  6.67  5.89 999 1006.5 999.0 999.0 999.0 99.0 99.00
2012 01 05 14 50 315  4.7  8.1  1.73  7.69  5.90 999 1006.9 999.0 999.0 999.0 99.0 99.00
2012 01 05 15 50 330  4.8  6.7  1.74  9.09  6.10 999 1006.8 999.0 999.0 999.0 99.0 99.00
2012 01 05 16 50 299  3.3  5.8  1.57 17.39  6.17 999 1006.6 999.0 999.0 999.0 99.0 99.00
2012 01 05 17 50 327  3.8  6.5  1.39 17.39  5.84 999 1006.8 999.0 999.0 999.0 99.0 99.00
2012 01 05 18 50 352  4.4  7.0  1.50 16.00  6.57 999 1006.7 999.0 999.0 999.0 99.0 99.00
2012 01 05 19 50 309  3.1  5.0  1.58 16.00  6.62 999 1006.9 999.0 999.0 999.0 99.0 99.00
2012 01 05 20 50 339  2.8  8.3  1.40 16.00  6.32 999 1007.2 999.0 999.0 999.0 99.0 99.00
2012 01 05 21 50 338  4.9  7.0  1.33 16.00  6.38 999 1007.4 999.0 999.0 999.0 99.0 99.00
2012 01 05 22 50  11  4.6  5.6  1.43 14.81  6.46 999 1007.4 999.0 999.0 999.0 99.0 99.00
2012 01 05 23 50 283  2.2  3.5  1.42 14.81  6.27 999 1007.1 999.0 999.0 999.0 99.0 99.00
2012 01 06 00 50 316  4.8  6.6  1.38 16.00  6.22 999 1006.8 999.0 999.0 999.0 99.0 99.00
2012 01 06 01 50 341  4.3  6.0  1.42 13.79  6.15 999 1006.5 999.0 999.0 999.0 99.0 99.00
2012 01 06 02 50 330  5.0  6.9  1.47 14.81  6.90 999 1006.5 999.0 999.0 999.0 99.0 99.00
2012 01 06 03 50 351  3.9  5.5  1.48 16.00  6.64 999 1006.6 999.0 999.0 999.0 99.0 99.00
2012 01 06 04 50 345  3.7  4.8  1.52 13.79  6.84 999 1006.7 999.0 999.0 999.0 99.0 99.00
2012 01 06 05 50 358  4.1  9.1  1.50 13.79  6.95 999 1006.5 999.0 999.0 999.0 99.0 99.00
2012 01 06 06 50 357  4.5  6.1  1.56 12.90  7.02 999 1006.5 999.0 999.0 999.0 99.0 99.00
2012 01 06 07 50  20  4.3  5.8  1.57 12.90  7.72 999 1006.5 999.0 999.0 999.0 99.0 99.00
2012 01 06 08 50  21  2.2  3.4  1.54 12.90  7.70 999 1006.6 999.0 999.0 999.0 99.0 99.00
2012 01 06 09 50  69  2.4  3.8  1.44 12.90  7.53 999 1006.3 999.0 999.0 999.0 99.0 99.00
2012 01 06 10 50  67  2.5  4.2  1.46 12.90  7.75 999 1006.3 999.0 999.0 999.0 99.0 99.00
2012 01 06 11 50  63  0.3  1.9  1.48 12.90  7.92 999 1006.0 999.0 999.0 999.0 99.0 99.00
2012 01 06 12 50  14  2.3  5.3  1.39 12.90  7.63 999 1005.6 999.0 999.0 999.0 99.0 99.00
2012 01 06 13 50  19  1.0  2.7  1.45 12.90  7.70 999 1005.4 999.0 999.0 999.0 99.0 99.00
2012 01 06 14 50  79  1.5  3.2  1.35 12.12  7.53 999 1005.4 999.0 999.0 999.0 99.0 99.00
2012 01 06 15 50 116  1.7  3.0  1.24 13.79  7.78 999 1005.2 999.0 999.0 999.0 99.0 99.00
2012 01 06 16 50 129  1.5  3.5  1.21 13.79  7.85 999 1004.9 999.0 999.0 999.0 99.0 99.00
2012 01 06 17 50  98  2.5  4.0  1.11 11.43  7.56 999 1004.8 999.0 999.0 999.0 99.0 99.00
2012 01 06 18 50  38  1.2  2.5  1.09 12.90  8.02 999 1004.7 999.0 999.0 999.0 99.0 99.00
2012 01 06 19 50  62  2.7  4.1  1.04 12.12  7.78 999 1004.5 999.0 999.0 999.0 99.0 99.00
2012 01 06 20 50  71  0.5  1.7  1.03 13.79  7.93 999 1004.6 999.0 999.0 999.0 99.0 99.00
2012 01 06 21 50 187  2.0  3.4  1.11 13.79  8.52 999 1004.4 999.0 999.0 999.0 99.0 99.00
2012 01 06 22 50 201  3.2  5.5  0.97 12.90  7.71 999 1004.1 999.0 999.0 999.0 99.0 99.00
2012 01 06 23 50 231  5.0  7.1  0.97 13.79  8.12 999 1003.5 999.0 999.0 999.0 99.0 99.00
2012 01 07 00 50 216  3.7  5.2  0.98 12.12  8.01 999 1003.0 999.0 999.0 999.0 99.0 99.00
2012 01 07 01 50 205  5.5  7.4  1.01 12.12  8.16 999 1002.6 999.0 999.0 999.0 99.0 99.00
2012 01 07 02 50 192  5.8  9.2  1.03 13.79  8.06 999 1002.3 999.0 999.0 999.0 99.0 99.00
2012 01 07 03 50 191  9.0 11.2  0.87 12.90  6.13 999 1001.9 999.0 999.0 999.0 99.0 99.00
2012 01 07 04 50 218  4.8  6.4  1.02 12.12  5.30 999 1001.8 999.0 999.0 999.0 99.0 99.00
2012 01 07 05 50 254  5.4  7.4  1.08 11.43  5.61 999 1001.5 999.0 999.0 999.0 99.0 99.00
2012 01 07 06 50 275  7.6  9.9  1.22 12.12  5.14 999 1001.6 999.0 999.0 999.0 99.0 99.00
2012 01 07 07 50 277  6.8  8.9  1.36  5.00  5.18 999 1001.6 999.0 999.0 999.0 99.0 99.00
2012 01 07 08 50 264  5.2  6.7  1.37  5.88  5.30 999 1001.5 999.0 999.0 999.0 99.0 99.00
2012 01 07 09 50 246  5.4  7.0  1.82  7.69  5.93 999 1001.2 999.0 999.0 999.0 99.0 99.00
2012 01 07 10 50 209  4.7  6.2  1.78  7.69  6.19 999 1000.5 999.0 999.0 999.0 99.0 99.00
2012 01 07 11 50 174  5.0  6.5  1.73  7.69  6.38 999  999.5 999.0 999.0 999.0 99.0 99.00
2012 01 07 12 50 180  8.4 11.2  1.73  7.69  6.31 999  998.6 999.0 999.0 999.0 99.0 99.00
2012 01 07 13 50 237 11.0 15.6  1.66  8.33  5.70 999  998.0 999.0 999.0 999.0 99.0 99.00
2012 01 07 14 50 270 14.5 17.1  2.05  7.69  5.35 999  998.3 999.0 999.0 999.0 99.0 99.00
2012 01 07 15 50 240 14.4 17.6  2.54  7.14  5.85 999  998.8 999.0 999.0 999.0 99.0 99.00
2012 01 07 16 50 260 15.6 19.1  2.84  7.69  6.01 999  998.2 999.0 999.0 999.0 99.0 99.00
2012 01 07 17 50 275 12.5 15.9  3.07  8.33  6.30 999  998.2 999.0 999.0 999.0 99.0 99.00
2012 01 07 18 50 331 14.7 18.6  3.04  8.33  6.50 999  998.5 999.0 999.0 999.0 99.0 99.00
2012 01 07 19 50 338 15.0 17.7  3.33  8.33  6.31 999  999.3 999.0 999.0 999.0 99.0 99.00
2012 01 07 20 50 323 12.3 15.3  3.07  8.33  5.90 999 1000.3 999.0 999.0 999.0 99.0 99.00
2012 01 07 21 50 324 12.2 14.7  3.31  8.33  6.36 999 1000.9 999.0 999.0 999.0 99.0 99.00
2012 01 07 22 50 316 10.6 13.2  3.18  8.33  6.22 999 1001.1 999.0 999.0 999.0 99.0 99.00
2012 01 07 23 50 322  7.5  9.8  3.62  8.33  6.76 999 1001.5 999.0 999.0 999.0 99.0 99.00
2012 01 08 00 50 341  4.7  6.9  3.03  8.33  6.61 999 1001.2 999.0 999.0 999.0 99.0 99.00
2012 01 08 01 50 277  2.7  4.9  2.86  7.69  6.57 999 1001.7 999.0 999.0 999.0 99.0 99.00
2012 01 08 02 50 240  1.4  2.9  2.83  8.33  6.59 999 1001.9 999.0 999.0 999.0 99.0 99.00
2012 01 08 03 50 222  3.2  5.0  2.50  7.69  6.38 999 1002.1 999.0 999.0 999.0 99.0 99.00
2012 01 08 04 50 261 12.1 15.9  2.96  7.69  6.42 999 1002.3 999.0 999.0 999.0 99.0 99.00
2012 01 08 05 50 273 11.2 15.4  2.87  8.33  6.30 999 1002.6 999.0 999.0 999.0 99.0 99.00
2012 01 08 06 50 265  8.1 10.1  3.32  9.09  6.62 999 1002.9 999.0 999.0 999.0 99.0 99.00
2012 01 08 07 50 285 10.7 13.0  3.46  9.09  6.82 999 1003.4 999.0 999.0 999.0 99.0 99.00
2012 01 08 08 50 284  9.1 11.1  3.12  9.09  6.32 999 1003.7 999.0 999.0 999.0 99.0 99.00
2012 01 08 09 50 303  8.2 10.1  2.73  7.69  6.15 999 1003.9 999.0 999.0 999.0 99.0 99.00
2012 01 08 10 50 338  6.7  9.2  2.60  8.33  6.19 999 1004.4 999.0 999.0 999.0 99.0 99.00
2012 01 08 11 50  13  1.9  3.5  2.46  8.33  6.33 999 1004.4 999.0 999.0 999.0 99.0 99.00
2012 01 08 12 50 169  1.2  4.0  2.57  9.09  6.72 999 1004.4 999.0 999.0 999.0 99.0 99.00
2012 01 08 13 50 260 12.7 16.1  2.55  9.09  6.82 999 1005.1 999.0 999.0 999.0 99.0 99.00
2012 01 08 14 50 259 11.6 14.8  2.54  8.33  6.30 999 1005.2 999.0 999.0 999.0 99.0 99.00
2012 01 08 15 50 262  9.2 13.0  2.79  9.09  6.43 999 1005.0 999.0 999.0 999.0 99.0 99.00
2012 01 08 16 50 260 11.6 14.4  2.92  8.33  6.44 999 1005.3 999.0 999.0 999.0 99.0 99.00
2012 01 08 17 50 269 13.3 15.7  3.11  9.09  6.42 999 1005.7 999.0 999.0 999.0 99.0 99.00
2012 01 08 18 50 258 13.8 17.9  3.31  8.33  6.58 999 1006.2 999.0 999.0 999.0 99.0 99.00
2012 01 08 19 50 263 12.7 16.8  3.15  9.09  6.64 999 1006.6 999.0 999.0 999.0 99.0 99.00
2012 01 08 20 50 278 10.9 14.7  3.51  9.09  6.87 999 1007.1 999.0 999.0 999.0 99.0 99.00
2012 01 08 21 50 254  8.6 10.9  3.05  8.33  6.33 999 1007.1 999.0 999.0 999.0 99.0 99.00
2012 01 08 22 50 233  9.6 11.8  3.46  9.09  6.86 999 1007.0 999.0 999.0 999.0 99.0 99.00
2012 01 08 23 50 251 10.7 14.1  3.73  9.09  7.26 999 1006.6 999.0 999.0 999.0 99.0 99.00
2012 01 09 00 50 243 11.2 13.2  3.40 10.00  6.74 999 1006.5 999.0 999.0 999.0 99.0 99.00
2012 01 09 01 50 239 10.2 14.2  3.31  9.09  7.05 999 1006.3 999.0 999.0 999.0 99.0 99.00
2012 01 09 02 50 265 10.6 14.2  3.32  9.09  6.82 999 1006.6 999.0 999.0 999.0 99.0 99.00
2012 01 09 03 50 267 11.5 16.6  2.95 10.00  6.46 999 1006.8 999.0 999.0 999.0 99.0 99.00
2012 01 09 04 50 260 12.8 17.2  3.43  9.09  6.77 999 1007.5 999.0 999.0 999.0 99.0 99.00
2012 01 09 05 50 251 10.4 12.7  3.29  9.09  6.78 999 1007.7 999.0 999.0 999.0 99.0 99.00
2012 01 09 06 50 268 10.6 14.3  3.22  9.09  6.88 999 1007.7 999.0 999.0 999.0 99.0 99.00
2012 01 09 07 50 258  9.7 12.3  2.73  9.09  6.59 999 1007.8 999.0 999.0 999.0 99.0 99.00
2012 01 09 08 50 322  8.0 10.2  2.81  8.33  6.78 999 1007.9 999.0 999.0 999.0 99.0 99.00
2012 01 09 09 50 306  8.4 10.3  2.51  9.09  6.42 999 1008.5 999.0 999.0 999.0 99.0 99.00
2012 01 09 10 50 339  9.7 11.8  2.40  8.33  6.36 999 1008.4 999.0 999.0 999.0 99.0 99.00
2012 01 09 11 50 344  4.8  7.6  2.30  8.33  6.32 999 1008.0 999.0 999.0 999.0 99.0 99.00
2012 01 09 12 50 345  7.8 10.0  2.34  8.33  6.31 999 1007.6 999.0 999.0 999.0 99.0 99.00
2012 01 09 13 50 345  7.3 10.3  2.07  8.33  6.05 999 1007.4 999.0 999.0 999.0 99.0 99.00
2012 01 09 14 50 345  8.5 11.2  2.17  8.33  5.87 999 1007.2 999.0 999.0 999.0 99.0 99.00
2012 01 09 15 50 341  8.4 10.4  1.96  7.69  5.62 999 1007.2 999.0 999.0 999.0 99.0 99.00
2012 01 09 16 50 333  8.6 11.1  2.08  8.33  5.63 999 1007.2 999.0 999.0 999.0 99.0 99.00
2012 01 09 17 50 327  9.5 11.8  1.91  8.33  5.40 999 1007.1 999.0 999.0 999.0 99.0 99.00
2012 01 09 18 50 339  8.1 10.0  1.89  7.14  5.36 999 1007.2 999.0 999.0 999.0 99.0 99.00
2012 01 09 19 50 324  8.4 10.9  1.75  7.69  5.36 999 1007.5 999.0 999.0 999.0 99.0 99.00
2012 01 09 20 50 301  7.2  9.6  1.62  7.69  5.55 999 1007.9 999.0 999.0 999.0 99.0 99.00
2012 01 09 21 50 349  6.9 10.6  1.59  6.67  5.52 999 1008.1 999.0 999.0 999.0 99.0 99.00
2012 01 09 22 50 338  3.5  4.8  1.44  7.14  5.28 999 1008.0 999.0 999.0 999.0 99.0 99.00
2012 01 09 23 50 347  7.2  9.6  1.43  7.14  5.42 999 1007.5 999.0 999.0 999.0 99.0 99.00
2012 01 10 00 50 349  5.6  7.4  1.38  7.14  5.35 999 1007.1 999.0 999.0 999.0 99.0 99.00
2012 01 10 01 50 333  6.4  8.5  1.41  6.25  5.18 999 1007.1 999.0 999.0 999.0 99.0 99.00
2012 01 10 02 50 358  8.5 11.0  1.28  5.88  5.08 999 1007.3 999.0 999.0 999.0 99.0 99.00
2012 01 10 03 50 347  8.6 11.7  1.34  5.56  4.68 999 1007.3 999.0 999.0 999.0 99.0 99.00
2012 01 10 04 50 305  8.0 11.5  1.26  5.56  4.57 999 1007.5 999.0 999.0 999.0 99.0 99.00
2012 01 10 05 50 306  6.6  8.8  1.19  5.26  4.42 999 1007.6 999.0 999.0 999.0 99.0 99.00
2012 01 10 06 50 308  8.7 11.1  1.37  5.26  4.40 999 1007.8 999.0 999.0 999.0 99.0 99.00
2012 01 10 07 50 312  7.2  9.6  1.28  6.67  4.54 999 1008.0 999.0 999.0 999.0 99.0 99.00
2012 01 10 08 50 310  9.3 11.0  1.35  5.00  4.57 999 1008.5 999.0 999.0 999.0 99.0 99.00
2012 01 10 09 50 321  7.1  9.8  1.40  5.26  4.85 999 1008.7 999.0 999.0 999.0 99.0 99.00
2012 01 10 10 50 330  7.0  9.2  1.38 13.79  5.10 999 1008.8 999.0 999.0 999.0 99.0 99.00
2012 01 10 11 50 326  8.0 10.1  1.45 12.90  5.22 999 1009.2 999.0 999.0 999.0 99.0 99.00
2012 01 10 12 50 292 10.3 12.8  1.53  6.25  5.44 999 1009.4 999.0 999.0 999.0 99.0 99.00
2012 01 10 13 50 328  8.5 12.3  1.63 12.90  5.65 999 1009.4 999.0 999.0 999.0 99.0 99.00
2012 01 10 14 50 338  7.3  9.2  2.08 12.90  5.89 999 1009.4 999.0 999.0 999.0 99.0 99.00
