#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 01 03 07 50 999 99.0 99.0  6.68 11.43  8.63 145  991.7   6.1   4.2 999.0 99.0 99.00
2015 01 03 08 50 999 99.0 99.0  7.06 11.43  8.99 147  990.5   5.7   4.2 999.0 99.0 99.00
2015 01 03 09 50 999 99.0 99.0  8.91 11.43  9.70 167  991.7   5.1   4.2 999.0 99.0 99.00
2015 01 03 10 50 999 99.0 99.0  8.73 12.90  9.69 200  997.8   3.8   4.2 999.0 99.0 99.00
2015 01 03 11 50 999 99.0 99.0  8.07 12.12  9.78 182 1000.6   4.0   4.2 999.0 99.0 99.00
2015 01 03 12 50 999 99.0 99.0  7.92 12.90  9.94 170 1002.1   4.3   4.2 999.0 99.0 99.00
2015 01 03 13 50 999 99.0 99.0  7.00 12.90  9.82 170 1003.6   4.2   4.2 999.0 99.0 99.00
2015 01 03 14 50 999 99.0 99.0  6.44 13.79  9.71 185 1004.9   4.1   4.2 999.0 99.0 99.00
2015 01 03 15 50 999 99.0 99.0  6.18 12.12  9.57 167 1005.8   4.0   4.2 999.0 99.0 99.00
2015 01 03 16 50 999 99.0 99.0  6.10 12.90  9.52 167 1006.7   4.0   4.2 999.0 99.0 99.00
2015 01 03 17 50 999 99.0 99.0  6.08 11.43  9.66 148 1007.9   3.7   4.2 999.0 99.0 99.00
2015 01 03 18 50 999 99.0 99.0  5.42 12.12  9.35 165 1009.5   2.8   4.2 999.0 99.0 99.00
2015 01 03 19 50 999 99.0 99.0  5.44 12.12  9.07 160 1011.1   2.4   4.2 999.0 99.0 99.00
2015 01 03 20 50 999 99.0 99.0  5.03 11.43  9.01 172 1012.2   3.2   4.2 999.0 99.0 99.00
2015 01 03 21 50 999 99.0 99.0  5.27 10.81  8.94 157 1013.6   3.5   4.2 999.0 99.0 99.00
2015 01 03 22 50 999 99.0 99.0  5.57 10.81  9.16 159 1014.4   3.5   4.2 999.0 99.0 99.00
2015 01 03 23 50 999 99.0 99.0  5.26 14.81  9.06 225 1015.0   2.7   4.2 999.0 99.0 99.00
2015 01 04 00 50 999 99.0 99.0  4.70 10.81  8.97 177 1015.7   3.6   4.2 999.0 99.0 99.00
2015 01 04 01 50 999 99.0 99.0  5.11 10.81  9.35 187 1016.5   3.7   4.2 999.0 99.0 99.00
2015 01 04 02 50 999 99.0 99.0  5.02 14.81  9.59 211 1017.4   3.6   4.2 999.0 99.0 99.00
2015 01 04 03 50 999 99.0 99.0  4.90 13.79  9.61 209 1018.4   3.6   4.2 999.0 99.0 99.00
2015 01 04 04 50 999 99.0 99.0  4.60 12.90  9.45 226 1019.0   3.5   4.2 999.0 99.0 99.00
2015 01 04 05 50 999 99.0 99.0  4.34 12.12  9.27 213 1019.6   3.4   4.2 999.0 99.0 99.00
2015 01 04 06 50 999 99.0 99.0  4.20 14.81  9.32 214 1020.6   3.5   4.2 999.0 99.0 99.00
2015 01 04 07 50 999 99.0 99.0  4.50 13.79  9.46 214 1021.3   3.5   4.2 999.0 99.0 99.00
2015 01 04 08 50 999 99.0 99.0  5.11 14.81 10.28 215 1021.5   3.4   4.2 999.0 99.0 99.00
2015 01 04 09 50 999 99.0 99.0  4.76 13.79  9.74 217 1021.8   3.4   4.2 999.0 99.0 99.00
2015 01 04 10 50 999 99.0 99.0  4.03 13.79  9.08 213 1022.2   3.3   4.2 999.0 99.0 99.00
2015 01 04 11 50 999 99.0 99.0  4.38 13.79  9.27 214 1022.5   3.2   4.2 999.0 99.0 99.00
2015 01 04 12 50 999 99.0 99.0  4.03 12.90  9.01 214 1022.5   3.1   4.1 999.0 99.0 99.00
2015 01 04 13 50 999 99.0 99.0  4.35 13.79  9.60 232 1022.7   3.0   4.1 999.0 99.0 99.00
2015 01 04 14 50 999 99.0 99.0  4.05 12.90  9.22 219 1022.4   3.1   4.1 999.0 99.0 99.00
2015 01 04 15 50 999 99.0 99.0  4.40 12.90  9.27 221 1021.5   3.1   4.1 999.0 99.0 99.00
2015 01 04 16 50 999 99.0 99.0  3.53 13.79  9.00 235 1021.3   3.2   4.1 999.0 99.0 99.00
2015 01 04 17 50 999 99.0 99.0  3.78 12.90  9.01 226 1021.1   3.5   4.2 999.0 99.0 99.00
2015 01 04 18 50 999 99.0 99.0  3.53 12.90  8.51 224 1020.9   3.6   4.2 999.0 99.0 99.00
2015 01 04 19 50 999 99.0 99.0  3.33 12.90  7.73 236 1020.9   3.8   4.2 999.0 99.0 99.00
2015 01 04 20 50 999 99.0 99.0  3.17 12.12  7.19 220 1020.5   4.1   4.2 999.0 99.0 99.00
2015 01 04 21 50 999 99.0 99.0  2.89 12.90  7.11 210 1020.0   4.1   4.2 999.0 99.0 99.00
2015 01 04 22 50 999 99.0 99.0  3.14 12.90  7.29 199 1019.8   4.1   4.2 999.0 99.0 99.00
2015 01 04 23 50 999 99.0 99.0  3.00 12.90  6.89 213 1019.0   4.1   4.1 999.0 99.0 99.00
2015 01 05 00 50 999 99.0 99.0  2.86 12.90  6.74 216 1018.5   4.2   4.2 999.0 99.0 99.00
2015 01 05 01 50 999 99.0 99.0  2.65 12.90  6.17 201 1018.4   4.3   4.2 999.0 99.0 99.00
2015 01 05 02 50 999 99.0 99.0  2.32 12.12  5.90 211 1018.3   4.2   4.1 999.0 99.0 99.00
2015 01 05 03 50 999 99.0 99.0  2.49 12.12  6.16 208 1018.2   4.2   4.1 999.0 99.0 99.00
2015 01 05 04 50 999 99.0 99.0  2.46 10.81  6.15 204 1017.7   3.9   4.1 999.0 99.0 99.00
2015 01 05 05 50 999 99.0 99.0  2.83  7.14  6.30 105 1017.7   4.0   4.1 999.0 99.0 99.00
2015 01 05 06 50 999 99.0 99.0  2.73  6.25  6.11  99 1017.7   4.1   4.1 999.0 99.0 99.00
2015 01 05 07 50 999 99.0 99.0  2.94  7.14  6.34 114 1017.6   4.0   4.1 999.0 99.0 99.00
2015 01 05 08 50 999 99.0 99.0  2.95  7.69  6.31 112 1017.9   4.1   4.1 999.0 99.0 99.00
2015 01 05 09 50 999 99.0 99.0  2.78  7.69  6.25 117 1018.1   4.2   4.1 999.0 99.0 99.00
2015 01 05 10 50 999 99.0 99.0  3.03  8.33  6.45 122 1018.0   4.4   4.1 999.0 99.0 99.00
2015 01 05 11 50 999 99.0 99.0  3.33  8.33  6.75 117 1018.2   4.5   4.1 999.0 99.0 99.00
2015 01 05 12 50 999 99.0 99.0  3.25  8.33  6.75 117 1018.5   4.5   4.1 999.0 99.0 99.00
2015 01 05 13 50 999 99.0 99.0  3.42 17.39  6.94 180 1018.8   4.4   4.1 999.0 99.0 99.00
2015 01 05 14 50 999 99.0 99.0  3.68  8.33  7.03 112 1019.3   4.4   4.2 999.0 99.0 99.00
2015 01 05 15 50 999 99.0 99.0  3.79  8.33  7.26 106 1019.3   4.1   4.2 999.0 99.0 99.00
2015 01 05 16 50 999 99.0 99.0  3.86 16.00  7.43 195 1019.4   4.1   4.2 999.0 99.0 99.00
2015 01 05 17 50 999 99.0 99.0  3.71 16.00  7.61 203 1019.9   4.1   4.2 999.0 99.0 99.00
2015 01 05 18 50 999 99.0 99.0  3.57 14.81  7.39 200 1020.5   4.0   4.2 999.0 99.0 99.00
2015 01 05 19 50 999 99.0 99.0  4.11  9.09  7.45 134 1021.2   3.9   4.1 999.0 99.0 99.00
2015 01 05 20 50 999 99.0 99.0  3.73  8.33  7.37 104 1022.1   3.9   4.1 999.0 99.0 99.00
2015 01 05 21 50 999 99.0 99.0  3.65  8.33  7.19 109 1022.9   4.0   4.2 999.0 99.0 99.00
2015 01 05 22 50 999 99.0 99.0  3.61  8.33  7.33  99 1022.7   3.6   4.2 999.0 99.0 99.00
2015 01 05 23 50 999 99.0 99.0  3.60  8.33  7.15 103 1023.0   3.2   4.2 999.0 99.0 99.00
2015 01 06 00 50 999 99.0 99.0  3.37  9.09  6.98 129 1023.2   2.6   4.2 999.0 99.0 99.00
2015 01 06 01 50 999 99.0 99.0  3.45  7.69  6.99  96 1023.1   3.2   4.2 999.0 99.0 99.00
2015 01 06 02 50 999 99.0 99.0  3.64  8.33  7.01 113 1023.4   3.1   4.2 999.0 99.0 99.00
2015 01 06 03 50 999 99.0 99.0  3.52  9.09  7.09 127 1023.7   3.3   4.2 999.0 99.0 99.00
2015 01 06 04 50 999 99.0 99.0  3.49  9.09  6.92 135 1024.2   2.5   4.2 999.0 99.0 99.00
2015 01 06 05 50 999 99.0 99.0  3.59  8.33  7.33 105 1025.2   2.9   4.1 999.0 99.0 99.00
2015 01 06 06 50 999 99.0 99.0  3.69  8.33  7.22  92 1025.9   3.0   4.1 999.0 99.0 99.00
2015 01 06 07 50 999 99.0 99.0  3.52  8.33  7.07  99 1026.7   2.9   4.1 999.0 99.0 99.00
2015 01 06 08 50 999 99.0 99.0  3.66  8.33  7.22  94 1027.0   3.0   4.1 999.0 99.0 99.00
2015 01 06 09 50 999 99.0 99.0  3.87  9.09  7.52  91 1027.4   3.2   4.2 999.0 99.0 99.00
2015 01 06 10 50 999 99.0 99.0  3.49  8.33  7.00  79 1027.6   3.3   4.2 999.0 99.0 99.00
2015 01 06 11 50 999 99.0 99.0  3.81  9.09  7.28  76 1027.9   3.5   4.2 999.0 99.0 99.00
2015 01 06 12 50 999 99.0 99.0  3.67  9.09  7.26  70 1027.9   3.4   4.2 999.0 99.0 99.00
2015 01 06 13 50 999 99.0 99.0  3.69  9.09  7.43  88 1027.5   3.2   4.2 999.0 99.0 99.00
2015 01 06 14 50 999 99.0 99.0  3.25  9.09  7.11  82 1027.4   3.0   4.2 999.0 99.0 99.00
2015 01 06 15 50 999 99.0 99.0  3.30  9.09  7.17  74 1026.9   2.9   4.2 999.0 99.0 99.00
2015 01 06 16 50 999 99.0 99.0  3.41  9.09  6.99  87 1026.7   2.9   4.1 999.0 99.0 99.00
2015 01 06 17 50 999 99.0 99.0  2.97  9.09  6.81  78 1027.1   2.8   4.1 999.0 99.0 99.00
2015 01 06 18 50 999 99.0 99.0  3.07  9.09  6.87  87 1027.2   2.8   4.1 999.0 99.0 99.00
2015 01 06 19 50 999 99.0 99.0  3.19  9.09  7.02  75 1026.8   2.6   4.1 999.0 99.0 99.00
2015 01 06 20 50 999 99.0 99.0  3.39  9.09  7.17  96 1026.7   2.4   4.1 999.0 99.0 99.00
2015 01 06 21 50 999 99.0 99.0  3.55  9.09  7.46  95 1026.8   1.9   4.1 999.0 99.0 99.00
2015 01 06 22 50 999 99.0 99.0  3.38  9.09  7.50  89 1026.5   1.7   4.1 999.0 99.0 99.00
2015 01 06 23 50 999 99.0 99.0  3.06 10.00  7.28 135 1025.3   1.8   4.1 999.0 99.0 99.00
2015 01 07 00 50 999 99.0 99.0  2.85 10.81  7.05 151 1024.2   2.1   4.1 999.0 99.0 99.00
2015 01 07 01 50 999 99.0 99.0  2.57 11.43  6.86 195 1023.4   1.7   4.1 999.0 99.0 99.00
2015 01 07 02 50 999 99.0 99.0  2.68 11.43  6.85 190 1022.8   1.7   4.1 999.0 99.0 99.00
2015 01 07 03 50 999 99.0 99.0  2.70  9.09  6.95  96 1022.1   1.8   4.1 999.0 99.0 99.00
2015 01 07 04 50 999 99.0 99.0  2.61  9.09  6.95  86 1021.6   1.9   4.1 999.0 99.0 99.00
2015 01 07 05 50 999 99.0 99.0  2.45 11.43  6.69 201 1021.2   1.9   4.1 999.0 99.0 99.00
2015 01 07 06 50 999 99.0 99.0  2.37 11.43  6.87 186 1020.5   1.8   4.1 999.0 99.0 99.00
2015 01 07 07 50 999 99.0 99.0  2.49  9.09  6.91  89 1020.0   1.8   4.1 999.0 99.0 99.00
2015 01 07 08 50 999 99.0 99.0  2.61  8.33  6.99  79 1019.4   1.8   4.1 999.0 99.0 99.00
2015 01 07 09 50 999 99.0 99.0  2.62  9.09  6.95  99 1019.0   1.6   4.1 999.0 99.0 99.00
2015 01 07 10 50 999 99.0 99.0  2.57 12.12  7.26 209 1018.4   1.5   4.1 999.0 99.0 99.00
2015 01 07 11 50 999 99.0 99.0  2.51  9.09  6.81  86 1018.0   1.3   4.1 999.0 99.0 99.00
2015 01 07 12 50 999 99.0 99.0  2.82  7.69  6.98  70 1017.6   1.3   4.1 999.0 99.0 99.00
2015 01 07 13 50 999 99.0 99.0  2.75  9.09  7.30  65 1017.1   1.3   4.1 999.0 99.0 99.00
2015 01 07 14 50 999 99.0 99.0  3.08  9.09  7.34  62 1016.7   1.2   4.1 999.0 99.0 99.00
2015 01 07 15 50 999 99.0 99.0  3.10  9.09  7.62  57 1016.0   1.0   4.1 999.0 99.0 99.00
2015 01 07 16 50 999 99.0 99.0  3.26  9.09  7.74  57 1015.2   0.9   4.1 999.0 99.0 99.00
2015 01 07 17 50 999 99.0 99.0  3.06 10.00  7.50  59 1015.5   0.8   4.1 999.0 99.0 99.00
2015 01 07 18 50 999 99.0 99.0  2.99 10.81  7.37  43 1015.7   0.9   4.1 999.0 99.0 99.00
2015 01 07 19 50 999 99.0 99.0  3.07 10.00  7.80  49 1015.7   0.9   4.1 999.0 99.0 99.00
2015 01 07 20 50 999 99.0 99.0  2.50 10.00  7.17  43 1015.4   1.0   4.1 999.0 99.0 99.00
2015 01 07 21 50 999 99.0 99.0  2.81  9.09  7.51  45 1014.7   0.9   4.1 999.0 99.0 99.00
2015 01 07 22 50 999 99.0 99.0  2.44 10.00  7.14  24 1014.7   1.0   4.1 999.0 99.0 99.00
2015 01 07 23 50 999 99.0 99.0  2.60 10.00  7.23  54 1014.4   1.0   4.1 999.0 99.0 99.00
2015 01 08 00 50 999 99.0 99.0  2.42 10.00  7.21  30 1013.9   0.9   4.1 999.0 99.0 99.00
2015 01 08 01 50 999 99.0 99.0  2.33  9.09  7.48  39 1013.6   1.1   4.1 999.0 99.0 99.00
2015 01 08 02 50 999 99.0 99.0  2.47 10.00  7.41  33 1013.5   1.0   4.0 999.0 99.0 99.00
2015 01 08 03 50 999 99.0 99.0  2.33 10.00  7.47  14 1013.5   1.0   4.0 999.0 99.0 99.00
2015 01 08 04 50 999 99.0 99.0  2.34 10.00  7.17  11 1013.1   1.2   4.0 999.0 99.0 99.00
2015 01 08 05 50 999 99.0 99.0  2.36  9.09  7.26  42 1012.9   1.3   4.1 999.0 99.0 99.00
2015 01 08 06 50 999 99.0 99.0  2.24  9.09  7.13  24 1012.7   1.2   4.1 999.0 99.0 99.00
2015 01 08 07 50 999 99.0 99.0  2.25  9.09  7.31  16 1012.2   1.1   4.1 999.0 99.0 99.00
2015 01 08 08 50 999 99.0 99.0  2.28  9.09  7.51  21 1011.6   1.1   4.1 999.0 99.0 99.00
2015 01 08 09 50 999 99.0 99.0  2.14  8.33  7.14  45 1011.2   0.8   4.1 999.0 99.0 99.00
2015 01 08 10 50 999 99.0 99.0  1.91  8.33  6.91  45 1010.8   0.5   4.0 999.0 99.0 99.00
2015 01 08 11 50 999 99.0 99.0  1.92  8.33  6.73  43 1010.4   0.0   4.0 999.0 99.0 99.00
2015 01 08 12 50 999 99.0 99.0  1.92  9.09  6.62  35 1009.7   0.2   4.0 999.0 99.0 99.00
2015 01 08 13 50 999 99.0 99.0  1.96  9.09  6.87  11 1009.1   0.2   4.0 999.0 99.0 99.00
2015 01 08 14 50 999 99.0 99.0  1.92  9.09  6.82  29 1008.6   0.3   4.1 999.0 99.0 99.00
2015 01 08 15 50 999 99.0 99.0  1.86  9.09  6.86  50 1007.8   0.2   4.0 999.0 99.0 99.00
2015 01 08 16 50 999 99.0 99.0  1.94  8.33  6.80  46 1007.1   0.4   4.0 999.0 99.0 99.00
2015 01 08 17 50 999 99.0 99.0  2.10 16.00  7.30 190 1006.6   0.7   4.0 999.0 99.0 99.00
2015 01 08 18 50 999 99.0 99.0  2.39 14.81  7.48 197 1006.4  -0.1   4.0 999.0 99.0 99.00
2015 01 08 19 50 999 99.0 99.0  2.48 14.81  7.64 186 1005.9   0.5   4.0 999.0 99.0 99.00
2015 01 08 20 50 999 99.0 99.0  2.71 14.81  7.61 192 1005.8   0.4   4.0 999.0 99.0 99.00
2015 01 08 21 50 999 99.0 99.0  2.87 14.81  7.37 185 1005.1   0.1   4.0 999.0 99.0 99.00
2015 01 08 23 50 999 99.0 99.0  2.82 13.79  6.88 198 1003.9   0.3   4.0 999.0 99.0 99.00
2015 01 09 00 50 999 99.0 99.0  2.77 14.81  6.83 198 1003.2   0.4   4.0 999.0 99.0 99.00
2015 01 09 01 50 999 99.0 99.0  2.37 14.81  6.56 203 1002.1   0.8   4.0 999.0 99.0 99.00
2015 01 09 02 50 999 99.0 99.0  2.40 14.81  6.66 201 1001.7   0.9   4.0 999.0 99.0 99.00
2015 01 09 03 50 999 99.0 99.0  2.81 14.81  7.26 194 1001.1   0.8   4.0 999.0 99.0 99.00
2015 01 09 04 50 999 99.0 99.0  2.58 14.81  6.71 212 1001.1   1.4   4.0 999.0 99.0 99.00
2015 01 09 05 50 999 99.0 99.0  2.97 13.79  6.97 192 1000.8   1.2   4.0 999.0 99.0 99.00
2015 01 09 06 50 999 99.0 99.0  2.73  8.33  6.75  32 1000.9   0.8   4.0 999.0 99.0 99.00
2015 01 09 07 50 999 99.0 99.0  3.02 13.79  7.11 182 1000.6   1.0   4.0 999.0 99.0 99.00
2015 01 09 08 50 999 99.0 99.0  3.00  8.33  6.85  27 1000.3   1.4   4.0 999.0 99.0 99.00
2015 01 09 09 50 999 99.0 99.0  2.88  8.33  6.85  14 1000.2   1.3   4.0 999.0 99.0 99.00
2015 01 09 10 50 999 99.0 99.0  2.93  8.33  6.85  12 1000.0   1.4   4.0 999.0 99.0 99.00
2015 01 09 11 50 999 99.0 99.0  3.18  8.33  7.03   6  999.7   0.7   4.0 999.0 99.0 99.00
2015 01 09 12 50 999 99.0 99.0  2.84  9.09  6.88  17  999.7   0.8   4.0 999.0 99.0 99.00
2015 01 09 13 50 999 99.0 99.0  3.24  9.09  6.93  15  999.4   1.1   4.0 999.0 99.0 99.00
2015 01 09 14 50 999 99.0 99.0  2.90 10.00  6.97   6  999.4   0.9   4.0 999.0 99.0 99.00
2015 01 09 15 50 999 99.0 99.0  3.04 10.00  7.05   7  999.2   1.0   4.0 999.0 99.0 99.00
2015 01 09 16 50 999 99.0 99.0  3.05 10.00  7.15  10  999.0   0.8   4.0 999.0 99.0 99.00
2015 01 09 17 50 999 99.0 99.0  2.99  9.09  7.25   6  999.0   0.7   4.0 999.0 99.0 99.00
2015 01 09 18 50 999 99.0 99.0  3.26 10.00  7.73   8  999.0   0.4   4.0 999.0 99.0 99.00
2015 01 09 19 50 999 99.0 99.0  3.23  9.09  7.59   8  999.8  -0.1   3.9 999.0 99.0 99.00
2015 01 09 20 50 999 99.0 99.0  2.83  9.09  7.37  15  999.9  -0.1   3.9 999.0 99.0 99.00
2015 01 09 21 50 999 99.0 99.0  2.75 10.00  7.21 353 1000.0   0.5   3.9 999.0 99.0 99.00
2015 01 09 22 50 999 99.0 99.0  2.84  9.09  7.52 357  999.9   0.7   3.9 999.0 99.0 99.00
2015 01 09 23 50 999 99.0 99.0  2.59 10.00  7.50 356  999.8   0.5   4.0 999.0 99.0 99.00
2015 01 10 00 50 999 99.0 99.0  2.61 10.00  7.57 350  999.6   0.7   3.9 999.0 99.0 99.00
2015 01 10 01 50 999 99.0 99.0  2.80 10.00  7.87 359  999.5   0.6   3.9 999.0 99.0 99.00
2015 01 10 02 50 999 99.0 99.0  2.67 10.00  7.84 355  999.9   0.8   3.9 999.0 99.0 99.00
2015 01 10 03 50 999 99.0 99.0  2.53 10.81  7.58 341 1000.2   0.8   3.9 999.0 99.0 99.00
2015 01 10 04 50 999 99.0 99.0  2.62 12.90  7.81 242 1000.2   0.9   3.9 999.0 99.0 99.00
2015 01 10 05 50 999 99.0 99.0  2.52 12.90  8.02 231 1000.5   0.9   3.9 999.0 99.0 99.00
2015 01 10 06 50 999 99.0 99.0  2.60 10.00  8.04 349 1000.8   0.8   3.9 999.0 99.0 99.00
2015 01 10 07 50 999 99.0 99.0  2.50 10.00  8.03 350 1000.9   0.7   3.9 999.0 99.0 99.00
2015 01 10 08 50 999 99.0 99.0  2.56 10.00  8.09 358 1001.1   0.6   3.9 999.0 99.0 99.00
2015 01 10 09 50 999 99.0 99.0  2.35 10.00  8.15 339 1001.1   0.7   3.9 999.0 99.0 99.00
2015 01 10 10 50 999 99.0 99.0  2.46 11.43  8.33 237 1001.4   0.9   3.8 999.0 99.0 99.00
2015 01 10 11 50 999 99.0 99.0  2.18 10.00  8.00 351 1001.3   0.9   3.9 999.0 99.0 99.00
2015 01 10 12 50 999 99.0 99.0  2.24 12.90  8.23 231 1001.3   1.0   4.0 999.0 99.0 99.00
2015 01 10 13 50 999 99.0 99.0  2.37  9.09  8.03 354 1001.1   1.0   4.0 999.0 99.0 99.00
