#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 10 02 00 192 10.5 13.1  5.67 12.12  9.57 999  985.0   2.9   2.5 999.0 99.0 99.00
2007 01 10 03 00 192 10.2 12.3  5.12 13.79  9.17 999  985.1   3.0   2.5 999.0 99.0 99.00
2007 01 10 04 00 190 11.5 13.4  5.55 12.90  9.28 999  985.2   2.9   2.5 999.0 99.0 99.00
2007 01 10 05 00 184 10.7 13.1  5.84 16.00  9.56 999  985.2   2.8   2.5 999.0 99.0 99.00
2007 01 10 06 00 185 11.3 13.6  5.47 19.05  9.71 999  985.4   2.9   2.5   2.7 99.0 99.00
2007 01 10 07 00 173 12.1 14.4  5.58 19.05 10.03 999  986.2   2.5   2.5 999.0 99.0 99.00
2007 01 10 08 00 167 11.6 14.1  5.71 17.39 10.38 999  986.2   2.8   2.5 999.0 99.0 99.00
2007 01 10 09 00 166 10.9 13.8  6.58 19.05 11.13 999  985.7   2.9   2.5 999.0 99.0 99.00
2007 01 10 10 00 170 11.0 14.4  6.69 17.39 11.24 999  985.4   2.4   2.5 999.0 99.0 99.00
2007 01 10 11 00 170 10.0 12.6  6.37 17.39 11.04 999  984.8   2.6   2.5 999.0 99.0 99.00
2007 01 10 12 00 172 10.1 12.0  5.92 17.39 10.39 999  984.5   2.6   2.5 999.0 99.0 99.00
2007 01 10 13 00 183  9.4 11.6  6.33 14.81 10.70 999  984.4   2.6   2.5 999.0 99.0 99.00
2007 01 10 14 00 186  7.3  9.9  5.83 19.05 10.38 999  984.3   1.8   2.5 999.0 99.0 99.00
2007 01 10 15 00 170  9.0 11.5  6.39 14.81 10.59 999  983.8   2.5   2.5 999.0 99.0 99.00
2007 01 10 16 00 171  8.4 11.2  5.88 17.39 10.28 999  983.5   1.6   2.5 999.0 99.0 99.00
2007 01 10 17 00 169  8.9 10.5  5.46 16.00  9.97 999  983.1   1.6   2.5 999.0 99.0 99.00
2007 01 10 18 00 176  8.8 11.2 99.00 99.00 99.00 999  982.9   1.9   2.5 999.0 99.0 99.00
2007 01 10 19 00 187 10.3 13.0  5.74 17.39 10.40 999  983.1   1.3   2.5 999.0 99.0 99.00
2007 01 10 20 00 191 10.6 13.4  5.72 16.00 10.21 999  983.2   2.1   2.5 999.0 99.0 99.00
2007 01 10 21 00 182 12.0 14.0  5.00 16.00  9.61 999  983.5   1.2   2.5 999.0 99.0 99.00
2007 01 10 22 00 187 10.7 12.5  4.97 16.00  9.10 999  983.7   2.1   2.5 999.0 99.0 99.00
2007 01 10 23 00 190 10.6 13.0  5.15 16.00  9.58 999  983.8   2.2   2.5 999.0 99.0 99.00
2007 01 11 00 00 194 11.0 12.9  4.86 14.81  9.45 999  984.0   2.1   2.5 999.0 99.0 99.00
2007 01 11 01 00 194 10.8 12.9  4.79 12.90  9.21 999  984.1   1.8   2.5 999.0 99.0 99.00
2007 01 11 02 00 197 11.0 13.1  4.76 14.81  9.24 999  984.2   1.5   2.5 999.0 99.0 99.00
2007 01 11 03 00 196 10.9 13.0  4.66 14.81  8.93 999  984.5   1.8   2.5 999.0 99.0 99.00
2007 01 11 04 00 203 10.5 12.6  4.52 13.79  8.88 999  985.1   1.9   2.5 999.0 99.0 99.00
2007 01 11 05 00 196 10.3 12.0  4.51 16.00  9.08 999  985.6   1.7   2.5 999.0 99.0 99.00
2007 01 11 06 00 193 10.4 12.8  4.21 16.00  8.74 999  986.0   2.1   2.5 999.0 99.0 99.00
2007 01 11 07 00 196 10.0 11.8  4.75 16.00  9.45 999  986.4   2.2   2.5 999.0 99.0 99.00
2007 01 11 08 00 185  9.5 11.5  4.22 13.79  9.08 999  986.6   2.1   2.5 999.0 99.0 99.00
2007 01 11 09 00 183  8.9 11.1  4.41 16.00  9.04 999  986.6   2.3   2.5 999.0 99.0 99.00
2007 01 11 10 00 174  7.0  9.2  4.29 13.79  8.82 999  986.7   1.7   2.5 999.0 99.0 99.00
2007 01 11 11 00 187 11.4 13.8  4.33 13.79  9.32 999  987.0   1.1   2.5 999.0 99.0 99.00
2007 01 11 13 00 180 10.1 12.4  4.34 13.79  8.88 999  986.8   1.6   2.5 999.0 99.0 99.00
2007 01 11 14 00 158  9.8 11.4  4.35 13.79  8.82 999  986.6   1.6   2.4 999.0 99.0 99.00
2007 01 11 15 00 169 10.2 12.1  4.30 12.90  8.76 999  986.3   2.0   2.4 999.0 99.0 99.00
2007 01 11 16 00 160 11.6 13.4  4.03 13.79  8.20 999  986.0   2.0   2.4 999.0 99.0 99.00
2007 01 11 17 00 159 12.4 14.1  4.20 12.90  8.11 999  985.6   1.2   2.5 999.0 99.0 99.00
2007 01 11 18 00 157 12.7 15.5  4.16 12.90  8.05 999  985.0   1.9   2.5 999.0 99.0 99.00
2007 01 11 19 00 159 12.7 15.4  4.47 12.90  8.03 999  984.8   1.6   2.5 999.0 99.0 99.00
2007 01 11 20 00 151 12.3 14.7  4.00 13.79  7.54 999  984.9   1.1   2.5 999.0 99.0 99.00
2007 01 11 21 00 152 10.0 11.7  4.15 12.90  7.63 999  985.0   1.2   2.4 999.0 99.0 99.00
2007 01 11 22 00 201  7.2  9.0 99.00 99.00 99.00 999  985.4   1.1   2.4 999.0 99.0 99.00
2007 01 11 23 00 222  9.6 11.8  4.11 12.12  8.42 999  985.9   2.3   2.5 999.0 99.0 99.00
2007 01 12 00 00 218 10.5 13.0  3.62 13.79  8.06 999  986.5   2.3   2.5 999.0 99.0 99.00
2007 01 12 01 00 219  9.7 12.1  3.91 13.79  8.56 999  986.6   2.4   2.5 999.0 99.0 99.00
2007 01 12 02 00 213  9.9 12.0  3.64 13.79  8.08 999  987.1   2.4   2.5 999.0 99.0 99.00
2007 01 12 03 00 210 10.2 12.0  4.05 12.12  8.38 999  987.7   2.3   2.5 999.0 99.0 99.00
2007 01 12 04 00 207 10.7 14.6  4.19 13.79  8.30 999  988.4   1.9   2.4 999.0 99.0 99.00
2007 01 12 05 00 207 10.5 12.2  4.00 13.79  8.70 999  988.8   1.2   2.4 999.0 99.0 99.00
2007 01 12 06 00 200  8.7 11.0  3.79 12.12  8.06 999  989.1   2.0   2.5 999.0 99.0 99.00
2007 01 12 07 00 185  7.9 10.5  3.79 11.43  8.17 999  989.4   1.5   2.5 999.0 99.0 99.00
2007 01 12 08 00 202  7.8  9.3  3.78 12.12  8.24 999  989.8   2.1   2.4 999.0 99.0 99.00
2007 01 12 09 00 203  6.4  8.2  3.53 12.90  8.11 999  990.1   1.6   2.4 999.0 99.0 99.00
2007 01 12 10 00 195  7.3  8.9  3.47 12.12  8.18 999  990.6   1.5   2.4 999.0 99.0 99.00
2007 01 12 11 00 204  6.3  7.7  3.69 12.12  8.25 999  991.0   1.7   2.4 999.0 99.0 99.00
2007 01 12 12 00 212  6.9  9.1  3.30 11.43  7.94 999  991.4   0.9   2.4 999.0 99.0 99.00
2007 01 12 13 00 202  4.2  5.5  3.26 12.12  8.03 999  991.5   1.4   2.4 999.0 99.0 99.00
2007 01 12 14 00 228  5.3  6.8  3.22 12.90  8.13 999  991.7   1.4   2.4 999.0 99.0 99.00
2007 01 12 15 00 205  5.1  6.4  2.98 13.79  8.14 999  991.7   1.9   2.4 999.0 99.0 99.00
2007 01 12 16 00 212  4.7  5.8  2.96 12.90  8.37 999  992.0   1.8   2.4 999.0 99.0 99.00
2007 01 12 17 00 203  2.8  3.9  3.11 11.43  8.46 999  992.1   1.9   2.4 999.0 99.0 99.00
2007 01 12 18 00 231  5.2  7.6 99.00 99.00 99.00 999  992.6   1.6   2.4 999.0 99.0 99.00
2007 01 12 19 00 201  3.1  4.0  3.31 12.12  8.69 999  993.0   1.8   2.4 999.0 99.0 99.00
2007 01 12 20 00 232  4.2  5.5  2.92 12.90  8.42 999  993.5   1.2   2.4 999.0 99.0 99.00
2007 01 12 21 00 202  0.7  1.6  2.85 10.81  8.48 999  994.2   0.9   2.4 999.0 99.0 99.00
2007 01 12 22 00 152  0.7  1.4  2.85 10.81  8.51 999  994.6   1.1   2.4 999.0 99.0 99.00
2007 01 12 23 00 230  3.4  4.4  2.86 12.12  8.23 999  995.0   1.8   2.4 999.0 99.0 99.00
2007 01 13 00 00 225  7.4  8.9  2.58 12.90  8.02 999  995.5   0.4   2.4 999.0 99.0 99.00
2007 01 13 01 00 255  2.0  3.1  2.75 12.90  8.24 999  995.8   0.3   2.4 999.0 99.0 99.00
2007 01 13 03 00 228  5.0  6.4  2.44 12.90  7.96 999  996.6   1.6   2.4 999.0 99.0 99.00
2007 01 13 04 00 211  5.1  5.9  2.73 12.90  8.33 999  997.3   1.3   2.4 999.0 99.0 99.00
2007 01 13 05 00 211  6.5  7.7  2.48 12.12  7.92 999  998.1   1.3   2.4 999.0 99.0 99.00
2007 01 13 06 00 210  5.3  6.9  2.73 12.90  8.18 999  998.6   1.1   2.3 999.0 99.0 99.00
2007 01 13 07 00 207  6.0  8.0  2.33 12.90  7.91 999  999.2   1.3   2.3 999.0 99.0 99.00
2007 01 13 08 00 209  5.6  6.8  2.28 12.12  7.70 999  999.9   1.4   2.3 999.0 99.0 99.00
2007 01 13 09 00 192  6.4  7.5  2.39 11.43  8.11 999 1000.4   1.5   2.3 999.0 99.0 99.00
2007 01 13 10 00 174  5.4  6.5  2.42 12.12  7.99 999 1000.7   1.5   2.3 999.0 99.0 99.00
2007 01 13 11 00 180  5.0  6.2  2.32 11.43  7.87 999 1001.1   1.5   2.3 999.0 99.0 99.00
2007 01 13 12 00 176  4.7  5.5  2.58 12.12  8.15 999 1001.4   1.5   2.4 999.0 99.0 99.00
2007 01 13 13 00 167  3.0  3.8  2.44 12.12  7.93 999 1001.5   1.6   2.4 999.0 99.0 99.00
2007 01 13 14 00 148  3.1  3.9  2.25 12.12  7.73 999 1001.9   1.5   2.4 999.0 99.0 99.00
2007 01 13 15 00 146  2.8  3.5  2.26 12.12  7.58 999 1002.2   1.5   2.3 999.0 99.0 99.00
2007 01 13 16 00 152  2.3  2.8  2.14 12.12  7.56 999 1002.7   1.5   2.3 999.0 99.0 99.00
2007 01 13 17 00 186  3.1  3.7  2.22  8.33  7.47 999 1003.2   1.0   2.4 999.0 99.0 99.00
2007 01 13 18 00 196  1.3  2.1  2.02 11.43  7.37 999 1003.4   1.0   2.3 999.0 99.0 99.00
2007 01 13 19 00 181  1.3  1.8  2.17 11.43  7.44 999 1003.9   1.1   2.3 999.0 99.0 99.00
2007 01 13 20 00 151  1.3  2.0 99.00 99.00 99.00 999 1004.3   1.1   2.3 999.0 99.0 99.00
2007 01 13 21 00 154  0.8  1.3  2.13  7.69  7.17 999 1005.0   1.0   2.3 999.0 99.0 99.00
2007 01 13 22 00 140  0.9  1.6  2.19 10.81  7.36 999 1005.3   1.1   2.2 999.0 99.0 99.00
2007 01 13 23 00 171  2.2  3.1  1.97 10.81  7.16 999 1005.6   1.3   2.3 999.0 99.0 99.00
2007 01 14 01 00 207  4.5  5.5  2.00 10.81  7.27 999 1006.2   1.3   2.4 999.0 99.0 99.00
2007 01 14 02 00 209  3.0  3.7  1.93 10.81  7.37 999 1006.6   1.2   2.4 999.0 99.0 99.00
2007 01 14 03 00 228  2.7 99.0 99.00 99.00 99.00 999 1006.9   1.2   2.4 999.0 99.0 99.00
2007 01 14 04 00 214  3.7  4.3  1.78  9.09  7.18 999 1007.5   1.2   2.5 999.0 99.0 99.00
2007 01 14 05 00 182  3.1  4.7  1.92 10.81  7.45 999 1008.0   1.3   2.4 999.0 99.0 99.00
2007 01 14 06 00 180  2.5  3.7  1.92 10.81  7.32 999 1008.3   1.2   2.4 999.0 99.0 99.00
2007 01 14 07 00 205  2.4  3.1  2.02 10.00  7.45 999 1008.8   1.3   2.4 999.0 99.0 99.00
2007 01 14 08 00 208  2.3  3.3  1.82 11.43  7.37 999 1009.3   1.3   2.4 999.0 99.0 99.00
2007 01 14 09 00 190  3.2  4.2  1.75 10.81  7.18 999 1009.6   1.4   2.4 999.0 99.0 99.00
2007 01 14 10 00 190  2.3  3.3  1.87 10.00  7.49 999 1010.0   1.4   2.4 999.0 99.0 99.00
2007 01 14 11 00 197  2.4  3.1  1.73 11.43  7.05 999 1010.4   1.4   2.4 999.0 99.0 99.00
2007 01 14 12 00 171  2.6  3.4  1.74 10.81  7.13 999 1010.7   1.4   2.4 999.0 99.0 99.00
2007 01 14 13 00 164  3.2  3.9  1.88 10.81  7.43 999 1010.9   1.5   2.4 999.0 99.0 99.00
2007 01 14 14 00 181  4.3  5.0  1.97 10.00  7.80 999 1011.2   1.0   2.4 999.0 99.0 99.00
2007 01 14 15 00 186  3.8  4.5  1.85 10.81  7.73 999 1011.3   0.6   2.4 999.0 99.0 99.00
2007 01 14 16 00 195  3.2  3.9  2.01 10.81  7.95 999 1011.6   0.8   2.4 999.0 99.0 99.00
2007 01 14 17 00 209  2.5  3.3 99.00 99.00 99.00 999 1011.9   0.8   2.5 999.0 99.0 99.00
2007 01 14 18 00 165  2.5  3.3  2.51 11.43  8.61 999 1011.9   0.9   2.5 999.0 99.0 99.00
2007 01 14 19 00 146  2.6  3.2  2.36 10.81  8.38 999 1011.9   0.9   2.4 999.0 99.0 99.00
2007 01 14 20 00 130  2.0  3.0  2.61 10.00  8.47 999 1012.0   0.8   2.4 999.0 99.0 99.00
2007 01 14 21 00  91  3.1  3.9  2.26 10.81  8.19 999 1012.2   0.8   2.4 999.0 99.0 99.00
2007 01 14 22 00  97  4.0  4.9  2.67 10.81  8.50 999 1012.4   1.1   2.4 999.0 99.0 99.00
2007 01 14 23 00  98  2.3  3.8  2.60 11.43  8.37 999 1012.6   1.3   2.4 999.0 99.0 99.00
2007 01 15 00 00  86  3.2  4.8  2.60 10.81  8.51 999 1012.4   1.0   2.4 999.0 99.0 99.00
2007 01 15 01 00 127  3.9  5.5  2.30 10.81  8.08 999 1012.4   1.2   2.4 999.0 99.0 99.00
2007 01 15 02 00 127  5.8  8.0  2.40 10.00  7.97 999 1012.3   1.6   2.4 999.0 99.0 99.00
2007 01 15 03 00 119  5.9  7.4  2.32 10.81  8.20 999 1012.1   2.0   2.4 999.0 99.0 99.00
2007 01 15 04 00 114  5.2  6.3  2.44 10.81  8.11 999 1012.1   1.6   2.4 999.0 99.0 99.00
2007 01 15 05 00 118  6.4  7.7  2.13 10.81  7.79 999 1012.0   1.8   2.4 999.0 99.0 99.00
2007 01 15 06 00 121  6.7  7.8  2.14 10.81  7.74 999 1011.9   1.9   2.4 999.0 99.0 99.00
2007 01 15 07 00 115  8.2  9.8  2.00 10.81  7.61 999 1011.6   1.9   2.3 999.0 99.0 99.00
2007 01 15 08 00 120  8.9 10.8  2.14 10.00  7.42 999 1011.5   1.9   2.4 999.0 99.0 99.00
2007 01 15 09 00 117  9.7 11.2  2.08 10.81  6.85 999 1011.3   2.0   2.4 999.0 99.0 99.00
2007 01 15 10 00 116 10.6 12.6  2.10 10.81  6.28 999 1011.2   2.0   2.4 999.0 99.0 99.00
2007 01 15 11 00 111 10.9 12.9  1.98 10.81  5.97 999 1010.8   2.0   2.4 999.0 99.0 99.00
2007 01 15 12 00 117 11.4 14.5  2.25 10.81  5.92 999 1010.1   2.0   2.4 999.0 99.0 99.00
2007 01 15 13 00 122  7.9 10.4  1.97 10.00  5.45 999 1009.7   0.9   2.4 999.0 99.0 99.00
2007 01 15 14 00 118 10.0 12.4  1.91 10.81  5.44 999 1009.4   2.1   2.4 999.0 99.0 99.00
2007 01 15 16 00 121 11.2 12.9 99.00 99.00 99.00 999 1008.1   1.3   2.4 999.0 99.0 99.00
2007 01 15 17 00 134 12.2 16.3  1.89  6.67  5.21 999 1007.8   1.4   2.4 999.0 99.0 99.00
2007 01 15 18 00 125 10.5 12.3  2.07 10.00  5.44 999 1007.1   1.5   2.4 999.0 99.0 99.00
2007 01 15 19 00 126 12.2 15.4  2.04  6.25  5.54 999 1007.0   1.9   2.4 999.0 99.0 99.00
2007 01 15 20 00 124 10.3 12.1  2.37  7.14  5.70 999 1006.7   1.9   2.4 999.0 99.0 99.00
2007 01 15 21 00 123 11.7 14.7  2.46  7.14  5.78 999 1006.8   1.5   2.4 999.0 99.0 99.00
2007 01 15 22 00 115 13.0 14.9  2.78  7.14  6.05 999 1006.9   1.6   2.4 999.0 99.0 99.00
2007 01 15 23 00 111 10.7 14.0  2.70  7.69  6.00 999 1006.4   1.6   2.4 999.0 99.0 99.00
2007 01 16 00 00 109 12.4 14.6  2.66  7.69  6.00 999 1005.8   1.5   2.4 999.0 99.0 99.00
2007 01 16 01 00 101 12.4 15.2  2.96  7.69  6.17 999 1004.8   1.3   2.4 999.0 99.0 99.00
2007 01 16 02 00  99 12.3 15.2  2.89  7.69  6.12 999 1003.7   0.9   2.4 999.0 99.0 99.00
2007 01 16 03 00  96 14.4 17.3  3.07  7.69  6.13 999 1003.5   1.3   2.4 999.0 99.0 99.00
2007 01 16 04 00  94 14.3 16.9  3.20  7.69  6.13 999 1002.8   1.1   2.5 999.0 99.0 99.00
2007 01 16 05 00  81 16.4 19.6  3.56  8.33  6.26 999 1002.2   1.0   2.4 999.0 99.0 99.00
2007 01 16 06 00  81 16.2 19.4  4.11  9.09  7.00 999 1001.5   0.7   2.4 999.0 99.0 99.00
2007 01 16 07 00  76 17.0 20.9  4.20  9.09  6.86 999 1001.3   0.6   2.4 999.0 99.0 99.00
2007 01 16 08 00  71 17.0 20.9  4.21 10.00  6.85 999 1000.6   0.3   2.4 999.0 99.0 99.00
2007 01 16 09 00  71 17.9 20.5  4.29  9.09  6.85 999 1000.0   0.2   2.4 999.0 99.0 99.00
2007 01 16 10 00  67 19.2 22.2  4.90 10.00  7.31 999  999.5   0.0   2.4 999.0 99.0 99.00
2007 01 16 11 00  68 19.6 24.0  5.06  9.09  7.41 999  998.6  -0.1   2.4 999.0 99.0 99.00
2007 01 16 12 00  67 18.1 24.6  5.24 10.00  7.34 999  997.1   0.0   2.4 999.0 99.0 99.00
2007 01 16 13 00  58 18.2 22.5  5.32 10.81  7.30 999  996.0  -0.2   2.4 999.0 99.0 99.00
2007 01 16 14 00  57 20.8 24.6  5.43 10.81  7.51 999  995.2  -0.7   2.4 999.0 99.0 99.00
2007 01 16 15 00  59 20.2 24.6  6.15 11.43  8.22 999  994.3  -0.5   2.4 999.0 99.0 99.00
2007 01 16 16 00  60 21.3 25.7  6.39 12.12  8.20 999  993.7  -0.6   2.4 999.0 99.0 99.00
2007 01 16 17 00  56 20.9 25.4  6.75 12.12  8.51 999  993.1  -0.6   2.4 999.0 99.0 99.00
2007 01 16 18 00  53 20.9 25.7  7.26 12.12  8.74 999  992.7  -1.0   2.4 999.0 99.0 99.00
2007 01 16 19 00  60 20.2 23.7  7.78 12.12  9.16 999  992.4  -0.8   2.4 999.0 99.0 99.00
2007 01 16 20 00  54 19.9 23.8  7.44 12.12  9.15 999  992.7  -0.8   2.4 999.0 99.0 99.00
2007 01 16 21 00  56 19.9 23.2  7.86 11.43  9.18 999  992.5  -0.7   2.4 999.0 99.0 99.00
2007 01 16 22 00  55 18.8 22.6  7.63 12.12  9.29 999  992.1  -0.7   2.4 999.0 99.0 99.00
2007 01 16 23 00  51 18.6 23.5  7.68 11.43  9.23 999  991.8  -0.8   2.4 999.0 99.0 99.00
2007 01 17 00 00  50 18.4 22.1  7.72 12.90  9.09 999  991.8  -1.0   2.4 999.0 99.0 99.00
2007 01 17 01 00  49 18.6 23.0  7.31 13.79  8.91 999  991.2  -1.1   2.4 999.0 99.0 99.00
2007 01 17 02 00  49 19.9 23.8  7.09 12.90  8.93 999  990.7  -1.3   2.4 999.0 99.0 99.00
2007 01 17 03 00  43 18.7 22.2  7.13 11.43  8.85 999  990.7  -1.3   2.4 999.0 99.0 99.00
2007 01 17 04 00  39 18.7 22.7  6.78 12.12  8.62 999  990.6  -1.6   2.4 999.0 99.0 99.00
2007 01 17 05 00  46 19.6 23.5  6.91 13.79  8.69 999  990.8  -1.7   2.4 999.0 99.0 99.00
2007 01 17 06 00  47 18.2 25.5  6.94 11.43  8.81 999  990.4  -1.6   2.4 999.0 99.0 99.00
2007 01 17 07 00  43 19.7 24.2  6.57 11.43  8.50 999  990.2  -1.8   2.4 999.0 99.0 99.00
2007 01 17 08 00  46 19.0 22.9  6.88 12.12  8.55 999  989.6  -1.9   2.4 999.0 99.0 99.00
2007 01 17 09 00  43 19.0 23.3  6.55 11.43  8.53 999  989.8  -1.9   2.4 999.0 99.0 99.00
2007 01 17 10 00  33 19.7 25.6  7.32 12.90  8.75 999  990.1  -2.1   2.4 999.0 99.0 99.00
2007 01 17 11 00  39 18.4 22.8  7.56 10.81  8.84 999  989.9  -2.1   2.4 999.0 99.0 99.00
2007 01 17 12 00  38 19.1 23.5 99.00 99.00 99.00 999  989.4  -2.3   2.4 999.0 99.0 99.00
2007 01 17 13 00  34 19.1 25.0  6.34 12.12  8.20 999  989.3  -2.3   2.4 999.0 99.0 99.00
2007 01 17 14 00  35 18.8 24.1  6.91 11.43  8.45 999  989.2  -2.5   2.4 999.0 99.0 99.00
2007 01 17 15 00  30 18.6 99.0 99.00 99.00 99.00 999 9999.0  -2.8 999.0 999.0 99.0 99.00
2007 01 17 16 00  29 18.9 23.6 99.00 99.00 99.00 999  988.8  -2.8   2.4 999.0 99.0 99.00
2007 01 17 17 00  30 18.3 22.7 99.00 99.00 99.00 999  988.8  -2.6   2.4 999.0 99.0 99.00
2007 01 17 18 00  29 18.7 22.7  6.09 12.12  8.46 999  988.6  -2.7   2.4 999.0 99.0 99.00
2007 01 17 19 00  33 18.6 22.5  6.43 11.43  8.22 999  988.8  -2.5   2.4 999.0 99.0 99.00
2007 01 17 20 00  31 17.8 21.0  6.31 10.81  8.31 999  988.9  -2.3   2.4 999.0 99.0 99.00
2007 01 17 21 00  30 18.9 22.6  6.36 11.43  8.33 999  989.3  -2.6   2.4 999.0 99.0 99.00
2007 01 17 22 00  26 18.6 22.6 99.00 99.00 99.00 999  989.4  -2.4   2.4 999.0 99.0 99.00
2007 01 18 00 00  25 17.9 21.4  5.94 11.43  7.77 999  989.6  -2.5   2.4 999.0 99.0 99.00
2007 01 18 01 00  20 17.7 21.3  5.84 11.43  7.69 999  989.7  -2.6   2.4 999.0 99.0 99.00
2007 01 18 02 00  29 17.0 21.2  5.46 11.43  7.71 999  989.6  -2.6   2.4 999.0 99.0 99.00
2007 01 18 03 00  25 18.6 22.1 99.00 99.00 99.00 999  989.9  -2.4   2.4 999.0 99.0 99.00
2007 01 18 04 00  25 17.3 21.0  5.74 11.43  7.77 999  990.6  -2.5   2.4 999.0 99.0 99.00
2007 01 18 05 00  26 17.4 20.9  5.77 10.81  7.87 999  991.1  -2.5   2.3 999.0 99.0 99.00
2007 01 18 06 00  26 16.4 19.9  6.04 11.43  7.98 999  991.4  -2.5   2.4 999.0 99.0 99.00
2007 01 18 07 00  29 17.3 21.1 99.00 99.00 99.00 999  992.1  -2.6   2.4 999.0 99.0 99.00
2007 01 18 08 00  20 18.2 21.6  5.41 10.81  7.74 999  992.1  -2.8   2.4 999.0 99.0 99.00
2007 01 18 09 00  13 16.8 19.9  5.26 10.81  7.72 999  992.3  -2.6   2.4 999.0 99.0 99.00
2007 01 18 10 00  12 18.7 22.8  5.54 11.43  7.80 999  992.5  -2.7   2.4 999.0 99.0 99.00
2007 01 18 11 00   8 17.9 21.0  5.38 11.43  7.48 999  992.9  -2.7   2.4 999.0 99.0 99.00
2007 01 18 12 00  11 18.4 22.2  5.61 11.43  7.56 999  993.4  -2.8   2.4 999.0 99.0 99.00
2007 01 18 13 00  13 18.2 22.0  6.11 11.43  7.69 999  993.2  -2.7   2.4 999.0 99.0 99.00
2007 01 18 14 00  13 17.0 20.5  5.37 11.43  7.61 999  993.7  -2.6   2.4 999.0 99.0 99.00
2007 01 18 15 00  18 17.9 20.4  5.30 11.43  7.53 999  993.8  -2.8   2.4 999.0 99.0 99.00
2007 01 18 16 00  14 17.7 22.4  5.44 11.43  7.72 999  994.5  -2.8   2.4 999.0 99.0 99.00
2007 01 18 17 00  19 16.8 19.9  5.52 11.43  7.80 999  995.5  -2.9   2.5 999.0 99.0 99.00
2007 01 18 18 00  22 17.0 20.7  5.19 11.43  7.92 999  996.3  -3.1   2.5 999.0 99.0 99.00
2007 01 18 19 00  15 16.4 20.3  5.37 11.43  7.77 999  996.5  -3.2   2.4 999.0 99.0 99.00
2007 01 18 20 00  19 16.5 19.4  4.76 10.81  7.65 999  997.1  -3.0   2.4 999.0 99.0 99.00
2007 01 18 21 00  21 16.9 20.7  4.90 10.81  7.62 999  997.6  -3.0   2.4 999.0 99.0 99.00
2007 01 18 22 00  11 16.0 20.1  5.16 10.81  7.79 999  997.9  -3.2   2.4 999.0 99.0 99.00
2007 01 18 23 00  23 15.6 18.8  4.86 10.81  7.46 999  998.1  -3.4   2.4 999.0 99.0 99.00
2007 01 19 00 00   7 15.4 20.5  4.51 10.81  7.27 999  998.3  -3.5   2.3 999.0 99.0 99.00
2007 01 19 01 00  12 15.9 20.7  4.41 10.00  7.02 999  998.6  -3.6   2.3 999.0 99.0 99.00
2007 01 19 02 00  11 14.6 17.8  4.53 10.00  6.95 999  998.4  -3.2   2.3 999.0 99.0 99.00
2007 01 19 03 00  10 15.4 18.7  4.29 10.00  7.10 999  998.9  -3.4   2.3 999.0 99.0 99.00
2007 01 19 04 00  13 14.7 18.0  3.99  8.33  6.62 999  999.5  -3.6   2.3 999.0 99.0 99.00
2007 01 19 05 00  20 14.5 17.4  4.32 10.00  6.98 999 1000.0  -3.4   2.3  -7.9 99.0 99.00
2007 01 19 06 00  12 14.4 17.7  4.07  9.09  6.97 999 1000.8  -3.8   2.3  -6.5 99.0 99.00
2007 01 19 07 00  17 13.8 17.5  3.87  9.09  6.87 999 1001.1  -3.6   2.3  -7.8 99.0 99.00
2007 01 19 08 00  26 14.6 18.1  3.92  9.09  7.16 999 1001.7  -3.9   2.3  -8.3 99.0 99.00
2007 01 19 09 00  15 13.2 16.8  3.98  9.09  7.06 999 1002.3  -3.9   2.3  -7.4 99.0 99.00
2007 01 19 10 00  20 13.5 17.0  3.33  8.33  6.54 999 1002.9  -3.4   2.3  -7.1 99.0 99.00
2007 01 19 11 00  15 12.8 15.6  3.47  9.09  6.79 999 1003.1  -3.6   2.3  -8.3 99.0 99.00
2007 01 19 12 00  25 13.6 16.7  3.46  9.09  6.64 999 1003.3  -3.6   2.3  -8.5 99.0 99.00
2007 01 19 13 00   5 13.5 17.2  3.38  9.09  6.30 999 1003.1  -3.6   2.3  -7.3 99.0 99.00
2007 01 19 14 00   6 12.7 15.1  3.30  8.33  6.22 999 1003.3  -3.8   2.3  -8.4 99.0 99.00
2007 01 19 15 00   9 12.3 15.9  3.58  9.09  6.46 999 1003.5  -3.6   2.3  -7.5 99.0 99.00
2007 01 19 16 00   0 11.3 14.8  3.17  9.09  6.31 999 1003.9  -3.8   2.3  -8.7 99.0 99.00
2007 01 19 17 00   6 11.5 14.2  2.95  8.33  6.02 999 1004.1  -3.7   2.3  -7.7 99.0 99.00
2007 01 19 18 00  22 11.2 13.7  2.97  9.09  6.17 999 1004.8  -4.1   2.2  -6.9 99.0 99.00
2007 01 19 19 00  13 10.6 14.1  2.97  9.09  6.31 999 1005.1  -3.9   2.3  -8.0 99.0 99.00
2007 01 19 20 00  23 12.5 15.6  2.91  8.33  6.46 999 1005.7  -4.0   2.3  -6.5 99.0 99.00
2007 01 19 21 00 359  8.6 13.2  2.90  9.09  6.28 999 1005.9  -4.3   2.2  -7.8 99.0 99.00
2007 01 19 22 00   2 10.2 14.4  2.94  7.14  6.37 999 1006.3  -4.5   2.3  -7.5 99.0 99.00
