YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 03 20 05 00 999 99.0 99.0  1.61  8.33  5.30 999 1015.8   3.2   2.6   2.9 99.0 99.00
2005 03 20 06 00 999 99.0 99.0  1.76  8.33  5.53 999 1016.2   3.1   2.6   2.7 99.0 99.00
2005 03 20 07 00 999 99.0 99.0  1.78  7.69  5.64 999 1016.3   3.3   2.6   2.7 99.0 99.00
2005 03 20 08 00 999 99.0 99.0  1.81  7.69  5.69 999 1016.1   3.2   2.6   2.5 99.0 99.00
2005 03 20 09 00 999 99.0 99.0  1.78  7.69  5.29 999 1016.5   3.1   2.6   2.7 99.0 99.00
2005 03 20 10 00 999 99.0 99.0  1.77  7.69  5.35 999 1016.5   3.1   2.6   2.8 99.0 99.00
2005 03 20 11 00 999 99.0 99.0  1.80  7.14  5.28 999 1016.4   3.3   2.6   2.7 99.0 99.00
2005 03 20 12 00 999 99.0 99.0  1.92  7.69  5.38 999 1016.5   3.2   2.6   2.7 99.0 99.00
2005 03 20 13 00 999 99.0 99.0  1.82  5.88  5.26 999 1016.4   3.1   2.6   2.9 99.0 99.00
2005 03 20 14 00 999 99.0 99.0  1.67  7.14  5.16 999 1016.4   3.0   2.6   2.9 99.0 99.00
2005 03 20 15 00 999 99.0 99.0  1.74  6.25  5.29 999 1016.5   3.1   2.6   3.0 99.0 99.00
2005 03 20 16 00 999 99.0 99.0  1.74  7.69  5.39 999 1016.6   3.1   2.6   2.9 99.0 99.00
2005 03 20 17 00 999 99.0 99.0  1.76  7.69  5.57 999 1016.6   3.1   2.6   2.8 99.0 99.00
2005 03 20 18 00 999 99.0 99.0  1.76  7.14  5.81 999 1017.0   3.1   2.6   2.8 99.0 99.00
2005 03 20 19 00 999 99.0 99.0  1.72  7.14  5.98 999 1017.0   3.1   2.6   2.7 99.0 99.00
2005 03 20 20 00 999 99.0 99.0  1.87 17.39  6.33 999 1017.4   3.3   2.6   2.6 99.0 99.00
2005 03 20 21 00 999 99.0 99.0  2.21 16.00  7.14 999 1017.5   3.2   2.6   2.6 99.0 99.00
2005 03 20 22 00 999 99.0 99.0  2.38 16.00  7.37 999 1017.5   3.1   2.6   2.7 99.0 99.00
2005 03 20 23 00 999 99.0 99.0  2.54 16.00  7.77 999 1017.5   3.2   2.6   2.8 99.0 99.00
2005 03 21 00 00 999 99.0 99.0  2.66 16.00  8.33 999 1017.3   3.2   2.6   2.9 99.0 99.00
2005 03 21 01 00 999 99.0 99.0  2.92 16.00  9.14 999 1017.1   3.2   2.7   3.0 99.0 99.00
2005 03 21 02 00 999 99.0 99.0  3.22 14.81  9.43 999 1017.0   3.1   2.7   2.9 99.0 99.00
2005 03 21 03 00 999 99.0 99.0  3.20 14.81  9.33 999 1016.8   3.0   2.7   2.8 99.0 99.00
2005 03 21 04 00 999 99.0 99.0  3.38 14.81  9.73 999 1017.0   2.9   2.7   2.8 99.0 99.00
2005 03 21 05 00 999 99.0 99.0  3.46 16.00  9.56 999 1017.1   3.0   2.7   2.8 99.0 99.00
2005 03 21 06 00 999 99.0 99.0  3.20 14.81  9.29 999 1017.4   2.9   2.7   2.6 99.0 99.00
2005 03 21 07 00 999 99.0 99.0  2.79 12.90  8.47 999 1017.8   3.0   2.7   2.7 99.0 99.00
2005 03 21 08 00 999 99.0 99.0  2.81 14.81  8.85 999 1018.2   2.8   2.6   2.5 99.0 99.00
2005 03 21 09 00 999 99.0 99.0  2.75 14.81  8.65 999 1018.1   2.8   2.6   2.6 99.0 99.00
2005 03 21 10 00 999 99.0 99.0  2.55 14.81  8.40 999 1018.3   2.6   2.6   2.4 99.0 99.00
2005 03 21 11 00 999 99.0 99.0  2.54 13.79  8.28 999 1018.4   2.5   2.6   1.4 99.0 99.00
2005 03 21 12 00 999 99.0 99.0  2.48 13.79  7.59 999 1018.3   2.3   2.6   1.1 99.0 99.00
2005 03 21 13 00 999 99.0 99.0  2.63 14.81  7.77 999 1018.2   1.9   2.6   0.5 99.0 99.00
2005 03 21 14 00 999 99.0 99.0  2.59 13.79  7.02 999 1017.9   1.9   2.6   0.2 99.0 99.00
2005 03 21 15 00 999 99.0 99.0  2.51 13.79  7.28 999 1017.9   1.6   2.6  -0.5 99.0 99.00
2005 03 21 16 00 999 99.0 99.0  2.34 13.79  6.83 999 1017.9   1.4   2.6  -1.2 99.0 99.00
2005 03 21 17 00 999 99.0 99.0  2.45 13.79  7.01 999 1018.1   1.5   2.6  -1.6 99.0 99.00
2005 03 21 18 00 999 99.0 99.0  2.49 13.79  6.80 999 1018.3   1.6   2.5  -2.1 99.0 99.00
2005 03 21 19 00 999 99.0 99.0  2.60 12.12  6.36 999 1018.9   1.0   2.5  -3.7 99.0 99.00
2005 03 21 20 00 999 99.0 99.0  2.60 12.90  6.54 999 1019.4   0.6   2.5  -4.9 99.0 99.00
2005 03 21 21 00 999 99.0 99.0  2.81 12.90  6.59 999 1020.2   0.0   2.5  -5.5 99.0 99.00
2005 03 21 22 00 999 99.0 99.0  2.84 12.90  6.14 999 1020.0  -0.4   2.5  -6.8 99.0 99.00
2005 03 21 23 00 999 99.0 99.0  2.65 12.90  5.97 999 1019.9  -0.7   2.5  -6.5 99.0 99.00
2005 03 22 00 00 999 99.0 99.0  2.91  7.69  6.36 999 1019.9  -0.9   2.5  -7.7 99.0 99.00
2005 03 22 01 00 999 99.0 99.0  2.98 12.12  6.66 999 1020.6  -1.1   2.5  -7.6 99.0 99.00
2005 03 22 02 00 999 99.0 99.0  3.12  7.69  6.38 999 1019.8  -1.3   2.5  -8.0 99.0 99.00
2005 03 22 03 00 999 99.0 99.0  3.06  7.69  6.16 999 1019.5  -1.4   2.4  -8.4 99.0 99.00
2005 03 22 04 00 999 99.0 99.0  3.29  8.33  6.46 999 1019.2  -1.5   2.4  -8.6 99.0 99.00
2005 03 22 05 00 999 99.0 99.0  3.13  9.09  6.20 999 1019.2  -1.4   2.4  -9.4 99.0 99.00
2005 03 22 06 00 999 99.0 99.0  3.46  8.33  6.59 999 1019.2  -1.3   2.4  -9.1 99.0 99.00
2005 03 22 07 00 999 99.0 99.0  3.24  8.33  6.46 999 1019.2  -1.4   2.4  -9.6 99.0 99.00
2005 03 22 08 00 999 99.0 99.0  3.36 10.00  6.77 999 1019.1  -1.4   2.5  -8.9 99.0 99.00
2005 03 22 09 00 999 99.0 99.0  3.82  9.09  6.89 999 1018.6  -1.3   2.5 -10.5 99.0 99.00
2005 03 22 10 00 999 99.0 99.0  3.26  9.09  6.59 999 1018.0  -1.5   2.5  -8.1 99.0 99.00
2005 03 22 11 00 999 99.0 99.0  3.26  9.09  6.62 999 1017.4  -1.5   2.4  -8.3 99.0 99.00
2005 03 22 12 00 999 99.0 99.0  3.52 10.00  6.97 999 1016.5  -1.8   2.3  -8.2 99.0 99.00
2005 03 22 13 00 999 99.0 99.0  3.37 10.00  6.80 999 1015.8  -1.8   2.2  -7.3 99.0 99.00
2005 03 22 14 00 999 99.0 99.0  3.65  9.09  7.14 999 1015.0  -2.1   2.2  -8.2 99.0 99.00
2005 03 22 15 00 999 99.0 99.0  3.54 10.00  6.99 999 1014.0  -2.2   2.2  -7.3 99.0 99.00
2005 03 22 16 00 999 99.0 99.0  3.25 10.00  6.84 999 1013.5  -2.2   2.3  -7.2 99.0 99.00
2005 03 22 17 00 999 99.0 99.0  3.07 10.00  6.55 999 1012.6  -2.0   2.3  -9.0 99.0 99.00
2005 03 22 18 00 999 99.0 99.0  3.37 10.00  6.94 999 1012.2  -2.5   2.3  -6.4 99.0 99.00
2005 03 22 19 00 999 99.0 99.0  3.15 10.00  6.38 999 1012.2  -2.5   2.4  -7.2 99.0 99.00
2005 03 22 20 00 999 99.0 99.0  3.14  9.09  6.41 999 1011.7  -3.2   2.4  -5.7 99.0 99.00
2005 03 22 21 00 999 99.0 99.0  3.15 10.00  6.50 999 1011.1  -3.1   2.4  -6.2 99.0 99.00
2005 03 22 22 00 999 99.0 99.0  3.06  9.09  6.21 999 1010.7  -2.5   2.5  -8.8 99.0 99.00
2005 03 22 23 00 999 99.0 99.0  3.14  9.09  6.46 999 1010.1  -2.6   2.5  -8.4 99.0 99.00
2005 03 23 00 00 999 99.0 99.0  2.88  9.09  6.25 999 1009.6  -2.5   2.5  -8.5 99.0 99.00
2005 03 23 01 00 999 99.0 99.0  2.51  9.09  5.95 999 1009.7  -2.7   2.5  -7.1 99.0 99.00
2005 03 23 02 00 999 99.0 99.0  2.58  9.09  6.41 999 1009.4  -2.3   2.5  -9.6 99.0 99.00
2005 03 23 03 00 999 99.0 99.0  2.57  8.33  6.08 999 1009.3  -2.6   2.5  -8.6 99.0 99.00
2005 03 23 04 00 999 99.0 99.0  2.45  9.09  6.07 999 1008.8  -2.4   2.5  -8.0 99.0 99.00
2005 03 23 05 00 999 99.0 99.0  2.37  8.33  5.85 999 1008.8  -2.3   2.5  -7.9 99.0 99.00
2005 03 23 06 00 999 99.0 99.0  2.43  8.33  5.59 999 1008.6  -2.3   2.5  -9.7 99.0 99.00
2005 03 23 07 00 999 99.0 99.0  2.75  9.09  5.74 999 1008.8  -2.4   2.5 -10.4 99.0 99.00
2005 03 23 08 00 999 99.0 99.0  2.94  8.33  6.00 999 1009.1  -2.9   2.5  -8.3 99.0 99.00
2005 03 23 09 00 999 99.0 99.0  2.90  8.33  5.96 999 1009.6  -3.6   2.5  -7.5 99.0 99.00
2005 03 23 10 00 999 99.0 99.0  2.49  7.69  5.70 999 1009.4  -3.1   2.4  -8.6 99.0 99.00
2005 03 23 11 00 999 99.0 99.0  2.44  8.33  5.83 999 1009.5  -3.3   2.4  -7.3 99.0 99.00
2005 03 23 12 00 999 99.0 99.0  2.30  7.69  5.94 999 1009.3  -3.1   2.4  -8.3 99.0 99.00
2005 03 23 13 00 999 99.0 99.0  2.25  7.69  6.08 999 1009.1  -2.9   2.4  -9.7 99.0 99.00
2005 03 23 14 00 999 99.0 99.0  1.98  8.33  6.01 999 1009.1  -3.5   2.3  -6.9 99.0 99.00
2005 03 23 15 00 999 99.0 99.0  1.85  7.14  5.98 999 1009.0  -3.4   2.2  -6.5 99.0 99.00
2005 03 23 16 00 999 99.0 99.0  1.62  7.69  5.81 999 1008.8  -3.5   2.1  -6.6 99.0 99.00
2005 03 23 17 00 999 99.0 99.0  1.70  7.14  6.08 999 1008.8  -4.1   2.1  -5.2 99.0 99.00
2005 03 23 18 00 999 99.0 99.0  1.45  7.14  5.87 999 1008.9  -3.6   2.1  -5.9 99.0 99.00
2005 03 23 19 00 999 99.0 99.0  1.42  7.14  5.68 999 1009.3  -4.4   2.0  -5.2 99.0 99.00
2005 03 23 20 00 999 99.0 99.0  1.36  7.14  5.66 999 1009.1  -3.9   2.0  -5.1 99.0 99.00
2005 03 23 21 00 999 99.0 99.0  1.22  6.67  5.37 999 1009.4  -3.1   2.1  -5.5 99.0 99.00
2005 03 23 22 00 999 99.0 99.0  1.19  6.25  5.46 999 1009.5  -3.9   2.0  -5.1 99.0 99.00
2005 03 23 23 00 999 99.0 99.0  1.13  6.25  5.27 999 1009.5  -3.0   2.1  -5.2 99.0 99.00
2005 03 24 00 00 999 99.0 99.0  1.10  5.88  5.16 999 1009.4  -2.9   2.2  -5.5 99.0 99.00
2005 03 24 01 00 999 99.0 99.0  1.15  6.25  5.25 999 1009.3  -3.0   2.2  -5.4 99.0 99.00
2005 03 24 02 00 999 99.0 99.0  1.08  5.88  5.11 999 1009.4  -2.9   2.2  -5.0 99.0 99.00
2005 03 24 03 00 999 99.0 99.0  0.99  6.25  4.81 999 1009.6  -2.9   2.2  -5.4 99.0 99.00
2005 03 24 04 00 999 99.0 99.0  1.04  5.88  4.93 999 1009.8  -2.8   2.2  -5.6 99.0 99.00
2005 03 24 05 00 999 99.0 99.0  1.02  5.56  4.76 999 1010.6  -2.8   2.2  -4.1 99.0 99.00
2005 03 24 06 00 999 99.0 99.0  1.41  5.56  4.39 999 1011.0  -3.1   2.2  -6.2 99.0 99.00
2005 03 24 07 00 999 99.0 99.0  1.27  4.17  4.25 999 1011.9  -2.4   2.2 -10.3 99.0 99.00
2005 03 24 08 00 999 99.0 99.0  1.16  4.55  4.27 999 1012.6  -1.9   2.2 -10.9 99.0 99.00
2005 03 24 09 00 999 99.0 99.0  1.03  5.56  4.33 999 1013.0  -2.0   2.2 -10.9 99.0 99.00
2005 03 24 10 00 999 99.0 99.0  0.94  5.26  4.61 999 1013.3  -2.0   2.2  -9.3 99.0 99.00
2005 03 24 11 00 999 99.0 99.0  0.96  5.56  4.60 999 1013.5  -2.1   2.2  -9.6 99.0 99.00
2005 03 24 12 00 999 99.0 99.0  0.92  9.09  4.68 999 1013.8  -2.1   2.2  -9.6 99.0 99.00
2005 03 24 13 00 999 99.0 99.0  0.94 12.12  4.95 999 1014.0  -1.9   2.1  -9.8 99.0 99.00
2005 03 24 14 00 999 99.0 99.0  0.92 12.12  5.11 999 1014.4  -1.9   2.1  -8.3 99.0 99.00
2005 03 24 15 00 999 99.0 99.0  0.87 11.43  4.94 999 1014.6  -1.8   2.1  -7.4 99.0 99.00
2005 03 24 16 00 999 99.0 99.0  1.30  7.69  5.72 999 1014.8  -1.7   2.1  -7.5 99.0 99.00
2005 03 24 17 00 999 99.0 99.0  1.44  6.25  5.79 999 1015.3  -1.5   2.1  -7.3 99.0 99.00
2005 03 24 18 00 999 99.0 99.0  1.31  6.67  5.41 999 1015.5  -1.2   2.1  -6.8 99.0 99.00
2005 03 24 19 00 999 99.0 99.0  1.33  6.67  5.25 999 1016.1  -1.1   2.1  -5.8 99.0 99.00
2005 03 24 20 00 999 99.0 99.0  1.30 10.81  5.11 999 1016.9  -0.9   2.1  -4.5 99.0 99.00
2005 03 24 21 00 999 99.0 99.0  1.26  6.25  4.88 999 1017.4  -1.3   2.2  -3.8 99.0 99.00
2005 03 24 22 00 999 99.0 99.0  1.33 10.81  5.32 999 1017.7  -1.3   2.2  -5.9 99.0 99.00
2005 03 24 23 00 999 99.0 99.0  1.54  5.88  5.28 999 1018.0  -1.1   2.2  -6.2 99.0 99.00
2005 03 25 00 00 999 99.0 99.0  1.55  6.67  5.62 999 1018.0  -1.1   2.2  -6.7 99.0 99.00
2005 03 25 01 00 999 99.0 99.0  1.45  6.25  5.29 999 1017.9  -1.1   2.2  -6.7 99.0 99.00
2005 03 25 02 00 999 99.0 99.0  1.40  6.67  5.34 999 1017.5  -1.1   2.3  -7.0 99.0 99.00
2005 03 25 03 00 999 99.0 99.0  1.25  6.67  5.07 999 1017.7  -0.8   2.3  -7.4 99.0 99.00
2005 03 25 04 00 999 99.0 99.0  1.33  6.67  5.37 999 1017.5  -0.7   2.3  -7.1 99.0 99.00
2005 03 25 05 00 999 99.0 99.0  1.16  5.88  5.19 999 1017.4  -1.2   2.3  -6.4 99.0 99.00
2005 03 25 06 00 999 99.0 99.0  1.18  6.25  5.39 999 1017.7  -1.5   2.3  -6.3 99.0 99.00
2005 03 25 07 00 999 99.0 99.0  1.14 10.00  5.42 999 1017.8  -1.5   2.3  -5.7 99.0 99.00
2005 03 25 08 00 999 99.0 99.0  1.12  6.67  5.56 999 1017.5  -1.8   2.2  -5.2 99.0 99.00
2005 03 25 09 00 999 99.0 99.0  1.03  5.56  5.51 999 1017.3  -2.0   2.2  -4.7 99.0 99.00
2005 03 25 10 00 999 99.0 99.0  1.10  6.67  5.75 999 1016.9  -2.1   2.2  -4.6 99.0 99.00
2005 03 25 11 00 999 99.0 99.0  0.99 10.00  5.79 999 1016.1  -2.1   2.2  -5.2 99.0 99.00
2005 03 25 12 00 999 99.0 99.0  1.02  9.09  6.04 999 1015.5  -2.0   2.2  -4.9 99.0 99.00
2005 03 25 13 00 999 99.0 99.0  0.99  6.67  5.87 999 1014.7  -1.9   2.2  -4.8 99.0 99.00
2005 03 25 14 00 999 99.0 99.0  1.01 10.00  5.74 999 1014.0  -1.9   2.2  -5.0 99.0 99.00
2005 03 25 15 00 999 99.0 99.0  0.99 10.00  5.87 999 1013.1  -1.9   2.1  -4.6 99.0 99.00
2005 03 25 16 00 999 99.0 99.0  0.92  6.25  5.64 999 1012.5  -1.9   2.1  -3.8 99.0 99.00
2005 03 25 17 00 999 99.0 99.0  0.93 10.00  5.67 999 1012.2  -2.6   2.1  -4.5 99.0 99.00
2005 03 25 18 00 999 99.0 99.0  0.92 10.81  5.50 999 1011.3  -2.2   2.1  -3.2 99.0 99.00
2005 03 25 19 00 999 99.0 99.0  0.90 10.81  5.13 999 1011.0  -2.0   2.1  -3.7 99.0 99.00
2005 03 25 20 00 999 99.0 99.0  0.87 10.81  4.76 999 1010.6  -1.9   2.2  -4.0 99.0 99.00
2005 03 25 21 00 999 99.0 99.0  0.91 10.00  4.81 999 1010.0  -1.9   2.2  -4.1 99.0 99.00
2005 03 25 22 00 999 99.0 99.0  0.83 11.43  4.14 999 1009.4  -2.2   2.2  -4.6 99.0 99.00
2005 03 25 23 00 999 99.0 99.0  0.96  9.09  4.49 999 1009.0  -2.1   2.2  -4.9 99.0 99.00
2005 03 26 00 00 999 99.0 99.0  0.95 10.00  4.31 999 1008.4  -2.2   2.2  -5.1 99.0 99.00
2005 03 26 01 00 999 99.0 99.0  0.96 10.00  4.24 999 1008.0  -2.7   2.2  -4.9 99.0 99.00
2005 03 26 02 00 999 99.0 99.0  1.02  4.76  4.15 999 1007.5  -2.7   2.1  -5.0 99.0 99.00
2005 03 26 03 00 999 99.0 99.0  1.06  3.85  4.21 999 1007.0  -2.6   2.1  -5.2 99.0 99.00
2005 03 26 04 00 999 99.0 99.0  1.12  4.00  4.20 999 1006.3  -2.9   2.1  -5.4 99.0 99.00
2005 03 26 05 00 999 99.0 99.0  1.05  4.17  4.17 999 1005.8  -2.9   2.1  -5.8 99.0 99.00
2005 03 26 06 00 999 99.0 99.0  1.15  5.00  3.92 999 1005.0  -2.6   2.1  -6.3 99.0 99.00
2005 03 26 07 00 999 99.0 99.0  1.17  4.17  4.00 999 1004.4  -2.4   2.1  -6.9 99.0 99.00
2005 03 26 08 00 999 99.0 99.0  1.11  4.55  4.00 999 1004.1  -2.3   2.1  -6.9 99.0 99.00
2005 03 26 09 00 999 99.0 99.0  1.10  4.76  4.06 999 1003.0  -2.4   2.1  -6.5 99.0 99.00
2005 03 26 10 00 999 99.0 99.0  1.29  4.35  4.14 999 1003.0  -2.6   2.1  -6.8 99.0 99.00
2005 03 26 11 00 999 99.0 99.0  1.20  5.00  4.17 999 1002.5  -2.7   2.1  -7.1 99.0 99.00
2005 03 26 12 00 999 99.0 99.0  1.22  4.55  4.17 999 1001.9  -2.8   2.1  -7.6 99.0 99.00
2005 03 26 13 00 999 99.0 99.0  1.11  4.55  4.13 999 1000.7  -2.7   2.1  -8.1 99.0 99.00
2005 03 26 14 00 999 99.0 99.0  1.01  4.55  4.29 999  999.7  -2.7   2.1  -8.0 99.0 99.00
2005 03 26 15 00 999 99.0 99.0  1.05  5.00  4.33 999  998.0  -2.4   2.1  -5.9 99.0 99.00
2005 03 26 16 00 999 99.0 99.0  1.23  4.55  4.15 999  996.6  -2.2   2.1  -6.0 99.0 99.00
2005 03 26 17 00 999 99.0 99.0  1.38  5.00  4.18 999  995.4  -2.2   2.1  -6.4 99.0 99.00
2005 03 26 18 00 999 99.0 99.0  1.65  4.76  4.42 999  994.2  -1.9   2.1  -5.7 99.0 99.00
2005 03 26 19 00 999 99.0 99.0  1.46  5.26  4.48 999  993.3  -1.8   2.1  -5.4 99.0 99.00
2005 03 26 20 00 999 99.0 99.0  1.70  5.26  4.59 999  992.3  -1.9   2.1  -4.7 99.0 99.00
2005 03 26 21 00 999 99.0 99.0  1.66  5.26  4.64 999  991.4  -1.8   2.2  -4.6 99.0 99.00
2005 03 26 22 00 999 99.0 99.0  1.72  5.56  4.81 999  990.2  -1.9   2.2  -4.6 99.0 99.00
2005 03 26 23 00 999 99.0 99.0  2.09  5.88  5.13 999  989.6  -2.3   2.2  -5.5 99.0 99.00
2005 03 27 00 00 999 99.0 99.0  1.88  5.56  4.89 999  988.9  -2.6   2.2  -5.5 99.0 99.00
2005 03 27 01 00 999 99.0 99.0  2.03  5.88  5.07 999  988.0  -2.5   2.2  -4.7 99.0 99.00
2005 03 27 02 00 999 99.0 99.0  2.04 13.79  5.01 999  987.4  -2.3   2.2  -6.9 99.0 99.00
2005 03 27 03 00 999 99.0 99.0  1.95  5.88  5.19 999  987.3  -2.3   2.2  -6.3 99.0 99.00
2005 03 27 04 00 999 99.0 99.0  2.01  5.56  5.13 999  987.5  -2.3   2.2  -6.3 99.0 99.00
2005 03 27 05 00 999 99.0 99.0  1.99  5.88  5.09 999  987.5  -1.8   2.2  -6.2 99.0 99.00
2005 03 27 06 00 999 99.0 99.0  2.16  7.14  5.40 999  987.8  -2.1   2.2  -4.9 99.0 99.00
2005 03 27 07 00 999 99.0 99.0  2.10  6.25  5.37 999  988.1  -2.2   2.2  -4.1 99.0 99.00
2005 03 27 08 00 999 99.0 99.0  2.05  7.14  5.15 999  988.5  -1.8   2.1  -4.9 99.0 99.00
2005 03 27 09 00 999 99.0 99.0  2.02  7.69  5.35 999  988.4  -2.7   2.1  -3.7 99.0 99.00
2005 03 27 10 00 999 99.0 99.0  2.40  6.25  5.55 999  989.1  -2.0   2.1  -4.0 99.0 99.00
2005 03 27 11 00 999 99.0 99.0  2.59  6.67  5.56 999  989.0  -2.8   2.1  -4.2 99.0 99.00
2005 03 27 12 00 999 99.0 99.0  2.83  7.69  5.77 999  989.1  -2.6   2.1  -4.3 99.0 99.00
2005 03 27 13 00 999 99.0 99.0  3.02  7.69  6.03 999  989.0  -2.9   2.1  -4.3 99.0 99.00
2005 03 27 14 00 999 99.0 99.0  3.19  7.69  6.38 999  989.0  -2.2   2.1  -5.5 99.0 99.00
2005 03 27 15 00 999 99.0 99.0  3.11  8.33  6.17 999  989.1  -2.5   2.1  -7.9 99.0 99.00
2005 03 27 16 00 999 99.0 99.0  2.88  8.33  6.31 999  989.1  -2.4   2.1  -8.6 99.0 99.00
2005 03 27 17 00 999 99.0 99.0  3.05 19.05  6.66 999  989.4  -2.5   2.1  -8.4 99.0 99.00
2005 03 27 18 00 999 99.0 99.0  2.98 19.05  7.02 999  989.5  -2.5   2.1  -8.9 99.0 99.00
2005 03 27 19 00 999 99.0 99.0  3.54 19.05  7.96 999  989.8  -2.3   2.1  -9.5 99.0 99.00
2005 03 27 20 00 999 99.0 99.0  3.24 17.39  8.34 999  990.3  -2.3   2.1  -8.3 99.0 99.00
2005 03 27 21 00 999 99.0 99.0  3.62 17.39  9.03 999  990.4  -2.4   2.1  -7.7 99.0 99.00
2005 03 27 22 00 999 99.0 99.0  3.61 17.39  9.37 999  990.8  -2.5   2.2  -8.2 99.0 99.00
2005 03 27 23 00 999 99.0 99.0  3.63 17.39  9.56 999  991.2  -2.6   2.2  -8.6 99.0 99.00
2005 03 28 00 00 999 99.0 99.0  3.49 16.00  9.43 999  991.5  -2.5   2.2 -10.3 99.0 99.00
2005 03 28 01 00 999 99.0 99.0  3.60 17.39  9.46 999  991.7  -2.7   2.2  -9.1 99.0 99.00
2005 03 28 02 00 999 99.0 99.0  3.59 16.00  9.53 999  991.8  -2.6   2.3 -10.3 99.0 99.00
2005 03 28 03 00 999 99.0 99.0  3.45 17.39  9.42 999  991.9  -2.9   2.3  -8.5 99.0 99.00
2005 03 28 04 00 999 99.0 99.0  3.55 17.39  9.98 999  991.9  -2.5   2.3  -8.3 99.0 99.00
2005 03 28 05 00 999 99.0 99.0  3.25 16.00  9.77 999  992.3  -3.1   2.2  -6.1 99.0 99.00
2005 03 28 06 00 999 99.0 99.0  2.97 16.00  9.12 999  992.5  -2.9   2.2  -5.6 99.0 99.00
2005 03 28 07 00 999 99.0 99.0  2.93 16.00  9.14 999  992.9  -2.7   2.2  -5.6 99.0 99.00
2005 03 28 08 00 999 99.0 99.0  3.15 16.00  8.98 999  993.5  -2.6   2.2  -8.2 99.0 99.00
2005 03 28 09 00 999 99.0 99.0  3.29 16.00  8.67 999  993.9  -3.1   2.2  -8.7 99.0 99.00
2005 03 28 10 00 999 99.0 99.0  2.93 16.00  8.15 999  994.2  -2.9   2.2  -9.2 99.0 99.00
2005 03 28 11 00 999 99.0 99.0  3.53 16.00  8.90 999  994.6  -3.2   2.1  -9.4 99.0 99.00
2005 03 28 12 00 999 99.0 99.0  3.32 14.81  8.96 999  995.0  -3.1   2.1  -7.8 99.0 99.00
2005 03 28 13 00 999 99.0 99.0  3.50 16.00  9.17 999  995.3  -3.2   2.1  -8.8 99.0 99.00
2005 03 28 14 00 999 99.0 99.0  3.00 14.81  8.39 999  995.5  -3.4   2.1  -8.3 99.0 99.00
2005 03 28 15 00 999 99.0 99.0  3.10 13.79  8.12 999  995.6  -3.6   2.2  -6.8 99.0 99.00
2005 03 28 16 00 999 99.0 99.0  3.01 14.81  8.12 999  995.7  -3.6   2.1  -7.2 99.0 99.00
2005 03 28 17 00 999 99.0 99.0  2.96 12.90  7.79 999  996.1  -3.5   2.1  -8.6 99.0 99.00
2005 03 28 18 00 999 99.0 99.0  2.76 14.81  7.62 999  996.7  -4.1   2.1  -7.0 99.0 99.00
2005 03 28 19 00 999 99.0 99.0  2.80 14.81  7.93 999  997.2  -4.1   2.1  -7.0 99.0 99.00
2005 03 28 20 00 999 99.0 99.0  2.45 14.81  7.11 999  997.6  -3.4   2.1  -9.5 99.0 99.00
2005 03 28 21 00 999 99.0 99.0  2.56 14.81  7.27 999  998.0  -3.2   2.1  -9.2 99.0 99.00
2005 03 28 22 00 999 99.0 99.0  2.54 14.81  7.51 999  998.4  -3.5   2.2  -9.3 99.0 99.00
2005 03 28 23 00 999 99.0 99.0  2.90 14.81  7.84 999  999.0  -4.0   2.2  -6.8 99.0 99.00
2005 03 29 00 00 999 99.0 99.0  2.53 14.81  7.25 999  999.5  -4.0   2.2  -8.2 99.0 99.00
2005 03 29 01 00 999 99.0 99.0  2.52 14.81  7.30 999  999.8  -4.1   2.2  -8.4 99.0 99.00
2005 03 29 02 00 999 99.0 99.0  2.66 13.79  7.31 999 1000.3  -4.3   2.2  -8.9 99.0 99.00
2005 03 29 03 00 999 99.0 99.0  2.26 13.79  6.71 999 1000.8  -4.5   2.2  -9.5 99.0 99.00
2005 03 29 04 00 999 99.0 99.0  2.33 13.79  6.75 999 1001.5  -4.7   2.2  -7.8 99.0 99.00
2005 03 29 05 00 999 99.0 99.0  2.46 13.79  6.46 999 1001.8  -4.8   2.1 -10.9 99.0 99.00
2005 03 29 06 00 999 99.0 99.0  2.35 12.12  6.39 999 1002.6  -5.2   2.1  -9.5 99.0 99.00
2005 03 29 07 00 999 99.0 99.0  2.45 13.79  6.41 999 1003.4  -5.6   2.1  -9.4 99.0 99.00
2005 03 29 08 00 999 99.0 99.0  2.15 13.79  6.06 999 1004.2  -5.2   2.1 -12.0 99.0 99.00
2005 03 29 09 00 999 99.0 99.0  2.34 13.79  6.66 999 1004.8  -5.7   2.1 -10.7 99.0 99.00
2005 03 29 10 00 999 99.0 99.0  2.25 13.79  6.64 999 1005.4  -6.0   2.1 -10.1 99.0 99.00
2005 03 29 11 00 999 99.0 99.0  2.31 13.79  6.65 999 1006.0  -5.9   2.1 -10.6 99.0 99.00
2005 03 29 12 00 999 99.0 99.0  2.20 13.79  6.40 999 1006.7  -5.7   2.1 -11.0 99.0 99.00
2005 03 29 13 00 999 99.0 99.0  2.17 12.90  6.56 999 1007.1  -5.7   2.1 -12.6 99.0 99.00
2005 03 29 14 00 999 99.0 99.0  1.93 12.90  6.42 999 1007.6  -5.8   2.1 -13.9 99.0 99.00
