#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 02 16 50  95 17.3 21.0  5.75 10.81  7.88 999 1006.6   0.3   2.6 999.0 99.0 99.00
2009 01 02 17 50  91 17.0 20.6  5.62 10.00  7.59 999 1006.2   0.4   2.6 999.0 99.0 99.00
2009 01 02 18 50  88 17.8 21.5  5.73 10.00  7.74 999 1006.0   0.1   2.6 999.0 99.0 99.00
2009 01 02 19 50  90 18.0 21.7  6.25 10.00  7.95 999 1005.7   0.2   2.6 999.0 99.0 99.00
2009 01 02 20 50  91 17.9 21.8  5.80 10.00  7.87 999 1005.3   0.0   2.6 999.0 99.0 99.00
2009 01 02 21 50  96 18.8 23.0  6.28 10.81  8.13 999 1005.0   0.4   2.6 999.0 99.0 99.00
2009 01 02 22 50  95 17.8 20.7  6.19 10.00  8.07 999 1005.0   0.4   2.6 999.0 99.0 99.00
2009 01 02 23 50  95 18.0 21.3  5.61 10.00  7.78 999 1004.5   0.5   2.6 999.0 99.0 99.00
2009 01 03 00 50  91 18.1 22.6  5.66 10.00  7.74 999 1004.1   0.3   2.6 999.0 99.0 99.00
2009 01 03 01 50  89 18.3 21.8  5.48 10.81  7.74 999 1003.5   0.2   2.6 999.0 99.0 99.00
2009 01 03 02 50  93 17.8 22.1  5.72 10.81  7.98 999 1003.5   0.3   2.6 999.0 99.0 99.00
2009 01 03 03 50  91 18.8 22.3  5.64 10.00  7.85 999 1003.8   0.2   2.6 999.0 99.0 99.00
2009 01 03 04 50  88 18.3 22.3  5.60 10.81  7.86 999 1003.4   0.0   2.6 999.0 99.0 99.00
2009 01 03 05 50  88 18.0 22.0  5.62 10.00  8.00 999 1003.2  -0.3   2.6 999.0 99.0 99.00
2009 01 03 06 50  87 18.9 22.5  6.16 10.81  8.25 999 1003.4  -0.5   2.6 999.0 99.0 99.00
2009 01 03 07 50  83 18.7 22.7  6.23 10.81  8.20 999 1003.3  -0.8   2.6 999.0 99.0 99.00
2009 01 03 08 50  85 19.5 24.2  5.76 10.00  7.88 999 1002.4  -0.9   2.6 999.0 99.0 99.00
2009 01 03 09 50  85 20.1 24.0  6.08 10.00  7.86 999 1002.4  -1.0   2.6 999.0 99.0 99.00
2009 01 03 10 50  82 20.1 25.1  6.41 10.00  8.10 999 1002.1  -1.3   2.6 999.0 99.0 99.00
2009 01 03 11 50  85 19.4 23.9  7.01 10.81  8.45 999 1002.0  -1.5   2.6 999.0 99.0 99.00
2009 01 03 12 50  84 19.6 24.0  6.18 10.81  7.99 999 1001.4  -1.9   2.6 999.0 99.0 99.00
2009 01 03 13 50  82 19.5 23.5  7.32 11.43  8.67 999 1001.1  -2.0   2.6 999.0 99.0 99.00
2009 01 03 14 50  78 19.3 24.3  6.37 12.12  8.22 999 1001.3  -2.1   2.6 999.0 99.0 99.00
2009 01 03 15 50  79 19.9 24.5  6.60 11.43  8.16 999 1001.4  -2.1   2.6 999.0 99.0 99.00
2009 01 03 16 50  77 19.7 24.3  6.67 10.81  8.35 999 1001.7  -2.3   2.6 999.0 99.0 99.00
2009 01 03 17 50  79 19.1 23.1  6.56 10.81  8.37 999 1001.7  -2.4   2.6 999.0 99.0 99.00
2009 01 03 18 50  75 20.6 24.7  6.07 11.43  8.29 999 1001.8  -2.6   2.6 999.0 99.0 99.00
2009 01 03 19 50  77 20.2 24.8  6.44 10.81  8.14 999 1002.4  -2.8   2.6 999.0 99.0 99.00
2009 01 03 20 50  75 19.7 25.1  6.87 10.81  8.59 999 1002.7  -2.9   2.5 999.0 99.0 99.00
2009 01 03 21 50  73 19.0 25.3  6.50 11.43  8.33 999 1003.0  -2.9   2.5 999.0 99.0 99.00
2009 01 03 22 50  72 18.9 22.5  6.75 10.81  8.44 999 1003.4  -3.4   2.5 999.0 99.0 99.00
2009 01 03 23 50  77 18.3 22.2  6.40 11.43  8.28 999 1003.8  -3.4   2.5 999.0 99.0 99.00
2009 01 04 00 50  76 18.5 22.3  6.49 11.43  8.39 999 1003.7  -3.9   2.6 999.0 99.0 99.00
2009 01 04 01 50  79 18.0 21.4  6.20 11.43  8.24 999 1004.3  -4.0   2.5 999.0 99.0 99.00
2009 01 04 02 50  68 17.8 22.5  6.28 11.43  8.24 999 1004.8  -4.1   2.5 999.0 99.0 99.00
2009 01 04 03 50  76 17.9 22.0  5.88 11.43  7.88 999 1006.0  -4.4   2.5 999.0 99.0 99.00
2009 01 04 04 50  72 16.8 20.7  6.06 11.43  8.03 999 1006.6  -4.4   2.5 999.0 99.0 99.00
2009 01 04 05 50  80 17.3 20.9  5.56 11.43  8.12 999 1007.7  -4.6   2.5 999.0 99.0 99.00
2009 01 04 06 50  77 16.3 20.3  5.75 12.12  8.24 999 1008.3  -4.6   2.5 999.0 99.0 99.00
2009 01 04 07 50  72 16.4 19.9 99.00 99.00 99.00 999 1009.3  -4.7   2.6 999.0 99.0 99.00
2009 01 04 08 50  75 16.0 19.8  6.14 10.81  8.31 999 1009.9  -4.7   2.6 999.0 99.0 99.00
2009 01 04 09 50  75 16.2 20.5  5.53 11.43  8.11 999 1010.5  -4.8   2.6 999.0 99.0 99.00
2009 01 04 10 50  79 16.0 19.5  6.07 11.43  8.34 999 1010.9  -4.9   2.6 999.0 99.0 99.00
2009 01 04 11 50  70 15.1 19.5  5.06 10.81  7.69 999 1011.4  -5.1   2.6 999.0 99.0 99.00
2009 01 04 12 50  67 14.5 18.3  4.98 10.81  7.49 999 1012.0  -5.0   2.6 999.0 99.0 99.00
2009 01 04 13 50  72 14.4 17.4  5.22 11.43  8.22 999 1012.6  -5.0   2.6 999.0 99.0 99.00
2009 01 04 14 50  74 13.1 15.8  4.61 11.43  7.38 999 1013.1  -5.2   2.6 999.0 99.0 99.00
2009 01 04 15 50  70 13.6 16.8  4.94 11.43  7.86 999 1013.7  -5.4   2.6 999.0 99.0 99.00
2009 01 04 16 50  68 13.6 17.1  4.59 10.81  7.47 999 1014.1  -5.2   2.6 999.0 99.0 99.00
2009 01 04 17 50  66 11.9 14.9  4.19 10.81  7.22 999 1014.3  -5.3   2.6 999.0 99.0 99.00
2009 01 04 18 50  76 12.0 15.6  4.15 10.81  7.45 999 1014.8  -5.2   2.6 999.0 99.0 99.00
2009 01 04 19 50  74 12.9 15.0  4.05 10.81  7.22 999 1015.1  -5.0   2.6 999.0 99.0 99.00
2009 01 04 20 50  71 11.7 16.0  3.63 11.43  6.86 999 1015.7  -5.0   2.6 999.0 99.0 99.00
2009 01 04 21 50  81 12.1 15.5  3.69 10.00  7.04 999 1016.1  -5.1   2.6 999.0 99.0 99.00
2009 01 04 22 50  66 11.3 14.0  3.64 10.81  6.94 999 1015.9  -5.0   2.5 999.0 99.0 99.00
2009 01 04 23 50  80 13.2 16.4  3.67 10.81  7.03 999 1016.0  -5.1   2.5 999.0 99.0 99.00
2009 01 05 00 50  68 12.1 14.5  3.35 10.81  6.91 999 1016.1  -5.1   2.6 999.0 99.0 99.00
2009 01 05 01 50  69 11.7 14.0  3.25 10.00  6.85 999 1016.0  -5.0   2.6 999.0 99.0 99.00
2009 01 05 02 50  75 10.1 13.0  3.29 10.00  6.63 999 1016.1  -5.0   2.6 999.0 99.0 99.00
2009 01 05 03 50  67 11.6 15.3  2.88 10.00  6.53 999 1016.2  -4.8   2.5 999.0 99.0 99.00
2009 01 05 04 50  77 11.4 13.5  3.08 10.00  6.82 999 1016.3  -4.9   2.5 999.0 99.0 99.00
2009 01 05 05 50  72 12.6 15.2  2.79  9.09  6.34 999 1016.3  -4.7   2.6 999.0 99.0 99.00
2009 01 05 06 50  74 10.6 13.0  2.74  7.14  6.01 999 1016.4  -4.9   2.5 999.0 99.0 99.00
2009 01 05 07 50  71 11.6 14.5  2.65  9.09  6.10 999 1016.5  -4.8   2.5 999.0 99.0 99.00
2009 01 05 08 50  84 11.1 13.2  2.43  7.14  5.90 999 1016.5  -5.0   2.5 999.0 99.0 99.00
2009 01 05 09 50  81 11.1 14.4  2.58  6.67  5.74 999 1016.5  -5.0   2.5 999.0 99.0 99.00
2009 01 05 10 50  68 11.3 14.5  2.52  6.67  5.77 999 1016.6  -4.9   2.5 999.0 99.0 99.00
2009 01 05 11 50  74 12.4 14.9  2.34  6.25  5.64 999 1016.6  -4.8   2.5 999.0 99.0 99.00
2009 01 05 12 50  74 10.9 13.8  2.39 10.00  5.59 999 1016.3  -4.7   2.5 999.0 99.0 99.00
2009 01 05 13 50  75 12.2 15.0  2.34  6.67  5.67 999 1016.3  -4.8   2.5 999.0 99.0 99.00
2009 01 05 14 50  63 11.6 14.2  2.43  6.25  5.83 999 1016.2  -4.7   2.5 999.0 99.0 99.00
2009 01 05 15 50  77 12.0 14.8  2.26  6.25  5.64 999 1016.3  -4.8   2.5 999.0 99.0 99.00
2009 01 05 16 50  81 10.5 13.7  2.43  6.67  5.75 999 1016.0  -4.7   2.5 999.0 99.0 99.00
2009 01 05 17 50  85 11.7 14.3  2.57  8.33  5.82 999 1016.0  -4.4   2.5 999.0 99.0 99.00
2009 01 05 18 50  82 11.3 14.1  2.44  6.25  5.68 999 1015.6  -4.3   2.5 999.0 99.0 99.00
2009 01 05 19 50  70 11.9 16.3  2.32  6.67  5.48 999 1015.7  -4.3   2.5 999.0 99.0 99.00
2009 01 05 20 50  65 12.7 15.9  2.58  6.67  5.74 999 1015.9  -4.2   2.5 999.0 99.0 99.00
2009 01 05 21 50  81 12.4 14.1  2.56  7.69  5.59 999 1015.8  -4.1   2.5 999.0 99.0 99.00
2009 01 05 22 50  87 12.1 14.7  2.49  6.25  5.46 999 1015.9  -4.0   2.5 999.0 99.0 99.00
2009 01 05 23 50  74 11.5 14.9  2.54  7.14  5.42 999 1015.3  -4.1   2.5 999.0 99.0 99.00
2009 01 06 00 50  66 12.2 14.5  2.61  7.14  5.64 999 1014.9  -4.1   2.5 999.0 99.0 99.00
2009 01 06 01 50  76 10.9 13.6  2.52  6.67  5.59 999 1014.6  -4.1   2.5 999.0 99.0 99.00
2009 01 06 02 50  82 10.9 13.1  2.44  7.69  5.56 999 1014.6  -4.1   2.5 999.0 99.0 99.00
2009 01 06 03 50  72 10.9 14.3  2.36  6.67  5.61 999 1014.8  -4.1   2.5 999.0 99.0 99.00
2009 01 06 04 50  77 10.3 13.7  2.52  6.67  5.79 999 1015.0  -4.0   2.5 999.0 99.0 99.00
2009 01 06 05 50  74 10.8 13.5  2.51  7.69  5.70 999 1015.0  -4.3   2.5 999.0 99.0 99.00
2009 01 06 06 50  65  9.4 12.2  2.28  7.14  5.75 999 1015.0  -4.2   2.5 999.0 99.0 99.00
2009 01 06 07 50  68 11.2 13.3  2.34  6.67  5.69 999 1014.8  -3.9   2.5 999.0 99.0 99.00
2009 01 06 08 50  71 11.7 14.1  2.37  6.67  5.70 999 1014.7  -4.1   2.5 999.0 99.0 99.00
2009 01 06 09 50  72 10.9 14.3  2.24  6.67  5.58 999 1014.5  -4.1   2.5 999.0 99.0 99.00
2009 01 06 10 50  71 10.0 13.2  2.25  7.14  5.49 999 1014.3  -4.3   2.5 999.0 99.0 99.00
2009 01 06 11 50  67  9.8 12.4  2.01  6.67  5.28 999 1014.2  -4.4   2.5 999.0 99.0 99.00
2009 01 06 12 50  70 10.0 12.6  2.11  7.14  5.39 999 1013.8  -4.5   2.5 999.0 99.0 99.00
2009 01 06 13 50  65  9.0 11.8  2.19  6.67  5.31 999 1013.5  -4.1   2.5 999.0 99.0 99.00
2009 01 06 14 50  70 10.7 13.5  2.12  6.67  5.46 999 1013.6  -4.1   2.5 999.0 99.0 99.00
2009 01 06 15 50  70  8.9 11.5  2.08  7.14  5.55 999 1013.4  -4.1   2.5 999.0 99.0 99.00
2009 01 06 16 50  59  9.3 11.6  2.11  7.14  5.60 999 1013.4  -4.3   2.5 999.0 99.0 99.00
2009 01 06 17 50  65 10.2 13.1  2.05  6.67  5.61 999 1013.7  -4.6   2.5 999.0 99.0 99.00
2009 01 06 18 50  68  9.0 11.8  2.19  7.69  5.56 999 1013.6  -5.0   2.5 999.0 99.0 99.00
2009 01 06 19 50  64  8.8 12.1  2.12  7.14  5.70 999 1013.8  -4.1   2.5 999.0 99.0 99.00
2009 01 06 20 50  68  9.2 11.0  1.94  6.67  5.37 999 1014.0  -4.0   2.5 999.0 99.0 99.00
2009 01 06 21 50  68  9.2 12.1  2.11  7.69  5.66 999 1014.3  -4.3   2.5 999.0 99.0 99.00
2009 01 06 22 50  76 10.5 12.1  2.11  6.67  5.53 999 1014.1  -4.1   2.5 999.0 99.0 99.00
2009 01 06 23 50  71  9.5 10.9  2.10  6.67  5.53 999 1013.8  -4.8   2.5 999.0 99.0 99.00
2009 01 07 00 50  55  9.7 11.6  2.14  6.25  5.41 999 1013.5  -4.4   2.5 999.0 99.0 99.00
2009 01 07 01 50  41 10.0 12.4  2.08  6.67  5.27 999 1013.2  -4.1   2.5 999.0 99.0 99.00
2009 01 07 02 50  35  9.7 12.3  2.03  5.88  5.25 999 1013.4  -4.9   2.5 999.0 99.0 99.00
2009 01 07 03 50  43  9.4 12.5  2.02  7.69  5.25 999 1013.6  -4.7   2.4 999.0 99.0 99.00
2009 01 07 04 50  38  8.0 12.1  2.10  8.33  5.42 999 1013.8  -4.8   2.4 999.0 99.0 99.00
2009 01 07 05 50  52 11.3 13.0  2.06  7.69  5.49 999 1014.1  -4.8   2.5 999.0 99.0 99.00
2009 01 07 06 50  73  9.8 12.5  2.19  6.67  5.77 999 1014.5  -5.4   2.5 999.0 99.0 99.00
2009 01 07 07 50  60  8.8 11.1  2.21  6.67  5.73 999 1014.3  -5.0   2.5 999.0 99.0 99.00
2009 01 07 08 50  58  9.9 13.1  2.18  8.33  5.87 999 1014.4  -4.8   2.5 999.0 99.0 99.00
2009 01 07 09 50  55 10.2 12.2  2.18  7.14  5.71 999 1014.4  -4.8   2.5 999.0 99.0 99.00
2009 01 07 10 50  60  9.4 12.7  2.25  7.69  5.68 999 1014.3  -4.8   2.5 999.0 99.0 99.00
2009 01 07 11 50  54  9.4 13.0  2.22  7.14  5.62 999 1014.2  -5.4   2.5 999.0 99.0 99.00
2009 01 07 12 50  62 11.2 13.6  2.22  6.67  5.68 999 1014.1  -5.0   2.4 999.0 99.0 99.00
2009 01 07 13 50  44 10.2 12.4  2.06  6.67  5.37 999 1013.8  -5.3   2.4 999.0 99.0 99.00
2009 01 07 14 50  75  9.6 14.3  2.09  6.67  5.55 999 1013.6  -5.0   2.4 999.0 99.0 99.00
2009 01 07 15 50  58  9.2 11.2  2.06  7.14  5.54 999 1013.3  -5.8   2.4 999.0 99.0 99.00
2009 01 07 16 50  48 10.1 12.6  2.28  7.14  5.48 999 1013.2  -5.1   2.4 999.0 99.0 99.00
2009 01 07 17 50  59 10.6 13.2  2.31  7.69  5.59 999 1013.5  -5.9   2.4 999.0 99.0 99.00
2009 01 07 18 50  41 11.6 14.9  2.59  7.14  5.64 999 1013.5  -5.2   2.4 999.0 99.0 99.00
2009 01 07 19 50  43 12.4 14.9  2.45  7.14  5.60 999 1013.5  -5.3   2.4 999.0 99.0 99.00
2009 01 07 20 50  44 11.6 13.6  2.25  6.67  5.42 999 1013.5  -4.8   2.4 999.0 99.0 99.00
2009 01 07 21 50  44 11.7 13.8  2.22  7.69  5.55 999 1013.8  -5.2   2.4 999.0 99.0 99.00
2009 01 07 22 50  50 10.9 13.8  2.65  7.69  5.80 999 1013.9  -4.9   2.4 999.0 99.0 99.00
2009 01 07 23 50  56 12.1 14.6  2.63  7.69  5.79 999 1013.8  -4.7   2.4 999.0 99.0 99.00
2009 01 08 00 50  45 12.7 15.1  2.57  6.67  5.68 999 1013.7  -4.9   2.4 999.0 99.0 99.00
2009 01 08 01 50  59 10.5 12.9  2.26  7.14  5.56 999 1013.4  -5.1   2.4 999.0 99.0 99.00
2009 01 08 02 50  54 11.0 13.1  2.43  6.67  5.61 999 1013.6  -5.3   2.4 999.0 99.0 99.00
2009 01 08 03 50  43 14.1 16.6  2.39  6.25  5.53 999 1013.6  -5.4   2.4 999.0 99.0 99.00
2009 01 08 04 50  54 10.0 12.9  2.35  6.67  5.45 999 1013.4  -5.3   2.4 999.0 99.0 99.00
2009 01 08 05 50  59 14.2 17.3  2.54  7.69  5.62 999 1013.8  -5.8   2.4 999.0 99.0 99.00
2009 01 08 06 50  59 15.0 18.1  2.62  7.14  5.73 999 1014.3  -6.5   2.4 999.0 99.0 99.00
2009 01 08 07 50  47 14.8 18.1  3.14  7.69  5.97 999 1014.4  -6.6   2.4 999.0 99.0 99.00
2009 01 08 08 50  60 14.6 19.4  3.23  7.69  6.13 999 1014.4  -6.3   2.4 999.0 99.0 99.00
2009 01 08 09 50  57 14.4 17.2  3.31  7.69  6.21 999 1014.4  -6.6   2.4 999.0 99.0 99.00
2009 01 08 10 50  44 13.6 16.9  3.68  7.69  6.42 999 1014.3  -6.6   2.4 999.0 99.0 99.00
2009 01 08 11 50  61 13.8 16.7  3.56  9.09  6.56 999 1013.9  -6.5   2.4 999.0 99.0 99.00
2009 01 08 12 50  46 13.4 15.6  3.76  9.09  6.73 999 1013.6  -6.5   2.4 999.0 99.0 99.00
2009 01 08 13 50  44 11.8 15.4  3.49  9.09  6.53 999 1013.2  -6.3   2.4 999.0 99.0 99.00
2009 01 08 14 50  44 11.8 14.4  3.22  9.09  6.45 999 1013.1  -6.1   2.4 999.0 99.0 99.00
2009 01 08 15 50  64  9.9 12.2  3.09  8.33  6.34 999 1012.8  -6.7   2.4 999.0 99.0 99.00
2009 01 08 16 50  40 11.6 14.1  2.74  7.14  6.03 999 1012.7  -6.3   2.4 999.0 99.0 99.00
2009 01 08 17 50  41 11.4 13.9  3.02  8.33  6.42 999 1012.4  -6.1   2.4 999.0 99.0 99.00
2009 01 08 18 50  49 12.1 15.6  2.84  7.69  6.14 999 1012.8  -6.9   2.4 999.0 99.0 99.00
2009 01 08 19 50  51 10.7 14.1  2.81  7.69  6.11 999 1012.7  -6.2   2.4 999.0 99.0 99.00
2009 01 08 20 50  48 10.2 15.4  2.99  7.69  6.31 999 1012.9  -6.9   2.4 999.0 99.0 99.00
2009 01 08 21 50  40 11.7 14.1  3.27  8.33  6.46 999 1013.0  -6.5   2.4 999.0 99.0 99.00
2009 01 08 22 50  41 10.6 14.0  2.81  8.33  6.21 999 1012.8  -5.9   2.4 999.0 99.0 99.00
2009 01 08 23 50  41 10.6 14.1  3.14  7.69  6.43 999 1012.5  -6.0   2.4 999.0 99.0 99.00
2009 01 09 00 50  53  9.6 12.0  3.07  8.33  6.39 999 1012.3  -5.7   2.4 999.0 99.0 99.00
2009 01 09 01 50  42 10.8 13.5  3.08  8.33  6.54 999 1012.2  -5.7   2.4 999.0 99.0 99.00
2009 01 09 02 50  48  7.7  9.5  2.95  8.33  6.48 999 1012.2  -5.8   2.4 999.0 99.0 99.00
2009 01 09 03 50  34  9.1 13.0  2.92  8.33  6.57 999 1012.3  -5.9   2.4 999.0 99.0 99.00
2009 01 09 04 50  31  9.1 11.5  2.96  8.33  6.64 999 1012.3  -6.3   2.4 999.0 99.0 99.00
2009 01 09 05 50  38 10.1 11.8  2.58  8.33  6.43 999 1012.5  -5.9   2.4 999.0 99.0 99.00
2009 01 09 06 50  37  6.2 10.0  2.50  7.69  6.33 999 1012.4  -6.2   2.4 999.0 99.0 99.00
2009 01 09 07 50  58  6.9  9.4  2.56  8.33  6.51 999 1012.5  -6.2   2.4 999.0 99.0 99.00
2009 01 09 08 50  52  8.2 11.4  2.56  8.33  6.49 999 1012.6  -6.9   2.4 999.0 99.0 99.00
2009 01 09 09 50  17  8.5 10.2  2.63  7.69  6.33 999 1012.5  -6.4   2.4 999.0 99.0 99.00
2009 01 09 10 50  54  8.4 10.9  2.50  7.69  6.35 999 1012.5  -6.4   2.4 999.0 99.0 99.00
2009 01 09 11 50  59  8.7 11.4  2.75  7.69  6.36 999 1012.3  -6.3   2.4 999.0 99.0 99.00
2009 01 09 12 50  40  6.0  9.2  2.41  7.14  6.10 999 1011.7  -6.4   2.4 999.0 99.0 99.00
2009 01 09 13 50  47  8.1  9.8  2.36  8.33  6.20 999 1011.6  -6.1   2.4 999.0 99.0 99.00
2009 01 09 14 50  43  9.3 11.7  2.16  7.69  5.87 999 1011.6  -6.3   2.4 999.0 99.0 99.00
2009 01 09 15 50  43  7.3 10.8  2.36  8.33  6.17 999 1011.4  -6.4   2.4 999.0 99.0 99.00
2009 01 09 16 50  32  4.8  7.1  2.38  7.14  6.19 999 1011.3  -7.1   2.4 999.0 99.0 99.00
2009 01 09 17 50  40  7.3  9.5  2.32  9.09  6.38 999 1011.3  -6.4   2.4 999.0 99.0 99.00
2009 01 09 18 50  35  6.3  9.8  2.24  8.33  6.30 999 1011.2  -6.5   2.4 999.0 99.0 99.00
2009 01 09 19 50  47  9.0 10.7  2.14  7.69  6.14 999 1011.4  -6.5   2.4 999.0 99.0 99.00
2009 01 09 20 50  38  7.2  9.3  2.01  8.33  6.09 999 1011.8  -6.8   2.4 999.0 99.0 99.00
2009 01 09 21 50  40 10.1 12.5  1.95  7.69  6.01 999 1012.0  -6.3   2.4 999.0 99.0 99.00
2009 01 09 22 50  60 10.1 11.5  2.01  8.33  6.10 999 1011.8  -6.9   2.4 999.0 99.0 99.00
2009 01 09 23 50 356  5.6  8.0  2.06  6.67  5.93 999 1011.1  -7.3   2.4 999.0 99.0 99.00
2009 01 10 00 50  49  9.3 11.5  2.09  7.14  5.90 999 1010.8  -6.4   2.4 999.0 99.0 99.00
2009 01 10 01 50  38  8.0 10.4  2.01  7.69  5.86 999 1010.4  -6.0   2.4 999.0 99.0 99.00
2009 01 10 02 50  20  8.7 12.1  1.98  8.33  5.61 999 1010.6  -6.8   2.4 999.0 99.0 99.00
2009 01 10 03 50 355  9.4 11.9  2.11  6.25  5.59 999 1010.8  -6.8   2.4 999.0 99.0 99.00
2009 01 10 04 50   3  7.3  9.8  1.81  7.14  5.51 999 1010.8  -6.1   2.4 999.0 99.0 99.00
2009 01 10 05 50  17  9.8 11.4  1.74  6.25  5.38 999 1011.0  -6.8   2.4 999.0 99.0 99.00
2009 01 10 06 50  35  5.6  9.0  1.72  6.25  5.48 999 1010.6  -6.3   2.4 999.0 99.0 99.00
2009 01 10 07 50  15  9.3 11.7  1.65  6.67  5.51 999 1011.0  -6.1   2.4 999.0 99.0 99.00
2009 01 10 08 50   9  6.4  9.6  1.53  6.25  5.45 999 1011.2  -7.5   2.4 999.0 99.0 99.00
