YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
90 01 01 00 154 12.8 15.1 05.40 12.50 08.50 999 0987.4  04.0  02.8 999.0 99.0
90 01 01 01 153 12.8 15.3 05.50 11.10 08.40 999 0987.0  04.0  02.9 999.0 99.0
90 01 01 02 148 12.8 15.0 05.30 12.50 08.50 999 0986.8  03.9  03.1 999.0 99.0
90 01 01 03 145 11.6 14.2 04.80 12.50 08.30 999 0986.7  03.6  02.9 999.0 99.0
90 01 01 04 140 11.7 14.5 04.90 11.10 08.60 999 0985.9  03.6  02.9 999.0 99.0
90 01 01 05 132 11.6 14.0 04.90 12.50 08.30 999 0985.2  03.6  02.8 999.0 99.0
90 01 01 06 131 13.0 15.8 05.80 11.10 09.00 999 0984.3  03.6  02.8 999.0 99.0
90 01 01 07 128 12.6 15.4 05.00 12.50 08.10 999 0983.8  03.5  02.8 999.0 99.0
90 01 01 08 120 13.3 17.7 04.80 11.10 07.80 999 0982.9  03.2  02.8 999.0 99.0
90 01 01 09 113 13.1 16.6 05.40 12.50 08.00 999 0982.0  03.2  02.8 999.0 99.0
90 01 01 10 102 14.0 16.4 05.00 12.50 07.80 999 0980.9  02.9  03.1 999.0 99.0
90 01 01 11 090 15.0 19.1 05.00 11.10 07.80 999 0979.0  02.8  03.1 999.0 99.0
90 01 01 12 089 15.7 19.2 05.40 11.10 08.10 999 0977.0  02.8  03.1 999.0 99.0
90 01 01 13 088 15.2 18.7 05.10 12.50 07.80 999 0975.4  02.8  03.1 999.0 99.0
90 01 01 14 085 16.0 18.9 04.80 11.10 07.50 999 0973.9  02.9  03.1 999.0 99.0
90 01 01 15 086 16.2 19.8 05.40 11.10 07.70 999 0972.1  02.8  03.1 999.0 99.0
90 01 01 16 085 15.2 18.2 05.10 12.50 07.60 999 0970.7  02.9  03.1 999.0 99.0
90 01 01 17 086 14.1 17.7 05.00 12.50 07.70 999 0969.6  03.5  03.1 999.0 99.0
90 01 01 18 081 13.5 15.8 05.10 12.50 08.00 999 0968.6  03.6  03.1 999.0 99.0
90 01 01 19 084 13.3 16.1 05.00 10.00 07.80 999 0967.5  03.5  03.1 999.0 99.0
90 01 01 20 078 13.4 16.1 04.90 12.50 08.00 999 0966.7  03.5  03.1 999.0 99.0
90 01 01 21 081 13.6 16.7 05.20 12.50 08.10 999 0965.8  03.2  03.1 999.0 99.0
90 01 01 22 076 13.5 17.0 05.30 11.10 08.10 999 0965.1  03.2  03.1 999.0 99.0
90 01 01 23 075 13.8 16.3 05.20 12.50 08.00 999 0964.0  03.2  03.1 999.0 99.0
