YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2001 01 06 13  34 12.8 15.8  3.60  9.09  7.19 999 1000.9  -1.9   2.5 999.0 99.0 99.00
2001 01 06 14  19 11.4 13.8  4.36 10.00  7.71 999 1001.5  -2.3   2.5 999.0 99.0 99.00
2001 01 06 15  23 12.6 15.7  3.85  9.09  7.43 999 1000.7  -3.0   2.5 999.0 99.0 99.00
2001 01 06 16  14 13.3 15.9  4.15 10.00  7.52 999 1000.5  -3.3   2.5 999.0 99.0 99.00
2001 01 06 17  22 13.5 16.3 99.00 99.00 99.00 999 1000.4  -3.5   2.5 999.0 99.0 99.00
2001 01 06 18  19 13.1 99.0 99.00 99.00 99.00 999 1000.4  -3.9   2.5 999.0 99.0 99.00
2001 01 06 19  18 11.7 14.3  4.31 10.00  7.66 999 1000.4  -3.8   2.5 999.0 99.0 99.00
2001 01 06 20  28 13.1 17.1  4.39 10.00  7.52 999 1000.4  -3.9   2.5 999.0 99.0 99.00
2001 01 06 21  22 13.0 15.7  4.29 10.00  7.41 999 1000.4  -4.8   2.5 999.0 99.0 99.00
2001 01 06 22  16 14.3 19.1  4.59 11.11  7.45 999 1000.4  -3.9   2.4 999.0 99.0 99.00
2001 01 06 23  12 14.5 18.5 99.00 99.00 99.00 999 1000.4  -4.2   2.4 999.0 99.0 99.00
2001 01 07 00  12 12.1 15.2  4.71 11.11  7.90 999 1000.1  -4.6   2.4 999.0 99.0 99.00
2001 01 07 01  15 13.0 16.5 99.00 99.00 99.00 999  999.8  -4.2   2.4 999.0 99.0 99.00
2001 01 07 02  28 13.4 15.9 99.00 99.00 99.00 999  999.6  -5.2   2.4 999.0 99.0 99.00
2001 01 07 03   8 13.7 17.3  4.90 11.11  8.11 999  999.5  -5.0   2.4 999.0 99.0 99.00
2001 01 07 04  12 14.3 18.2 99.00 99.00 99.00 999  999.4  -5.3   2.4 999.0 99.0 99.00
2001 01 07 05  11 15.2 19.1  5.40 11.11  8.61 999  999.4  -5.4   2.4 999.0 99.0 99.00
