"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"15","RT @DeLeonProdLA: Wana go? How’s your chance. Price is negotiable. #Coachella18 #Beychella #CoachellaWeekend2 #Coachellavibes https://t.co/…",FALSE,0,NA,2018-05-06 23:27:55,FALSE,NA,"993271168860938245",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tmdoyle45",1,TRUE,FALSE,NA,NA
"16","RT @KingJerod_: Ok so for everyone who's saying I should upload a video without the baby crying here it is <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Beychella #EverybodyMad #Beyo…",FALSE,0,NA,2018-05-06 23:24:03,FALSE,NA,"993270197568946176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yungyummyx",28,TRUE,FALSE,NA,NA
"17","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",FALSE,0,NA,2018-05-06 23:22:50,FALSE,NA,"993269892089634816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xmelxbey",21415,TRUE,FALSE,NA,NA
"18","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",FALSE,0,NA,2018-05-06 23:21:49,FALSE,NA,"993269636102844416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_hugsofariana",21415,TRUE,FALSE,NA,NA
"19","gshssjs just know I’m never taking my #beychella highlight off my IG page EVER lolol",FALSE,1,"GuMBo_SkRiiMp",2018-05-06 23:21:49,FALSE,"993269632411856896","993269634165084160","500348251","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GuMBo_SkRiiMp",0,FALSE,FALSE,NA,NA
"20","RT @imbriyonce: If you thought I was about to sit here, learn choreo &amp; dance like I’m one of Beyoncé's backup dancer... YOU’RE ABSOLUTELY R…",FALSE,0,NA,2018-05-06 23:21:25,FALSE,NA,"993269533535334405",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bvffon90",97049,TRUE,FALSE,NA,NA
"21","RT @Bey_Diva_: Hello. <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BC><ed><U+00BE><U+00A4> #Beychella https://t.co/XKAu4Y61RG",FALSE,0,NA,2018-05-06 23:17:21,FALSE,NA,"993268509076533250",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","girl_hag",110,TRUE,FALSE,NA,NA
"22","RT @KingJerod_: Ok so for everyone who's saying I should upload a video without the baby crying here it is <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Beychella #EverybodyMad #Beyo…",FALSE,0,NA,2018-05-06 23:12:04,FALSE,NA,"993267180161597440",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Cozinequinn",28,TRUE,FALSE,NA,NA
"23","RT @tseyoned: what kind of creative GENIUS put this together?!? #Beychella https://t.co/QCbx449ZJp",FALSE,0,NA,2018-05-06 23:01:18,FALSE,NA,"993264469466931201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","awwkwafina",2312,TRUE,FALSE,NA,NA
"24","RT @ahsokatvno: i love two (2) women <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #beychella https://t.co/xGF2Mn5Nr3",FALSE,0,NA,2018-05-06 23:01:09,FALSE,NA,"993264434582835211",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","awwkwafina",1632,TRUE,FALSE,NA,NA
"25","RT @PoeticTingz: ""Aye, I took the top off of my Maybach...""<ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><U+2728> #Beychella https://t.co/ZEPdRZWV24",FALSE,0,NA,2018-05-06 23:01:03,FALSE,NA,"993264407269519360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","awwkwafina",2438,TRUE,FALSE,NA,NA
"26","RT @mothabey: “wait, is that bubbalicious gum?”
“no”
“nile later’s?”
“yeah, you want one?”
“yes”
ICONIC!!!! LEGENDARY!!!! ALL OF THE ABOVE!…",FALSE,0,NA,2018-05-06 22:58:16,FALSE,NA,"993263707345117185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","girlfromthe666",33202,TRUE,FALSE,NA,NA
"27","RT @_alexisMAURICE: NEVER FORGET! #beyonce #coachella #beychella #beyhive https://t.co/eZciBewWrg",FALSE,0,NA,2018-05-06 22:56:00,FALSE,NA,"993263138492461056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mandysomean",25,TRUE,FALSE,NA,NA
"28","RT @Richard_Nael: Beyoncé a WOC, mother of 3, feminist did a 2 hrs show on heels, perfect pitch, brought destiny, solange and her husband,…",FALSE,0,NA,2018-05-06 22:54:19,FALSE,NA,"993262713316040704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_shenabena_",49445,TRUE,FALSE,NA,NA
"29","RT @yelah_nallim: This is what happened the second Jay got on stage LMAO #BEYCHELLA https://t.co/NHhgji2KlR",FALSE,0,NA,2018-05-06 22:51:00,FALSE,NA,"993261879177834496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beautythisgirl",25827,TRUE,FALSE,NA,NA
"30","RT @KingJerod_: Ok so for everyone who's saying I should upload a video without the baby crying here it is <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Beychella #EverybodyMad #Beyo…",FALSE,0,NA,2018-05-06 22:50:22,FALSE,NA,"993261717575565312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LoveJayde_",28,TRUE,FALSE,NA,NA
"31","RT @MrJeromeTrammel: So am I the only one who noticed when @Beyonce went to change outfits she changed her damn nail polish? We don’t deser…",FALSE,0,NA,2018-05-06 22:48:04,FALSE,NA,"993261142792376320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jessica_Meza99",19076,TRUE,FALSE,NA,NA
"32","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",FALSE,0,NA,2018-05-06 22:44:17,FALSE,NA,"993260188814774274",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JodieFlmt",21415,TRUE,FALSE,NA,NA
"33","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",FALSE,0,NA,2018-05-06 22:39:28,FALSE,NA,"993258976165974016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","llbns",21415,TRUE,FALSE,NA,NA
"34","RT @beylanguage: Can we talk about that the legendary Bey made justice for Bday album ? #Beychella https://t.co/VBp1Dbk9lT",FALSE,0,NA,2018-05-06 22:36:47,FALSE,NA,"993258302707568645",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aIivedinah",355,TRUE,FALSE,NA,NA
"35","RT @KingJerod_: Ok so for everyone who's saying I should upload a video without the baby crying here it is <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Beychella #EverybodyMad #Beyo…",FALSE,0,NA,2018-05-06 22:35:15,FALSE,NA,"993257913413193728",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","theonlychloe",28,TRUE,FALSE,NA,NA
"36","RT @rhodagreyson: Our #Ugandan version of #Coachella and #Beychella is
#BlanketsAndWineKla #Amazing 
With my partner in crime @KizitoAngell…",FALSE,0,NA,2018-05-06 22:32:07,FALSE,NA,"993257125001551874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","patrickoyulu",2,TRUE,FALSE,NA,NA
"37","The unanimous love I saw in response to #Beychella (an unambiguous, joyful pep rally for Black America) is just not… https://t.co/lr3y3yICxx",FALSE,1,NA,2018-05-06 22:31:51,TRUE,NA,"993257059842801666",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abroshar",0,FALSE,FALSE,NA,NA
"38","RT @rhodagreyson: Our #Ugandan version of #Coachella and #Beychella is
#BlanketsAndWineKla #Amazing 
With my partner in crime @KizitoAngell…",FALSE,0,NA,2018-05-06 22:29:27,FALSE,NA,"993256457180274690",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KizitoAngella",2,TRUE,FALSE,NA,NA
"39","RT @KingJerod_: Ok so for everyone who's saying I should upload a video without the baby crying here it is <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Beychella #EverybodyMad #Beyo…",FALSE,0,NA,2018-05-06 22:26:14,FALSE,NA,"993255648199618564",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PridefulTears",28,TRUE,FALSE,NA,NA
"40","that’s cause erryone went to #beychella this year instead don’t @ me https://t.co/BKWoG3cd94",FALSE,1,NA,2018-05-06 22:25:36,FALSE,NA,"993255485871538176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","intechnicoIor",0,FALSE,FALSE,NA,NA
"41","RT @imbriyonce: If you thought I was about to sit here, learn choreo &amp; dance like I’m one of Beyoncé's backup dancer... YOU’RE ABSOLUTELY R…",FALSE,0,NA,2018-05-06 22:24:28,FALSE,NA,"993255203125116928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rachthom15",97049,TRUE,FALSE,NA,NA
"42","RT @xStaciox: So I did a thing today #Beychella #Coachella https://t.co/LKOYt1o3Ki",FALSE,0,NA,2018-05-06 22:24:19,FALSE,NA,"993255163342262272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alexx_H_",37,TRUE,FALSE,NA,NA
"43","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",FALSE,0,NA,2018-05-06 22:23:35,FALSE,NA,"993254978927120384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","showmethewaves_",21415,TRUE,FALSE,NA,NA
"44","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",FALSE,0,NA,2018-05-06 22:23:29,FALSE,NA,"993254954407223296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hspilots",21415,TRUE,FALSE,NA,NA
"45","Our #Ugandan version of #Coachella and #Beychella is
#BlanketsAndWineKla #Amazing 
With my partner in crime… https://t.co/3rzWn0YYSv",FALSE,4,NA,2018-05-06 22:23:19,TRUE,NA,"993254910639726592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rhodagreyson",2,FALSE,FALSE,NA,NA
"46","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",FALSE,0,NA,2018-05-06 22:22:32,FALSE,NA,"993254715231297537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","badgaldidii_",21415,TRUE,FALSE,NA,NA
"47","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",FALSE,0,NA,2018-05-06 22:21:44,FALSE,NA,"993254515414585344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thirlwalloyal",21415,TRUE,FALSE,NA,NA
"48","How he get the #beychella dvd already https://t.co/iDV4DicMLN",FALSE,0,NA,2018-05-06 22:17:01,FALSE,NA,"993253326216155137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hwilMADEit",0,FALSE,FALSE,NA,NA
"49","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",FALSE,0,NA,2018-05-06 22:14:01,FALSE,NA,"993252569861541890",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flowsleigh",21415,TRUE,FALSE,NA,NA
"50","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",FALSE,0,NA,2018-05-06 22:13:46,FALSE,NA,"993252507014041601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jnr_coulibaly",21415,TRUE,FALSE,NA,NA
"51","During #Beychella he asked me why everyone was tweeting about Beyonce and what Coachella is. <ed><U+00A0><U+00BD><ed><U+00B2><U+0080> I can’t<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,"ImSephora",2018-05-06 22:12:12,FALSE,"993251990322008065","993252113860956160","2265217676","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImSephora",0,FALSE,FALSE,NA,NA
"52","RT @KingJerod_: Ok so for everyone who's saying I should upload a video without the baby crying here it is <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Beychella #EverybodyMad #Beyo…",FALSE,0,NA,2018-05-06 22:09:46,FALSE,NA,"993251502180446209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KeaKeaxo",28,TRUE,FALSE,NA,NA
"53","RT @_2Nonchalant: A mood board #Beychella https://t.co/dAZ1MR56kU",FALSE,0,NA,2018-05-06 22:08:22,FALSE,NA,"993251150198640640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mcqueeng18",22630,TRUE,FALSE,NA,NA
"54","RT @KingJerod_: Ok so for everyone who's saying I should upload a video without the baby crying here it is <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Beychella #EverybodyMad #Beyo…",FALSE,0,NA,2018-05-06 22:08:06,FALSE,NA,"993251084532699136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LANDlylals",28,TRUE,FALSE,NA,NA
