"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-07 00:02:18,FALSE,NA,"993279822238486528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mostquan_Sigra",130,TRUE,FALSE,NA,NA
"2","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-07 00:02:05,FALSE,NA,"993279766257160192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","erbiumtable",130,TRUE,FALSE,NA,NA
"3","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-07 00:01:36,FALSE,NA,"993279645205311489",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","habitualflank",130,TRUE,FALSE,NA,NA
"4","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-07 00:00:21,FALSE,NA,"993279331727265794",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","howlfinished",130,TRUE,FALSE,NA,NA
"5","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:56:16,FALSE,NA,"993278301895524353",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hemantosunso",130,TRUE,FALSE,NA,NA
"6","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:54:34,FALSE,NA,"993277877046206464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","prevailsmallint",130,TRUE,FALSE,NA,NA
"7","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:51:51,FALSE,NA,"993277191629754368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dendritevanquis",130,TRUE,FALSE,NA,NA
"8","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:51:50,FALSE,NA,"993277188836380672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stirringbewitch",130,TRUE,FALSE,NA,NA
"9","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:51:13,FALSE,NA,"993277032862806017",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mukinseijika",130,TRUE,FALSE,NA,NA
"10","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:49:42,FALSE,NA,"993276651726393344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mpb1505",130,TRUE,FALSE,NA,NA
"11","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:40:19,FALSE,NA,"993274288018001921",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FiliterBaker",130,TRUE,FALSE,NA,NA
"12","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:32:57,FALSE,NA,"993272434399764480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tristiomesne198",130,TRUE,FALSE,NA,NA
"13","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:31:06,FALSE,NA,"993271969431859200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ujupxave",130,TRUE,FALSE,NA,NA
"14","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:29:49,FALSE,NA,"993271647808389120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheDriton",130,TRUE,FALSE,NA,NA
"15","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:28:30,FALSE,NA,"993271317230178305",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abroadjaunty",130,TRUE,FALSE,NA,NA
"16","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:18:07,FALSE,NA,"993268702232621057",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","xsiobhantweetyx",130,TRUE,FALSE,NA,NA
"17","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:15:51,FALSE,NA,"993268134571200512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","grinningpanic",130,TRUE,FALSE,NA,NA
"18","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:15:37,FALSE,NA,"993268074378858496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","boozernippy",130,TRUE,FALSE,NA,NA
"19","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:13:01,FALSE,NA,"993267417915777024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pipermeddlesome",130,TRUE,FALSE,NA,NA
"20","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:11:51,FALSE,NA,"993267126835269632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","maternalneedy",130,TRUE,FALSE,NA,NA
"21","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:09:42,FALSE,NA,"993266584301924352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","punchprey",130,TRUE,FALSE,NA,NA
"22","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:09:37,FALSE,NA,"993266565847158784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dashboardclicki",130,TRUE,FALSE,NA,NA
"23","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:09:23,FALSE,NA,"993266506271084544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mactcocpendo198",130,TRUE,FALSE,NA,NA
"24","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:03:56,FALSE,NA,"993265133349720070",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stylishkraft",130,TRUE,FALSE,NA,NA
"25","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 23:01:59,FALSE,NA,"993264643463352320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pinterestjumpin",130,TRUE,FALSE,NA,NA
"26","RT @allpublicart: We've shown you pictures from the #Coachella weekend estate but this video is on a totally different level! The #AllPubli…",FALSE,0,NA,2018-05-06 22:54:28,FALSE,NA,"993262750234238976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mourneopened",130,TRUE,FALSE,NA,NA
