"","lon","lat"
"204",-72.9278835,41.308274
"205",-83.985,42.43472
"206",NA,NA
"207",-77.4198721,37.2384613
"208",NA,NA
"209",-81.1637245,33.836081
"210",NA,NA
"211",-73.134961,40.789142
"212",3.7662947,51.054305
"213",4.3517211,50.8503463
"214",NA,NA
"215",-81.032331,29.2131821
"216",NA,NA
"217",-0.1277583,51.5073509
"218",NA,NA
"219",-84.3640829,33.7589188
"220",NA,NA
"221",-97.1923119,35.4062423
"222",7.360626,46.2331221
"223",-2.2426305,53.4807593
"224",28.0473051,-26.2041028
"225",100.5998319,13.5990961
"226",NA,NA
"227",-0.1277583,51.5073509
"228",-95.712891,37.09024
"229",30.3819754,29.4154553
"230",-81.1637245,33.836081
"231",-122.2178496,47.0810411
"232",NA,NA
"233",100.992541,15.870032
"234",NA,NA
"235",NA,NA
"236",36.8219462,-1.2920659
"237",-151.2466043,60.5195387
"238",-47.0826076,-22.9404976
"239",-111.2807779,40.6596373
"240",26.1595761,-29.085214
"241",NA,NA
"242",121.774017,12.879721
"243",-78.8783585,35.0526641
"244",28.0473051,-26.2041028
"245",NA,NA
"246",106.8105998,-6.2614927
"247",NA,NA
"248",NA,NA
"249",-112.2988559,40.5287772
"250",NA,NA
"251",NA,NA
"252",-83.482116,42.3086444
"253",12.5683372,55.6760968
"254",-87.6297982,41.8781136
"255",NA,NA
"256",NA,NA
"257",-88.0398912,30.6953657
"258",-119.4179324,36.778261
"259",28.0473051,-26.2041028
"260",-87.6297982,41.8781136
"261",-73.970379,40.7581722
"262",-95.712891,37.09024
"263",NA,NA
"264",-122.4442906,47.2528768
"265",NA,NA
"266",NA,NA
"267",NA,NA
"268",22.937506,-30.559482
"269",NA,NA
"270",NA,NA
"271",24.7499112,-28.7282384
"272",NA,NA
"273",-79.3831843,43.653226
"274",-93.273153,37.1585693
"275",-101.8551665,33.5778631
"276",4.5418141,8.4798786
"277",-75.1652215,39.9525839
"278",-96.7969879,32.7766642
"279",-51.92528,-14.235004
"280",-77.4360481,37.5407246
"281",-76.4730122,37.0870821
"282",28.0473051,-26.2041028
"283",-76.2982742,36.8354258
"284",NA,NA
"285",-84.3021672,39.8775553
"286",-84.3879824,33.7489954
"287",NA,NA
"288",NA,NA
"289",35.198897,31.80959
"290",-79.7919754,36.0726354
"291",-80.1917902,25.7616798
"292",NA,NA
"293",NA,NA
"294",NA,NA
"295",NA,NA
"296",-95.3858992,29.7237743
"297",NA,NA
"298",-77.355413,25.0479835
"299",NA,NA
"300",-118.2436849,34.0522342
"301",NA,NA
"302",28.0473051,-26.2041028
"303",NA,NA
"304",-77.4360481,37.5407246
"305",-95.3553688,29.7552928
"306",-111.0937311,34.0489281
"307",-96.3344068,30.627977
"308",-76.2858726,36.8507689
"309",-81.5862038,28.2573945
"310",NA,NA
"311",-82.0906448,26.9761707
"312",-118.0797999,34.15443
"313",100.5017651,13.7563309
"314",-78.6568942,37.4315734
"315",NA,NA
"316",NA,NA
"317",-81.6218157,28.4111209
"318",-77.297508,18.109581
"319",-87.6297982,41.8781136
"320",-119.4179324,36.778261
"321",22.937506,-30.559482
"322",-81.8313967,30.1718726
"323",NA,NA
"324",-80.2683571,26.6617635
"325",NA,NA
"326",22.937506,-30.559482
"327",NA,NA
"328",-79.7919754,36.0726354
"329",-2.13125,49.214439
"330",-74.4056612,40.0583238
"331",-51.92528,-14.235004
"332",-118.2436849,34.0522342
"333",NA,NA
"334",-87.9351558,37.768773
"335",-95.3698028,29.7604267
"336",-77.4083086,38.4220687
"337",-76.6412712,39.0457549
"338",-111.0937311,34.0489281
"339",-84.3879824,33.7489954
"340",-98.4936282,29.4241219
"341",NA,NA
"342",NA,NA
"343",-88.4494975,43.7767385
"344",NA,NA
"345",NA,NA
"346",-77.4198721,37.2384613
"347",-98.4936282,29.4241219
"348",-95.712891,37.09024
"349",-73.9441579,40.6781784
"350",144.9630576,-37.8136276
"351",-75.977985,36.8529263
"352",NA,NA
"353",-81.9361715,26.5167447
"354",NA,NA
"355",150.550812,7.425554
"356",-77.4102607,37.244039
"357",-117.435048,34.0922335
"358",-81.1637245,33.836081
"359",NA,NA
"360",NA,NA
"361",-87.6297982,41.8781136
"362",-86.4470038,35.859466
"363",-123.1186521,49.2837605
"364",-97.330053,37.6871761
"365",NA,NA
"366",-79.0192997,35.7595731
"367",-77.4019267,37.2279279
"368",NA,NA
"369",-82.3157094,39.8487918
"370",NA,NA
"371",-86.7756899,34.6403329
"372",-80.1917902,25.7616798
"373",-95.712891,37.09024
"374",NA,NA
"375",-74.2179326,43.2994285
"376",4.3517211,50.8503463
"377",NA,NA
"378",-118.2436849,34.0522342
"379",-80.081066,26.508671
"380",-96.643233,40.812978
"381",-96.7969879,32.7766642
"382",-80.6326916,25.5516034
"383",-77.528273,39.1077997
"384",-95.8362079,36.0834438
"385",-97.6362999,35.5272444
"386",NA,NA
"387",127.410588,36.4212456
"388",-82.53795,27.425129
"389",NA,NA
"390",NA,NA
"391",NA,NA
"392",-73.9464769,40.8115504
"393",-78.6568942,37.4315734
"394",NA,NA
"395",NA,NA
"396",-96.7969879,32.7766642
"397",31.0218404,-29.8586804
"398",NA,NA
"399",NA,NA
"400",NA,NA
"401",2.213749,46.227638
"402",NA,NA
"403",-74.0059728,40.7127753
"404",NA,NA
"405",-84.2963123,33.7748275
"406",-39.3121233,-7.2284727
"407",NA,NA
"408",NA,NA
"409",129.0591746,35.1337496
"410",NA,NA
"411",-95.8999677,36.7845789
"412",NA,NA
"413",-82.3157094,39.8487918
"414",-87.6660217,41.8959662
"415",-0.8890853,41.6488226
"416",NA,NA
"417",NA,NA
"418",NA,NA
"419",NA,NA
"420",NA,NA
"421",NA,NA
"422",-78.6568942,37.4315734
"423",-122.2913078,37.8271784
"424",NA,NA
"425",-76.6412712,39.0457549
"426",NA,NA
"427",-80.8431267,35.2270869
"428",-95.712891,37.09024
"429",-73.9712488,40.7830603
"430",NA,NA
"431",NA,NA
"432",-114.0708459,51.0486151
"433",NA,NA
"434",NA,NA
"435",NA,NA
"436",-79.3831843,43.653226
"437",-1.61778,54.978252
"438",-87.6297982,41.8781136
"439",28.2292712,-25.7478676
"440",NA,NA
"441",-79.3831843,43.653226
"442",NA,NA
"443",NA,NA
"444",-95.3698028,29.7604267
"445",-96.7962528,32.7863301
"446",NA,NA
"447",8.675277,9.081999
"448",NA,NA
"449",NA,NA
"450",-118.3531311,33.9616801
"451",-95.6961252,38.8846776
"452",-73.9212019,40.8677145
"453",3.3792057,6.5243793
"454",NA,NA
"455",NA,NA
"456",NA,NA
"457",-118.2436849,34.0522342
"458",-84.2285358,33.8462701
"459",-104.990251,39.7392358
"460",-74.0059728,40.7127753
"461",-81.5157535,27.6648274
"462",-95.8358917,36.2899354
"463",-94.785123,38.901451
"464",22.937506,-30.559482
"465",NA,NA
"466",NA,NA
"467",-2.9915726,53.4083714
"468",NA,NA
"469",-96.7969879,32.7766642
"470",-34.8769643,-8.0475622
"471",NA,NA
"472",-88.7943766,33.4551742
"473",2.3522219,48.856614
"474",NA,NA
"475",-83.898379,34.836305
"476",-66.7771593,45.96632
"477",NA,NA
"478",27.3645855,-30.524964
"479",NA,NA
"480",NA,NA
"481",NA,NA
"482",NA,NA
"483",-95.712891,37.09024
"484",138.252924,36.204824
"485",NA,NA
"486",NA,NA
"487",2.5280732,49.6636127
"488",28.3319797,37.9274796
"489",3.3792057,6.5243793
"490",-74.0059728,40.7127753
"491",8.675277,9.081999
"492",NA,NA
"493",NA,NA
"494",NA,NA
"495",NA,NA
"496",77.2090212,28.6139391
"497",-81.5157535,27.6648274
"498",34.888822,-6.369028
"499",-3.435973,55.378051
"500",-76.6121893,39.2903848
"501",NA,NA
"502",-84.3879824,33.7489954
"503",-95.712891,37.09024
"504",-97.9899761,32.7956701
"505",-77.0368707,38.9071923
"506",NA,NA
"507",10.7522454,59.9138688
"508",-91.8992837,30.2735323
"509",NA,NA
"510",NA,NA
"511",-86.902298,32.3182314
"512",-95.46588,29.814935
"513",NA,NA
"514",NA,NA
"515",-84.5751338,39.1122795
"516",-51.2176584,-30.0346471
"517",NA,NA
"518",-82.445154,38.4192496
"519",-97.4254815,35.6718291
"520",-106.4213208,31.812438
"521",NA,NA
"522",NA,NA
"523",-76.7115145,34.7214308
"524",NA,NA
"525",-74.1691928,41.0096684
"526",-119.3137301,36.624394
"527",-122.1205417,37.4075646
"528",-82.833186,39.996697
"529",-94.6105793,39.0599776
"530",NA,NA
"531",-91.9222598,44.9035894
"532",-79.2902133,43.0581645
"533",-84.2807329,30.4382559
"534",-95.712891,37.09024
