"","screenName","text","retweetCount","favoriteCount","score","absolute_score","lon","lat"
"11","_hugsofariana","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",21415,0,0,0,-94.667696,39.129956
"12","_iComplexity","RT @theWSOAshow: <ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B0><U+009D>

#Repost @iamcreesummer
···
#fbf  This <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> by @_icomplexity  Gilbert Hall and Beyoncé #Hillman #beychella #hbcu #adiffer…",11,0,0,0,-95.712891,37.09024
"13","_Jaaaazzy","RT @kahrazyinlove: After being harassed by my lovely supporters lol, The final and official mix of 'Everybody Mad' with the horns, edited a…",634,0,-1,1,-118.3531311,33.9616801
"14","_JayTheGemini_","RT @BeyLegion: Love On Top. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #Beychella #Round2 https://t.co/uTlfeI563B",479,0,2,2,-81.1637245,33.836081
"15","_keraeaves","RT @BleuuCarly: GET IN FORMATION <ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091>#Beychella #beyonce #beyoncecoachelle #beyonceconcert #ontheruntour #beychellachallenge #beychella2018…",52,0,0,0,NA,NA
"16","_kingdaaniel","RT @xStaciox: So I did a thing today #Beychella #Coachella https://t.co/LKOYt1o3Ki",37,0,0,0,NA,NA
"17","_leahleahleah","RT @adolfo_ae: .@Meanjin asked me for my thoughts on #Beychella and Kendrick Lamar winning the Pulitzer for music, so here's me delving int…",17,0,1,1,144.9630576,-37.8136276
"18","_LifeOfPaige","RT @KingJerod_: Ok so for everyone who's saying I should upload a video without the baby crying here it is <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Beychella #EverybodyMad #Beyo…",28,0,0,0,NA,NA
"19","_LifeOfPaige","RT @imbriyonce: If you thought I was about to sit here, learn choreo &amp; dance like I’m one of Beyoncé's backup dancer... YOU’RE ABSOLUTELY R…",97049,0,1,1,NA,NA
"20","_mpresssive","RT @1jalennnn: LEGENDARY!!! #BEYCHELLA #Coachella2018 #HBEYCU <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BE><ed><U+00B4><U+00AB> killed THAT! https://t.co/sDVc03K19h",229,0,0,0,-80.8431267,35.2270869
"21","_MyySecretss_","RT @Musicismydrug_9: So I attempted to do they choreo @imbriyonce did from #Beychella <ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+200D><U+2640><U+FE0F> #EverybodyMad 
#Briyonce https://t.co/r5GpPJ9f6I",5,0,0,0,-80.1917902,25.7616798
"22","_Nolwazi_","RT @xStaciox: So I did a thing today #Beychella #Coachella https://t.co/LKOYt1o3Ki",37,0,0,0,-95.685153,39.047894
"23","_nxxcole","RT @OhTimehin: “Ladies! Are we smart? Are we strong? Have we had enough?!” - Beyoncé Giselle Knowles-Carter at #Beychella. 

#NoMore #Times…",15,0,3,3,-66.7771593,45.96632
"24","_rrenne_","RT @BeyLegion: Beyoncé performing ""Kitty Kat"" at #Coachella tonight. #Beychella #Round2 https://t.co/gJB4erlhiD",704,0,0,0,NA,NA
"25","_rrenne_","RT @BeyLegion: CAUSE I SLAY. <ed><U+00A0><U+00BD><ed><U+00B1><U+0091> #Beychella #Round2 https://t.co/cedGcTLgrt",876,0,0,0,NA,NA
"26","_rrenne_","RT @BeyLegion: Beyoncé's reaction to the acclaim #Beychella has received. <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>

https://t.co/M2sdOVS1dA https://t.co/XjbelOTNh8",652,0,1,1,NA,NA
"27","_shenabena_","RT @Richard_Nael: Beyoncé a WOC, mother of 3, feminist did a 2 hrs show on heels, perfect pitch, brought destiny, solange and her husband,…",49445,0,2,2,-75.1652215,39.9525839
"28","_shortandstout_","RT @BeyLegion: Harmonies <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> #Beychella #Round2 https://t.co/l6NKoih2CD",2688,0,0,0,-88.0398912,30.6953657
"29","_SHUTTHEFUXKUP","RT @xStaciox: So I did a thing today #Beychella #Coachella https://t.co/LKOYt1o3Ki",37,0,0,0,-79.0192997,35.7595731
"30","_trulythedon","RT @BleuuCarly: GET IN FORMATION <ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091>#Beychella #beyonce #beyoncecoachelle #beyonceconcert #ontheruntour #beychellachallenge #beychella2018…",52,0,0,0,-2.13125,49.214439
"31","_WordssOfWisdom","RT @BleuuCarly: GET IN FORMATION <ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091>#Beychella #beyonce #beyoncecoachelle #beyonceconcert #ontheruntour #beychellachallenge #beychella2018…",52,0,0,0,-77.297508,18.109581
"32","_xoxojohn","RT @xStaciox: So I did a thing today #Beychella #Coachella https://t.co/LKOYt1o3Ki",37,0,0,0,-98.4936282,29.4241219
"33","2VHDF","RT @xStaciox: So I did a thing today #Beychella #Coachella https://t.co/LKOYt1o3Ki",37,0,0,0,-111.0937311,34.0489281
"34","3StylexDeeD","RT @theWSOAshow: <ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B0><U+009D>

#Repost @iamcreesummer
···
#fbf  This <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> by @_icomplexity  Gilbert Hall and Beyoncé #Hillman #beychella #hbcu #adiffer…",11,0,0,0,-84.2963123,33.7748275
"35","50shadesofkayla","RT @kahrazyinlove: After being harassed by my lovely supporters lol, The final and official mix of 'Everybody Mad' with the horns, edited a…",634,0,-1,1,-85.6023643,44.3148443
"36","62yazu","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",21415,0,0,0,NA,NA
"37","a_nicoledaily","I just watched Beychella again and it was great this time as it was the first 4 times I watched it <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> #Beychella #Beyonce",0,0,1,1,-73.7781391,40.6413111
"38","A_shi_li","RT @BeyLegion: Beyoncé's choir and BGVs singing ""Party"" before hitting the stage at #Coachella<ed><U+00A0><U+00BC><ed><U+00BE><U+0089> #Beychella #Round2 https://t.co/ltdMUQTFR7",15914,0,0,0,-84.5751338,39.1122795
"39","ABC123TLC","RT @theWSOAshow: <ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B0><U+009D>

#Repost @iamcreesummer
···
#fbf  This <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> by @_icomplexity  Gilbert Hall and Beyoncé #Hillman #beychella #hbcu #adiffer…",11,0,0,0,NA,NA
"40","abroshar","The unanimous love I saw in response to #Beychella (an unambiguous, joyful pep rally for Black America) is just not… https://t.co/lr3y3yICxx",0,1,3,3,-119.4179324,36.778261
"41","ActivistBaddie","RT @MOJOSPARKLE: Beyoncé just took us ten steps forward with #Beychella and now Kanye has taken us fifteen steps back. #YevsthePeople",8,0,0,0,NA,NA
"42","aIivedinah","RT @beylanguage: Can we talk about that the legendary Bey made justice for Bday album ? #Beychella https://t.co/VBp1Dbk9lT",355,0,1,1,-43.9502619,-19.9226268
"43","aijalonnie","RT @BleuuCarly: GET IN FORMATION <ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091>#Beychella #beyonce #beyoncecoachelle #beyonceconcert #ontheruntour #beychellachallenge #beychella2018…",52,0,0,0,-77.2242801,38.9240601
"44","AishaKh01762229","RT @AMIClubwear: Kinda like #BEYCHELLA  https://t.co/PYAF7spm4V  <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>
Style<ed><U+00A0><U+00BD><ed><U+00B4><U+008E>SAINT 

#amiclubwear #highheels #chunkyheels #boots https://t.co…",2,0,1,1,7.360626,46.2331221
"45","AkanButNoJeezyy","I watch #Beychella twice a week just because <ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+200D><U+2640><U+FE0F>",0,0,0,0,-78.9105538,36.0186758
"46","Akhnaten_","RT @BleuuCarly: GET IN FORMATION <ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091>#Beychella #beyonce #beyoncecoachelle #beyonceconcert #ontheruntour #beychellachallenge #beychella2018…",52,0,0,0,NA,NA
"47","alarm_ring","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",21415,0,0,0,-95.973124,36.746805
"48","alejandroinarr1","RT @imbriyonce: If you thought I was about to sit here, learn choreo &amp; dance like I’m one of Beyoncé's backup dancer... YOU’RE ABSOLUTELY R…",97049,0,1,1,NA,NA
"49","Alexx_H_","RT @xStaciox: So I did a thing today #Beychella #Coachella https://t.co/LKOYt1o3Ki",37,0,0,0,-96.7969879,32.7766642
"50","alexxxalejandro","Who did it better? #beychella #sorryalison #rezzdiditonpurpose @ Coachella https://t.co/gYXIKuGAs0",0,0,1,1,-111.0937311,34.0489281
"51","alycharf","RT @imbriyonce: If you thought I was about to sit here, learn choreo &amp; dance like I’m one of Beyoncé's backup dancer... YOU’RE ABSOLUTELY R…",97049,0,1,1,NA,NA
"52","amanda_madumere","RT @OhTimehin: “Ladies! Are we smart? Are we strong? Have we had enough?!” - Beyoncé Giselle Knowles-Carter at #Beychella. 

#NoMore #Times…",15,0,3,3,8.675277,9.081999
"53","amare_aliyaaaah","RT @MatthewACherry: Been two weeks now man. Where is the official remix with the #Beychella horns and the Yerrrr at? https://t.co/OdnypLCr2n",47,0,0,0,NA,NA
"54","AmgMontage","RT @AmgMontage: @Drake - Gods Plan #Freestyle Follow Me son All Sites @AmgMontage <ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF> #Godsplan #Drake #BeyChella #Baltimore #DmvArtist ht…",13,0,0,0,-76.5878328,39.2988333
"55","AMHXJR","RT @Beychella2k18: The “B” Jumped Out<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> #Beychella https://t.co/6E77mhynzo",483,0,0,0,-81.8313967,30.1718726
"56","AMHXJR","RT @BeyLegion: Beyoncé's band &amp; dancers celebrating after the show. #Beychella #Coachella <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BC><ed><U+00BE><U+0089> https://t.co/H8xNURvUw6",939,0,0,0,-81.8313967,30.1718726
"57","AmieyaBrown","RT @mothabey: “wait, is that bubbalicious gum?”
“no”
“nile later’s?”
“yeah, you want one?”
“yes”
ICONIC!!!! LEGENDARY!!!! ALL OF THE ABOVE!…",33202,0,1,1,NA,NA
"58","amrimoreno_","RT @_BluRay__: BEYONCÉ KILLED THIS. BLEESING A TIMELINE. RT FOR GOOD LUCK #Beychella https://t.co/6fGfxN4ooi",5550,0,1,1,-95.3858992,29.7237743
"59","amrimoreno_","RT @andrewsaboss: I’ve seen God and she is THICCCCC #BEYCHELLA https://t.co/Z5K6iR7aZn",5834,0,0,0,-95.3858992,29.7237743
"60","An_forthegrand","RT @AfnizarZ: #Beychella this dance break https://t.co/RsD7G6G0KS",1809,0,-1,1,NA,NA
"61","AndreaAKAJackie","RT @theWSOAshow: <ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B0><U+009D>

#Repost @iamcreesummer
···
#fbf  This <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> by @_icomplexity  Gilbert Hall and Beyoncé #Hillman #beychella #hbcu #adiffer…",11,0,0,0,NA,NA
"62","ANewPretty","https://t.co/KtZctW1wHK This Cinco De Mayo toast tribute to Queen Bey with Armand De Brignac #Ace #AceofSpade… https://t.co/5KRokXnBWA",0,0,0,0,-96.7962528,32.7863301
"63","antiandchill","RT @BeyLegion: Beyoncé's choreographers @ChrisGrantMUSIC &amp; @JaQuelKnight talk #Beychella &amp; how the HBCU concept came about.

https://t.co/M…",340,0,0,0,NA,NA
"64","AquafarE","RT @OhTimehin: “Ladies! Are we smart? Are we strong? Have we had enough?!” - Beyoncé Giselle Knowles-Carter at #Beychella. 

#NoMore #Times…",15,0,3,3,-122.1205417,37.4075646
"65","ashanti_sanni","RT @coolkidalli: can’t forget about these future legends. #ChloeAndHalle #Coachella #BeyChella https://t.co/lLAoi7K4cs",2,0,0,0,NA,NA
"66","ASPINGMODELKYLE","RT @JustTiaraa: ICONIC! #BeyChella https://t.co/CJ45ZOTXhZ",55271,0,0,0,-83.482116,42.3086444
"67","ASPINGMODELKYLE","RT @TUMELQ: SUUUUUUUCK ON MY BAAAALLS BICHHHHH. <ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083> #beychella
https://t.co/tu8OEck1lB",67065,0,0,0,-83.482116,42.3086444
"68","AStateOfMusic_","@Beyonce 
Guys please help me, I the posted the videos for the BeyHive. Please retweet and help me save my channel.… https://t.co/decRPGemed",4,4,0,0,NA,NA
"69","ASVPThuggin","RT @MatthewACherry: Been two weeks now man. Where is the official remix with the #Beychella horns and the Yerrrr at? https://t.co/OdnypLCr2n",47,0,0,0,-77.528273,39.1077997
"70","Athiniie2","RT @FloydDelon: When Beyoncé performs a new dance you know I’m learning it. <ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>#Beychella #Beyhive #BeyhiveBoys #Dancer #Passion https:/…",110,0,1,1,25.5858711,-33.798714
"71","Athiniie2","RT @BeyonceBrooklyn: Y’all are wrong for this <ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>#Beychella https://t.co/WdKPnKIiek",125,0,-1,1,25.5858711,-33.798714
"72","AveAniAus","Sza was better in Washington than she was at #Beychella. Sorry she like the PNW better",0,0,2,2,-122.4442906,47.2528768
"73","awayfromsight","So, I'm rewatching #Beychella and the thing is... she doesn't have to do all of that the band, the effects, the cho… https://t.co/NkILEUXYTd",0,0,0,0,10.451526,51.165691
"74","awelcomerarity","RT @imbriyonce: If you thought I was about to sit here, learn choreo &amp; dance like I’m one of Beyoncé's backup dancer... YOU’RE ABSOLUTELY R…",97049,0,1,1,NA,NA
"75","AWholeBlessing","RT @BleuuCarly: GET IN FORMATION <ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091>#Beychella #beyonce #beyoncecoachelle #beyonceconcert #ontheruntour #beychellachallenge #beychella2018…",52,0,0,0,-76.8480282,40.275367
"76","awwkwafina","RT @tseyoned: what kind of creative GENIUS put this together?!? #Beychella https://t.co/QCbx449ZJp",2312,0,2,2,NA,NA
"77","awwkwafina","RT @tseyoned: what kind of creative GENIUS put this together?!? #Beychella https://t.co/QCbx449ZJp",2312,0,2,2,NA,NA
"78","awwkwafina","RT @ahsokatvno: i love two (2) women <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #beychella https://t.co/xGF2Mn5Nr3",1632,0,1,1,NA,NA
"79","awwkwafina","RT @ahsokatvno: i love two (2) women <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #beychella https://t.co/xGF2Mn5Nr3",1632,0,1,1,NA,NA
"80","awwkwafina","RT @PoeticTingz: ""Aye, I took the top off of my Maybach...""<ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><U+2728> #Beychella https://t.co/ZEPdRZWV24",2438,0,1,1,NA,NA
"81","awwkwafina","RT @PoeticTingz: ""Aye, I took the top off of my Maybach...""<ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><U+2728> #Beychella https://t.co/ZEPdRZWV24",2438,0,1,1,NA,NA
"82","awwkwafina","RT @HBCUSpotlightTV: So Beyonce decided she wanted to throw some Dancing Doll counts while at #BeyChella. I mean it was only right! https:/…",2215,0,1,1,NA,NA
"83","awwkwafina","RT @HBCUSpotlightTV: So Beyonce decided she wanted to throw some Dancing Doll counts while at #BeyChella. I mean it was only right! https:/…",2215,0,1,1,NA,NA
"84","awwkwafina","RT @AfnizarZ: #Beychella this dance break https://t.co/RsD7G6G0KS",1809,0,-1,1,NA,NA
"85","awwkwafina","RT @AfnizarZ: #Beychella this dance break https://t.co/RsD7G6G0KS",1809,0,-1,1,NA,NA
"86","awwkwafina","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",21415,0,0,0,NA,NA
"87","awwkwafina","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",21415,0,0,0,NA,NA
"88","ayethatsko","RT @BleuuCarly: GET IN FORMATION <ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091><ed><U+00A0><U+00BD><ed><U+00B1><U+0091>#Beychella #beyonce #beyoncecoachelle #beyonceconcert #ontheruntour #beychellachallenge #beychella2018…",52,0,0,0,NA,NA
"89","AyeYoMilline","RT @KingJerod_: Ok so for everyone who's saying I should upload a video without the baby crying here it is <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Beychella #EverybodyMad #Beyo…",28,0,0,0,-97.242547,37.5494178
"90","AyishaMiraClb","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",21415,0,0,0,-79.3831843,43.653226
"91","ayotrey","RT @ayotrey: #Beychella as I promised<ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BD><ed><U+00B2><U+00B0> #ErrrbodyMAD https://t.co/SGELiRVTm6",58,0,0,0,NA,NA
"92","BaboyGago","RT @IBeenCrowned: BEYONCÉ HITS THE STAGE TODAY #Beychella 
 https://t.co/khys7rTz4o",1286,0,0,0,NA,NA
"93","BacockObama","RT @Saidamar: I<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>COULD<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>NOT<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>MISS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>THIS<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>ONE #BEYCHELLA #Coachella https://t.co/sSdffcqSz5",21415,0,0,0,NA,NA
